"Estadillo";"Especie";"Cla";"Subclase";"CatDes";"Tipo";"Densidad";"NumPies";"Hm"
"0457";"045";"A";"1";"1";"6";"3";;
"0457";"045";"A";"1";"2";"6";"3";;
"0457";"045";"A";"1";"3";"6";"3";;
"0457";"045";"A";"1";"4";"6";;10;24
"0457";"237";"A";"1";"1";"1";"1";;
"0457";"237";"A";"1";"2";"6";"3";;
"0458";"024";"A";"1";"1";"1";"1";;
"0458";"024";"A";"1";"2";"1";"2";;
"0458";"024";"A";"1";"3";"1";"2";;
"0458";"024";"A";"1";"4";"1";;1;30
"0458";"045";"A";"1";"1";"6";"3";;
"0458";"045";"A";"1";"2";"6";"3";;
"0458";"045";"A";"1";"3";"3";"1";;
"0458";"045";"A";"1";"4";"3";;5;28
"0458";"237";"A";"1";"1";"1";"1";;
"0458";"237";"A";"1";"2";"1";"2";;
"0459";"045";"A";"1";"1";"3";"1";;
"0459";"045";"A";"1";"2";"3";"3";;
"0459";"045";"A";"1";"3";"3";"2";;
"0459";"237";"A";"1";"2";"1";"2";;
"0459";"237";"A";"1";"3";"1";"1";;
"0460";"045";"A";"1";"1";"6";"3";;
"0460";"045";"A";"1";"2";"2";"3";;
"0460";"045";"A";"1";"3";"6";"2";;
"0460";"045";"A";"1";"4";"6";;10;25
"0460";"237";"A";"1";"1";"1";"1";;
"0460";"237";"A";"1";"2";"1";"1";;
"0461";"045";"A";"1";"1";"6";"3";;
"0461";"045";"A";"1";"2";"6";"3";;
"0461";"045";"A";"1";"4";"1";;2;17
"0461";"237";"A";"1";"1";"1";"1";;
"0461";"237";"A";"1";"2";"1";"2";;
"0461";"237";"A";"1";"3";"1";"2";;
"0462";"045";"A";"4C";"1";"6";"2";;
"0462";"045";"A";"4C";"2";"3";"3";;
"0462";"045";"A";"4C";"3";"3";"1";;
"0462";"045";"A";"4C";"4";"3";;7;32
"0463";"045";"A";"4C";"1";"6";"3";;
"0463";"045";"A";"4C";"2";"6";"3";;
"0463";"045";"A";"4C";"3";"3";"3";;
"0463";"045";"A";"4C";"4";"3";;28;32
"0463";"237";"A";"4C";"2";"1";"1";;
"0465";"025";"A";"4";"3";"2";"1";;
"0465";"025";"A";"4";"4";"2";;1;28
"0465";"237";"A";"4";"2";"1";"1";;
"0467";"025";"A";"1";"2";"2";"1";;
"0467";"025";"A";"1";"3";"2";"1";;
"0467";"025";"A";"1";"4";"2";;1;20
"0468";"045";"A";"4";"1";"6";"3";;
"0468";"045";"A";"4";"2";"6";"3";;
"0468";"045";"A";"4";"3";"3";"3";;
"0468";"045";"A";"4";"4";"3";;19;33
"0468";"237";"A";"4";"3";"1";"1";;
"0469";"045";"A";"1";"1";"6";"2";;
"0469";"045";"A";"1";"2";"6";"3";;
"0469";"045";"A";"1";"3";"3";"2";;
"0469";"045";"A";"1";"4";"1";;1;20
"0469";"237";"A";"1";"2";"1";"1";;
"0470";"237";"A";"4";"1";"6";"2";;
"0470";"237";"A";"4";"2";"1";"3";;
"0470";"237";"A";"4";"3";"1";"1";;
"0471";"045";"A";"1";"1";"6";"2";;
"0471";"045";"A";"1";"2";"3";"3";;
"0471";"045";"A";"1";"4";"3";;2;30
"0471";"237";"A";"1";"1";"1";"2";;
"0471";"237";"A";"1";"2";"1";"3";;
"0473";"045";"A";"1";"1";"6";"1";;
"0473";"045";"A";"1";"2";"6";"2";;
"0473";"045";"A";"1";"3";"3";"2";;
"0473";"045";"A";"1";"4";"3";;10;22
"0473";"237";"A";"1";"1";"1";"1";;
"0474";"045";"A";"1";"1";"6";"2";;
"0474";"045";"A";"1";"2";"6";"3";;
"0474";"045";"A";"1";"3";"3";"2";;
"0474";"045";"A";"1";"4";"3";;11;30
"0474";"237";"A";"1";"1";"1";"1";;
"0474";"237";"A";"1";"2";"1";"2";;
"0474";"237";"A";"1";"3";"1";"2";;
"0475";"044";"A";"1";"1";"1";"1";;
"0475";"045";"A";"1";"1";"1";"1";;
"0475";"045";"A";"1";"2";"3";"1";;
"0475";"237";"A";"1";"3";"1";"1";;
"0476";"045";"A";"1";"1";"6";"2";;
"0476";"045";"A";"1";"2";"6";"3";;
"0476";"045";"A";"1";"3";"3";"2";;
"0476";"045";"A";"1";"4";"3";;8;25
"0476";"237";"A";"1";"2";"1";"2";;
"0476";"237";"A";"1";"3";"1";"3";;
"0477";"045";"A";"1";"1";"6";"2";;
"0477";"045";"A";"1";"2";"6";"3";;
"0477";"045";"A";"1";"3";"3";"2";;
"0477";"045";"A";"1";"4";"3";;2;30
"0477";"237";"A";"1";"2";"1";"1";;
"0477";"237";"A";"1";"3";"1";"1";;
"0478";"045";"A";"4";"1";"6";"3";;
"0478";"045";"A";"4";"2";"6";"2";;
"0478";"045";"A";"4";"3";"3";"1";;
"0478";"045";"A";"4";"4";"3";;2;21
"0479";"045";"A";"4C";"1";"6";"2";;
"0479";"045";"A";"4C";"2";"6";"3";;
"0479";"045";"A";"4C";"3";"3";"1";;
"0479";"045";"A";"4C";"4";"3";;3;28
"0479";"237";"A";"4C";"1";"1";"1";;
"0479";"237";"A";"4C";"2";"1";"3";;
"0480";"045";"A";"4";"1";"6";"2";;
"0480";"045";"A";"4";"2";"6";"3";;
"0480";"045";"A";"4";"3";"3";"3";;
"0480";"045";"A";"4";"4";"3";;14;20
"0481";"045";"A";"4";"1";"6";"3";;
"0481";"045";"A";"4";"2";"6";"3";;
"0483";"045";"A";"4";"1";"3";"2";;
"0483";"045";"A";"4";"2";"3";"3";;
"0483";"045";"A";"4";"3";"3";"2";;
"0483";"045";"A";"4";"4";"3";;5;25
"0483";"237";"A";"4";"2";"1";"1";;
"0484";"045";"A";"1";"1";"6";"3";;
"0484";"045";"A";"1";"2";"6";"2";;
"0484";"045";"A";"1";"3";"6";"2";;
"0484";"045";"A";"1";"4";"6";;11;20
"0484";"237";"A";"1";"1";"1";"2";;
"0484";"237";"A";"1";"2";"1";"2";;
"0487";"045";"A";"4";"1";"6";"3";;
"0487";"045";"A";"4";"2";"6";"2";;
"0487";"045";"A";"4";"3";"3";"1";;
"0487";"045";"A";"4";"4";"3";;15;24
"0488";"045";"A";"4";"1";"6";"3";;
"0488";"045";"A";"4";"2";"6";"3";;
"0488";"045";"A";"4";"3";"6";"3";;
"0488";"045";"A";"4";"4";"6";;7;22
"0489";"045";"A";"4";"1";"6";"2";;
"0489";"045";"A";"4";"2";"6";"1";;
"0491";"045";"A";"3C";"1";"6";"3";;
"0491";"045";"A";"3C";"2";"6";"3";;
"0491";"045";"A";"3C";"3";"6";"3";;
"0491";"045";"A";"3C";"4";"6";;33;36
"0492";"024";"A";"3E";"1";"1";"1";;
"0492";"045";"A";"3E";"1";"6";"3";;
"0492";"045";"A";"3E";"2";"6";"3";;
"0492";"045";"A";"3E";"3";"6";"3";;
"0492";"045";"A";"3E";"4";"6";;19;25
"0493";"024";"A";"1";"2";"1";"1";;
"0493";"024";"A";"1";"3";"1";"1";;
"0493";"024";"A";"1";"4";"1";;1;34
"0493";"045";"A";"1";"1";"6";"1";;
"0493";"045";"A";"1";"2";"6";"2";;
"0493";"045";"A";"1";"3";"6";"1";;
"0493";"045";"A";"1";"4";"6";;1;32
"0494";"045";"A";"4";"1";"6";"2";;
"0494";"045";"A";"4";"2";"6";"2";;
"0494";"045";"A";"4";"3";"6";"3";;
"0494";"045";"A";"4";"4";"6";;15;33
"0496";"024";"A";"4";"1";"1";"1";;
"0496";"045";"A";"4";"1";"6";"3";;
"0496";"045";"A";"4";"2";"6";"3";;
"0496";"045";"A";"4";"3";"6";"2";;
"0496";"045";"A";"4";"4";"6";;20;19
"0497";"045";"A";"1";"1";"6";"3";;
"0497";"045";"A";"1";"2";"6";"3";;
"0497";"045";"A";"1";"3";"6";"3";;
"0497";"045";"A";"1";"4";"6";;15;17
"0497";"095";"A";"1";"1";"1";"1";;
"0498";"045";"A";"1";"1";"6";"3";;
"0498";"045";"A";"1";"2";"6";"2";;
"0498";"045";"A";"1";"3";"6";"3";;
"0498";"045";"A";"1";"4";"6";;3;19
"0500";"024";"A";"1";"2";"1";"3";;
"0500";"024";"A";"1";"3";"1";"1";;
"0500";"024";"A";"1";"4";"1";;2;20
"0500";"237";"A";"1";"2";"1";"1";;
"0502";"024";"A";"1";"4";"1";;1;30
"0502";"045";"A";"1";"1";"6";"3";;
"0502";"045";"A";"1";"2";"6";"2";;
"0502";"045";"A";"1";"3";"6";"2";;
"0502";"045";"A";"1";"4";"6";;13;20
"0502";"237";"A";"1";"1";"6";"2";;
"0502";"237";"A";"1";"2";"6";"2";;
"0502";"237";"A";"1";"3";"6";"1";;
"0504";"024";"A";"1";"1";"1";"1";;
"0504";"045";"A";"1";"1";"6";"3";;
"0504";"045";"A";"1";"2";"6";"2";;
"0504";"045";"A";"1";"3";"6";"3";;
"0504";"237";"A";"1";"1";"1";"1";;
"0504";"237";"A";"1";"2";"1";"1";;
"0505";"026";"A";"4";"1";"1";"1";;
"0505";"026";"A";"4";"4";"1";;1;35
"0505";"045";"A";"4";"1";"6";"3";;
"0505";"045";"A";"4";"2";"6";"2";;
"0505";"045";"A";"4";"3";"6";"2";;
"0505";"045";"A";"4";"4";"6";;4;20
"0505";"237";"A";"4";"1";"1";"1";;
"0505";"237";"A";"4";"2";"1";"1";;
"0506";"024";"A";"1";"2";"1";"1";;
"0506";"024";"A";"1";"4";"1";;5;30
"0506";"045";"A";"1";"1";"6";"1";;
"0506";"045";"A";"1";"2";"6";"1";;
"0506";"237";"A";"1";"1";"1";"1";;
"0506";"237";"A";"1";"2";"1";"3";;
"0506";"237";"A";"1";"3";"1";"2";;
"0508";"045";"A";"4";"1";"6";"2";;
"0508";"045";"A";"4";"2";"6";"3";;
"0508";"045";"A";"4";"3";"6";"1";;
"0508";"237";"A";"4";"1";"1";"1";;
"0508";"237";"A";"4";"2";"1";"3";;
"0509";"024";"A";"1";"1";"1";"1";;
"0509";"024";"A";"1";"2";"1";"1";;
"0509";"024";"A";"1";"3";"1";"1";;
"0509";"024";"A";"1";"4";"1";;2;25
"0509";"045";"A";"1";"1";"6";"3";;
"0509";"045";"A";"1";"2";"6";"2";;
"0509";"045";"A";"1";"3";"6";"2";;
"0509";"045";"A";"1";"4";"6";;10;25
"0509";"237";"A";"1";"1";"6";"1";;
"0509";"237";"A";"1";"2";"6";"1";;
"0509";"237";"A";"1";"3";"6";"2";;
"0510";"024";"A";"1";"1";"1";"1";;
"0510";"024";"A";"1";"2";"1";"1";;
"0510";"024";"A";"1";"3";"1";"1";;
"0510";"024";"A";"1";"4";"1";;1;20
"0510";"045";"A";"1";"1";"6";"3";;
"0510";"045";"A";"1";"2";"6";"2";;
"0510";"045";"A";"1";"3";"6";"1";;
"0510";"237";"A";"1";"1";"6";"1";;
"0510";"237";"A";"1";"2";"6";"2";;
"0510";"237";"A";"1";"3";"6";"1";;
"0511";"024";"A";"1";"1";"1";"1";;
"0511";"024";"A";"1";"2";"1";"1";;
"0511";"024";"A";"1";"3";"1";"1";;
"0511";"024";"A";"1";"4";"1";;2;27
"0511";"045";"A";"1";"1";"6";"3";;
"0511";"045";"A";"1";"2";"6";"2";;
"0511";"045";"A";"1";"3";"6";"1";;
"0511";"045";"A";"1";"4";"3";;2;20
"0511";"237";"A";"1";"1";"1";"2";;
"0511";"237";"A";"1";"2";"1";"2";;
"0511";"237";"A";"1";"3";"1";"1";;
"0513";"024";"A";"4";"1";"1";"1";;
"0513";"024";"A";"4";"3";"1";"1";;
"0513";"045";"A";"4";"1";"6";"3";;
"0513";"045";"A";"4";"2";"6";"1";;
"0513";"045";"A";"4";"3";"6";"1";;
"0513";"237";"A";"4";"1";"6";"1";;
"0513";"237";"A";"4";"2";"6";"3";;
"0513";"237";"A";"4";"3";"6";"2";;
"0514";"024";"A";"4";"4";"1";;1;30
"0514";"045";"A";"4";"1";"6";"3";;
"0514";"045";"A";"4";"2";"6";"2";;
"0514";"237";"A";"4";"1";"6";"1";;
"0514";"237";"A";"4";"2";"6";"1";;
"0515";"024";"A";"1";"1";"1";"1";;
"0515";"024";"A";"1";"2";"1";"1";;
"0515";"024";"A";"1";"3";"1";"1";;
"0515";"045";"A";"1";"1";"6";"2";;
"0515";"045";"A";"1";"2";"6";"2";;
"0515";"045";"A";"1";"3";"6";"2";;
"0515";"237";"A";"1";"1";"1";"2";;
"0515";"237";"A";"1";"2";"1";"2";;
"0516";"024";"A";"1";"3";"1";"1";;
"0516";"024";"A";"1";"4";"1";;3;40
"0516";"045";"A";"1";"1";"6";"3";;
"0516";"045";"A";"1";"2";"6";"1";;
"0516";"045";"A";"1";"3";"6";"2";;
"0516";"045";"A";"1";"4";"6";;14;22
"0518";"045";"A";"3E";"1";"6";"3";;
"0518";"045";"A";"3E";"2";"6";"2";;
"0518";"045";"A";"3E";"3";"6";"2";;
"0518";"045";"A";"3E";"4";"6";;13;30
"0518";"215";"A";"3E";"1";"6";"2";;
"0518";"215";"A";"3E";"2";"6";"1";;
"0518";"215";"A";"3E";"3";"6";"1";;
"0519";"045";"A";"1";"1";"6";"3";;
"0519";"045";"A";"1";"2";"6";"3";;
"0519";"045";"A";"1";"3";"6";"3";;
"0519";"045";"A";"1";"4";"6";;35;30
"0519";"295";"A";"1";"3";"6";"1";;
"0524";"044";"A";"1";"1";"1";"2";;
"0524";"044";"A";"1";"2";"1";"1";;
"0524";"045";"A";"1";"1";"6";"3";;
"0524";"045";"A";"1";"2";"6";"2";;
"0524";"045";"A";"1";"3";"6";"2";;
"0524";"045";"A";"1";"4";"6";;9;30
"0524";"095";"A";"1";"1";"1";"2";;
"0524";"095";"A";"1";"2";"1";"1";;
"0524";"095";"A";"1";"3";"1";"1";;
"0524";"215";"A";"1";"1";"1";"1";;
"0524";"215";"A";"1";"2";"1";"1";;
"0525";"004";"A";"1";"1";"1";"1";;
"0525";"004";"A";"1";"2";"1";"1";;
"0525";"044";"A";"1";"1";"6";"2";;
"0525";"044";"A";"1";"2";"6";"2";;
"0525";"045";"A";"1";"1";"6";"3";;
"0525";"045";"A";"1";"2";"6";"3";;
"0525";"045";"A";"1";"3";"6";"2";;
"0525";"045";"A";"1";"4";"6";;1;30
"0525";"215";"A";"1";"1";"6";"3";;
"0525";"215";"A";"1";"2";"6";"3";;
"0525";"215";"A";"1";"3";"6";"3";;
"0526";"004";"A";"1";"2";"6";"1";;
"0526";"004";"A";"1";"3";"6";"1";;
"0526";"044";"A";"1";"3";"6";"1";;
"0526";"045";"A";"1";"1";"6";"2";;
"0526";"045";"A";"1";"2";"6";"3";;
"0526";"045";"A";"1";"3";"6";"3";;
"0526";"045";"A";"1";"4";"1";;11;25
"0526";"215";"A";"1";"1";"1";"1";;
"0526";"215";"A";"1";"2";"6";"2";;
"0529";"045";"A";"1";"1";"6";"1";;
"0529";"045";"A";"1";"2";"6";"2";;
"0529";"045";"A";"1";"3";"6";"1";;
"0529";"045";"A";"1";"4";"6";;12;35
"0530";"045";"A";"1";"1";"6";"3";;
"0530";"045";"A";"1";"2";"6";"3";;
"0530";"045";"A";"1";"3";"6";"2";;
"0530";"045";"A";"1";"4";"6";;10;30
"0532";"044";"A";"1";"1";"6";"2";;
"0532";"044";"A";"1";"2";"6";"2";;
"0532";"045";"A";"1";"1";"6";"3";;
"0532";"045";"A";"1";"2";"6";"3";;
"0532";"045";"A";"1";"3";"6";"3";;
"0532";"045";"A";"1";"4";"6";;18;35
"0532";"215";"A";"1";"1";"6";"2";;
"0532";"215";"A";"1";"2";"6";"2";;
"0532";"215";"A";"1";"3";"6";"2";;
"0534";"045";"A";"1";"1";"3";"3";;
"0534";"045";"A";"1";"2";"3";"3";;
"0534";"045";"A";"1";"3";"3";"2";;
"0534";"045";"A";"1";"4";"3";;2;40
"0535";"004";"A";"1";"4";"1";;1;25
"0535";"045";"A";"1";"1";"6";"3";;
"0535";"045";"A";"1";"2";"6";"3";;
"0535";"045";"A";"1";"3";"6";"2";;
"0535";"045";"A";"1";"4";"6";;12;35
"0535";"215";"A";"1";"1";"6";"1";;
"0535";"215";"A";"1";"2";"6";"2";;
"0536";"045";"A";"1";"1";"6";"3";;
"0536";"045";"A";"1";"2";"6";"3";;
"0536";"045";"A";"1";"3";"6";"2";;
"0536";"045";"A";"1";"4";"1";;12;30
"0538";"045";"A";"4";"1";"6";"3";;
"0538";"045";"A";"4";"2";"6";"3";;
"0538";"045";"A";"4";"3";"6";"2";;
"0539";"045";"A";"1";"1";"6";"3";;
"0539";"045";"A";"1";"2";"6";"3";;
"0539";"045";"A";"1";"3";"6";"3";;
"0539";"045";"A";"1";"4";"6";;8;20
"0539";"093";"A";"1";"4";"1";;1;25
"0540";"045";"A";"4C";"1";"6";"3";;
"0540";"045";"A";"4C";"2";"6";"3";;
"0540";"045";"A";"4C";"3";"6";"3";;
"0540";"045";"A";"4C";"4";"6";;7;25
"0540";"066";"A";"4C";"1";"6";"3";;
"0540";"066";"A";"4C";"2";"6";"3";;
"0540";"066";"A";"4C";"3";"6";"3";;
"0540";"066";"A";"4C";"4";"6";;3;25
"0541";"045";"A";"1";"1";"6";"3";;
"0541";"045";"A";"1";"2";"6";"3";;
"0541";"045";"A";"1";"3";"6";"2";;
"0541";"045";"A";"1";"4";"6";;3;25
"0541";"215";"A";"1";"1";"6";"1";;
"0542";"045";"A";"4";"1";"6";"3";;
"0542";"045";"A";"4";"2";"6";"3";;
"0542";"045";"A";"4";"3";"6";"3";;
"0542";"045";"A";"4";"4";"6";;14;30
"0542";"215";"A";"4";"1";"6";"1";;
"0542";"215";"A";"4";"2";"6";"1";;
"0542";"215";"A";"4";"3";"6";"1";;
"0542";"295";"A";"4";"1";"6";"2";;
"0543";"044";"A";"4C";"2";"6";"2";;
"0543";"044";"A";"4C";"3";"6";"1";;
"0543";"045";"A";"4C";"1";"6";"3";;
"0543";"045";"A";"4C";"2";"6";"3";;
"0543";"045";"A";"4C";"3";"6";"3";;
"0543";"045";"A";"4C";"4";"6";;27;30
"0546";"045";"A";"1";"1";"6";"3";;
"0546";"045";"A";"1";"2";"6";"3";;
"0546";"045";"A";"1";"3";"6";"3";;
"0546";"045";"A";"1";"4";"6";;3;15
"0547";"045";"A";"1";"1";"6";"3";;
"0547";"045";"A";"1";"2";"6";"3";;
"0547";"045";"A";"1";"3";"6";"2";;
"0547";"045";"A";"1";"4";"6";;2;25
"0547";"295";"A";"1";"1";"6";"3";;
"0547";"295";"A";"1";"2";"6";"2";;
"0548";"045";"A";"1";"1";"6";"3";;
"0548";"045";"A";"1";"2";"6";"3";;
"0548";"045";"A";"1";"3";"6";"2";;
"0548";"045";"A";"1";"4";"6";;2;25
"0548";"093";"A";"1";"1";"6";"1";;
"0548";"215";"A";"1";"2";"6";"1";;
"0549";"045";"A";"1";"1";"6";"3";;
"0549";"045";"A";"1";"2";"6";"3";;
"0549";"045";"A";"1";"3";"6";"3";;
"0549";"045";"A";"1";"4";"6";;16;30
"0550";"045";"A";"1";"1";"6";"2";;
"0550";"045";"A";"1";"2";"6";"2";;
"0550";"045";"A";"1";"3";"6";"1";;
"0550";"045";"A";"1";"4";"6";;3;20
"0550";"295";"A";"1";"1";"6";"3";;
"0551";"045";"A";"1";"1";"6";"3";;
"0551";"045";"A";"1";"2";"6";"3";;
"0551";"045";"A";"1";"3";"6";"3";;
"0551";"045";"A";"1";"4";"6";;7;30
"0551";"093";"A";"1";"2";"1";"1";;
"0554";"004";"A";"4";"1";"6";"1";;
"0554";"004";"A";"4";"2";"6";"1";;
"0554";"024";"A";"4";"1";"1";"1";;
"0554";"299";"A";"4";"2";"1";"1";;
"0557";"045";"A";"1";"1";"6";"2";;
"0557";"045";"A";"1";"2";"6";"3";;
"0557";"045";"A";"1";"3";"6";"2";;
"0557";"045";"A";"1";"4";"6";;11;20
"0558";"045";"A";"1";"1";"6";"1";;
"0558";"045";"A";"1";"2";"6";"1";;
"0559";"045";"A";"1";"1";"6";"3";;
"0559";"045";"A";"1";"2";"6";"3";;
"0559";"045";"A";"1";"3";"6";"3";;
"0559";"045";"A";"1";"4";"6";;35;30
"0560";"045";"A";"3E";"1";"6";"3";;
"0560";"045";"A";"3E";"2";"6";"2";;
"0560";"045";"A";"3E";"4";"6";;2;30
"0562";"045";"A";"1";"1";"6";"3";;
"0562";"045";"A";"1";"2";"6";"3";;
"0562";"045";"A";"1";"3";"6";"1";;
"0562";"045";"A";"1";"4";"6";;4;25
"0562";"093";"A";"1";"3";"6";"1";;
"0562";"093";"A";"1";"4";"1";;1;25
"0564";"024";"A";"1";"1";"1";"3";;
"0564";"024";"A";"1";"2";"1";"1";;
"0565";"024";"A";"1";"4";"1";;1;25
"0565";"045";"A";"1";"1";"6";"2";;
"0565";"045";"A";"1";"2";"6";"3";;
"0565";"215";"A";"1";"1";"6";"1";;
"0565";"215";"A";"1";"2";"6";"1";;
"0567";"045";"A";"4C";"1";"6";"3";;
"0567";"045";"A";"4C";"3";"6";"1";;
"0567";"045";"A";"4C";"4";"6";;6;30
"0569";"024";"A";"4";"1";"1";"1";;
"0569";"024";"A";"4";"2";"1";"1";;
"0569";"045";"A";"4";"1";"1";"1";;
"0569";"045";"A";"4";"2";"6";"3";;
"0570";"045";"A";"1";"1";"6";"2";;
"0570";"045";"A";"1";"2";"6";"2";;
"0570";"045";"A";"1";"3";"6";"3";;
"0570";"045";"A";"1";"4";"6";;18;25
"0570";"093";"A";"1";"2";"6";"1";;
"0572";"045";"A";"1";"1";"6";"3";;
"0572";"045";"A";"1";"2";"6";"3";;
"0572";"045";"A";"1";"3";"6";"3";;
"0572";"045";"A";"1";"4";"6";;16;30
"0573";"045";"A";"1";"1";"6";"3";;
"0573";"045";"A";"1";"2";"6";"2";;
"0573";"045";"A";"1";"3";"6";"1";;
"0573";"045";"A";"1";"4";"6";;2;25
"0573";"237";"A";"1";"1";"1";"3";;
"0573";"237";"A";"1";"2";"1";"3";;
"0573";"237";"A";"1";"3";"1";"3";;
"0573";"237";"A";"1";"4";"1";;14;25
"0577";"024";"A";"1";"4";"1";;1;20
"0577";"045";"A";"1";"1";"6";"3";;
"0577";"045";"A";"1";"2";"6";"3";;
"0577";"045";"A";"1";"3";"6";"3";;
"0580";"045";"A";"1";"1";"6";"3";;
"0580";"045";"A";"1";"2";"6";"3";;
"0580";"045";"A";"1";"3";"6";"3";;
"0580";"045";"A";"1";"4";"6";;19;35
"0583";"045";"A";"1";"1";"6";"3";;
"0583";"045";"A";"1";"2";"6";"2";;
"0583";"045";"A";"1";"3";"6";"2";;
"0584";"045";"A";"1";"1";"3";"2";;
"0584";"045";"A";"1";"2";"3";"2";;
"0584";"045";"A";"1";"3";"3";"2";;
"0586";"045";"A";"1";"1";"6";"3";;
"0586";"045";"A";"1";"2";"6";"3";;
"0586";"045";"A";"1";"3";"6";"3";;
"0586";"045";"A";"1";"4";"6";;41;35
"0586";"093";"A";"1";"3";"6";"1";;
"0586";"295";"A";"1";"1";"6";"2";;
"0588";"045";"A";"1";"1";"6";"3";;
"0588";"045";"A";"1";"2";"6";"3";;
"0588";"045";"A";"1";"3";"6";"2";;
"0588";"045";"A";"1";"4";"6";;2;20
"0588";"237";"A";"1";"1";"1";"3";;
"0588";"237";"A";"1";"2";"1";"3";;
"0588";"237";"A";"1";"3";"1";"2";;
"0588";"237";"A";"1";"4";"1";;1;20
"0589";"045";"A";"1";"1";"6";"3";;
"0589";"045";"A";"1";"2";"6";"3";;
"0589";"045";"A";"1";"3";"6";"3";;
"0589";"045";"A";"1";"4";"6";;12;20
"0589";"237";"A";"1";"1";"1";"3";;
"0589";"237";"A";"1";"2";"1";"3";;
"0589";"237";"A";"1";"3";"1";"2";;
"0590";"045";"A";"1";"1";"6";"3";;
"0590";"045";"A";"1";"2";"6";"3";;
"0590";"045";"A";"1";"3";"6";"3";;
"0590";"045";"A";"1";"4";"1";;1;20
"0590";"237";"A";"1";"1";"1";"3";;
"0590";"237";"A";"1";"2";"1";"3";;
"0590";"237";"A";"1";"3";"1";"3";;
"0590";"237";"A";"1";"4";"1";;5;20
"0591";"045";"A";"4";"1";"6";"3";;
"0591";"045";"A";"4";"2";"6";"3";;
"0591";"045";"A";"4";"3";"6";"3";;
"0591";"045";"A";"4";"4";"6";;9;20
"0591";"295";"A";"4";"2";"6";"1";;
"0592";"045";"A";"1";"1";"6";"3";;
"0592";"045";"A";"1";"2";"6";"3";;
"0592";"045";"A";"1";"3";"6";"3";;
"0592";"045";"A";"1";"4";"6";;12;25
"0592";"295";"A";"1";"2";"6";"2";;
"0593";"045";"A";"1";"1";"6";"3";;
"0593";"045";"A";"1";"2";"6";"3";;
"0593";"045";"A";"1";"3";"6";"2";;
"0595";"024";"A";"1";"1";"1";"1";;
"0596";"024";"A";"1";"1";"1";"1";;
"0596";"237";"A";"1";"1";"6";"2";;
"0597";"024";"A";"1";"3";"1";"2";;
"0597";"024";"A";"1";"4";"1";;9;40
"0597";"045";"A";"1";"1";"6";"1";;
"0597";"045";"A";"1";"2";"6";"2";;
"0597";"237";"A";"1";"1";"6";"3";;
"0597";"237";"A";"1";"2";"6";"3";;
"0597";"237";"A";"1";"3";"6";"2";;
"0597";"237";"A";"1";"4";"6";;3;30
"0598";"024";"A";"1";"3";"1";"1";;
"0598";"024";"A";"1";"4";"1";;4;25
"0598";"045";"A";"1";"1";"6";"1";;
"0598";"237";"A";"1";"2";"6";"2";;
"0599";"045";"A";"1";"1";"6";"3";;
"0599";"045";"A";"1";"2";"6";"3";;
"0599";"237";"A";"1";"2";"1";"3";;
"0599";"237";"A";"1";"3";"1";"2";;
"0600";"024";"A";"3E";"1";"1";"1";;
"0600";"024";"A";"3E";"3";"1";"1";;
"0600";"045";"A";"3E";"1";"6";"3";;
"0600";"045";"A";"3E";"2";"6";"3";;
"0600";"045";"A";"3E";"3";"6";"1";;
"0600";"237";"A";"3E";"1";"1";"3";;
"0600";"237";"A";"3E";"2";"1";"3";;
"0600";"237";"A";"3E";"3";"1";"2";;
"0601";"237";"A";"1";"1";"1";"3";;
"0601";"237";"A";"1";"2";"1";"3";;
"0602";"045";"A";"1";"1";"6";"3";;
"0602";"045";"A";"1";"2";"6";"3";;
"0602";"045";"A";"1";"3";"6";"3";;
"0602";"045";"A";"1";"4";"6";;28;40
"0602";"215";"A";"1";"1";"6";"2";;
"0602";"215";"A";"1";"2";"6";"2";;
"0602";"215";"A";"1";"3";"6";"2";;
"0602";"295";"A";"1";"1";"6";"2";;
"0602";"295";"A";"1";"2";"6";"2";;
"0602";"295";"A";"1";"3";"6";"1";;
"0604";"024";"A";"1";"3";"1";"1";;
"0604";"024";"A";"1";"4";"1";;2;25
"0604";"237";"A";"1";"3";"6";"1";;
"0605";"045";"A";"3E";"1";"6";"1";;
"0606";"237";"A";"1";"2";"1";"3";;
"0606";"237";"A";"1";"3";"1";"2";;
"0607";"237";"A";"1";"2";"1";"3";;
"0607";"237";"A";"1";"3";"1";"2";;
"0608";"044";"A";"4";"1";"6";"2";;
"0608";"045";"A";"4";"1";"6";"3";;
"0608";"045";"A";"4";"2";"6";"3";;
"0608";"045";"A";"4";"3";"6";"3";;
"0608";"045";"A";"4";"4";"6";;47;35
"0608";"215";"A";"4";"1";"6";"2";;
"0608";"215";"A";"4";"2";"6";"2";;
"0608";"215";"A";"4";"3";"6";"2";;
"0608";"295";"A";"4";"1";"6";"2";;
"0608";"295";"A";"4";"2";"6";"2";;
"0609";"045";"A";"1";"1";"6";"3";;
"0609";"045";"A";"1";"2";"6";"3";;
"0609";"045";"A";"1";"3";"6";"1";;
"0609";"045";"A";"1";"4";"6";;8;25
"0609";"295";"A";"1";"1";"6";"2";;
"0610";"045";"A";"4";"1";"6";"3";;
"0610";"045";"A";"4";"2";"6";"3";;
"0610";"237";"A";"4";"1";"6";"3";;
"0610";"237";"A";"4";"2";"6";"3";;
