"Estadillo";"Especie";"Cla";"Subclase";"CatDes";"Tipo";"Densidad";"NumPies";"Hm"
"1132";"215";"A";"1";"4";"6";;5;30
"1133";"021";"A";"1";"4";"2";;4;40
"1134";"025";"A";"1";"4";"2";;1;38
"1134";"045";"A";"1";"1";"1";"1";;
"1137";"215";"A";"1";"1";"6";"2";;
"1137";"215";"A";"1";"2";"6";"3";;
"1138";"025";"A";"1";"3";"1";"1";;
"1139";"215";"A";"1";"1";"6";"2";;
"1139";"215";"A";"1";"2";"6";"3";;
"1139";"215";"A";"1";"3";"6";"2";;
"1140";"215";"A";"1";"1";"1";"1";;
"1140";"215";"A";"1";"2";"6";"2";;
"1141";"066";"A";"1";"1";"1";"1";;
"1141";"066";"A";"1";"2";"1";"2";;
"1141";"215";"A";"1";"1";"1";"1";;
"1141";"215";"A";"1";"2";"1";"1";;
"1142";"045";"A";"1";"1";"6";"2";;
"1142";"045";"A";"1";"2";"6";"3";;
"1142";"045";"A";"1";"3";"1";"1";;
"1143";"008";"A";"1";"1";"1";"1";;
"1143";"008";"A";"1";"2";"1";"1";;
"1143";"008";"A";"1";"3";"1";"1";;
"1143";"045";"A";"1";"1";"6";"2";;
"1143";"045";"A";"1";"2";"6";"2";;
"1143";"045";"A";"1";"3";"1";"1";;
"1143";"045";"A";"1";"4";"1";;1;40
"1144";"045";"A";"1";"1";"6";"3";;
"1144";"045";"A";"1";"2";"6";"2";;
"1144";"045";"A";"1";"3";"6";"1";;
"1145";"045";"A";"1";"1";"6";"3";;
"1145";"045";"A";"1";"2";"6";"3";;
"1145";"045";"A";"1";"3";"1";"1";;
"1145";"066";"A";"1";"1";"1";"1";;
"1145";"066";"A";"1";"2";"1";"1";;
"1145";"066";"A";"1";"3";"1";"1";;
"1145";"093";"A";"1";"1";"6";"2";;
"1148";"045";"A";"3E";"1";"6";"3";;
"1148";"045";"A";"3E";"2";"6";"3";;
"1148";"045";"A";"3E";"3";"6";"2";;
"1148";"215";"A";"3E";"1";"6";"3";;
"1148";"215";"A";"3E";"2";"6";"3";;
"1148";"215";"A";"3E";"3";"1";"1";;
"1149";"045";"A";"1";"1";"6";"3";;
"1149";"045";"A";"1";"2";"6";"3";;
"1149";"045";"A";"1";"3";"1";"1";;
"1149";"093";"A";"1";"1";"6";"3";;
"1149";"093";"A";"1";"2";"6";"3";;
"1149";"093";"A";"1";"3";"6";"2";;
"1149";"093";"A";"1";"4";"3";;1;35
"1149";"215";"A";"1";"1";"6";"3";;
"1149";"215";"A";"1";"2";"6";"3";;
"1149";"215";"A";"1";"3";"6";"3";;
"1151";"045";"A";"1";"1";"6";"3";;
"1151";"045";"A";"1";"2";"6";"3";;
"1151";"045";"A";"1";"3";"6";"3";;
"1151";"045";"A";"1";"4";"1";;2;30
"1152";"045";"A";"1";"1";"6";"3";;
"1152";"045";"A";"1";"2";"6";"3";;
"1152";"045";"A";"1";"3";"6";"2";;
"1152";"045";"A";"1";"4";"3";;1;35
"1152";"215";"A";"1";"1";"1";"1";;
"1152";"215";"A";"1";"2";"1";"1";;
"1153";"008";"A";"1";"1";"6";"3";;
"1153";"008";"A";"1";"2";"6";"3";;
"1153";"045";"A";"1";"1";"6";"3";;
"1153";"045";"A";"1";"2";"6";"3";;
"1153";"045";"A";"1";"3";"6";"3";;
"1153";"045";"A";"1";"4";"6";;3;25
"1153";"093";"A";"1";"1";"6";"2";;
"1153";"093";"A";"1";"2";"6";"3";;
"1154";"215";"A";"1";"1";"6";"2";;
"1154";"215";"A";"1";"2";"6";"2";;
"1154";"215";"A";"1";"3";"6";"2";;
"1155";"045";"A";"1";"1";"6";"3";;
"1155";"045";"A";"1";"2";"6";"2";;
"1155";"045";"A";"1";"3";"1";"1";;
"1155";"045";"A";"1";"4";"6";;9;40
"1155";"093";"A";"1";"1";"1";"1";;
"1155";"093";"A";"1";"2";"6";"2";;
"1156";"045";"A";"1";"1";"6";"2";;
"1156";"045";"A";"1";"2";"6";"2";;
"1156";"045";"A";"1";"4";"1";;1;35
"1156";"093";"A";"1";"1";"6";"3";;
"1156";"093";"A";"1";"2";"6";"3";;
"1156";"093";"A";"1";"3";"6";"2";;
"1156";"093";"A";"1";"4";"6";;12;35
"1156";"215";"A";"1";"1";"6";"3";;
"1156";"215";"A";"1";"2";"6";"3";;
"1156";"215";"A";"1";"3";"1";"1";;
"1158";"024";"A";"1";"4";"1";;1;55
"1158";"045";"A";"1";"1";"1";"1";;
"1158";"045";"A";"1";"4";"3";;2;40
"1158";"237";"A";"1";"3";"1";"1";;
"1158";"237";"A";"1";"4";"1";;1;35
"1161";"024";"A";"1";"3";"1";"1";;
"1161";"024";"A";"1";"4";"1";;1;35
"1161";"045";"A";"1";"1";"6";"3";;
"1161";"045";"A";"1";"2";"6";"3";;
"1161";"045";"A";"1";"3";"6";"2";;
"1161";"045";"A";"1";"4";"6";;8;35
"1161";"093";"A";"1";"1";"1";"1";;
"1161";"093";"A";"1";"2";"1";"1";;
"1161";"093";"A";"1";"3";"1";"1";;
"1161";"237";"A";"1";"2";"1";"1";;
"1161";"237";"A";"1";"3";"1";"1";;
"1165";"045";"A";"1";"1";"6";"3";;
"1165";"045";"A";"1";"2";"6";"2";;
"1165";"045";"A";"1";"3";"6";"2";;
"1165";"045";"A";"1";"4";"6";;10;35
"1169";"045";"A";"1";"1";"6";"3";;
"1169";"045";"A";"1";"2";"6";"3";;
"1169";"045";"A";"1";"3";"6";"3";;
"1169";"045";"A";"1";"4";"6";;43;30
"1171";"045";"A";"1";"1";"6";"3";;
"1171";"045";"A";"1";"2";"6";"3";;
"1173";"024";"A";"1";"1";"1";"1";;
"1173";"045";"A";"1";"1";"6";"1";;
"1176";"024";"A";"3E";"1";"1";"1";;
"1177";"024";"A";"1";"1";"1";"3";;
"1177";"024";"A";"1";"4";"2";;2;35
"1177";"026";"A";"1";"1";"1";"1";;
"1181";"024";"A";"1";"1";"1";"1";;
"1181";"026";"A";"1";"1";"1";"1";;
"1182";"024";"A";"1";"1";"1";"2";;
"1182";"026";"A";"1";"1";"1";"1";;
"1182";"045";"A";"1";"1";"6";"1";;
"1184";"024";"A";"3E";"1";"1";"2";;
"1184";"026";"A";"3E";"1";"1";"2";;
"1184";"045";"A";"3E";"1";"6";"2";;
"1184";"045";"A";"3E";"2";"6";"1";;
"1187";"026";"A";"1";"1";"1";"1";;
"1187";"045";"A";"1";"1";"6";"3";;
"1187";"045";"A";"1";"2";"6";"3";;
"1187";"045";"A";"1";"3";"6";"3";;
"1187";"045";"A";"1";"4";"6";;14;35
"1187";"237";"A";"1";"2";"1";"2";;
"1187";"237";"A";"1";"3";"1";"3";;
"1188";"215";"A";"1";"1";"6";"1";;
"1189";"024";"A";"1";"1";"1";"1";;
"1189";"024";"A";"1";"4";"1";;1;40
"1189";"045";"A";"1";"1";"6";"3";;
"1189";"045";"A";"1";"2";"6";"3";;
"1191";"004";"A";"4";"2";"6";"1";;
"1191";"024";"A";"4";"1";"1";"1";;
"1191";"024";"A";"4";"4";"2";;2;30
"1191";"026";"A";"4";"1";"1";"1";;
"1191";"026";"A";"4";"3";"2";"2";;
"1191";"026";"A";"4";"4";"2";;7;25
"1193";"004";"A";"1";"1";"6";"1";;
"1193";"024";"A";"1";"1";"1";"2";;
"1193";"045";"A";"1";"1";"6";"2";;
"1193";"045";"A";"1";"2";"6";"2";;
"1193";"215";"A";"1";"1";"6";"1";;
"1193";"215";"A";"1";"2";"6";"1";;
"1197";"024";"A";"1";"1";"1";"1";;
"1197";"024";"A";"1";"3";"2";"2";;
"1197";"024";"A";"1";"4";"2";;19;27
"1197";"026";"A";"1";"1";"1";"1";;
"1197";"026";"A";"1";"3";"2";"1";;
"1197";"026";"A";"1";"4";"2";;1;20
"1200";"024";"A";"3E";"1";"1";"1";;
"1200";"025";"A";"3E";"1";"1";"1";;
"1200";"026";"A";"3E";"1";"1";"1";;
"1200";"045";"A";"3E";"1";"6";"1";;
"1200";"095";"A";"3E";"2";"6";"1";;
"1201";"024";"A";"1";"1";"1";"1";;
"1201";"024";"A";"1";"3";"1";"1";;
"1201";"025";"A";"1";"1";"1";"1";;
"1201";"026";"A";"1";"1";"1";"1";;
"1201";"045";"A";"1";"1";"6";"2";;
"1202";"002";"A";"4";"2";"6";"3";;
"1202";"002";"A";"4";"3";"6";"3";;
"1202";"002";"A";"4";"4";"6";;3;25
"1202";"026";"A";"4";"1";"1";"1";;
"1202";"026";"A";"4";"2";"1";"1";;
"1202";"026";"A";"4";"3";"1";"1";;
"1202";"045";"A";"4";"1";"6";"2";;
"1203";"045";"A";"1";"1";"6";"3";;
"1204";"024";"A";"1";"1";"1";"1";;
"1204";"024";"A";"1";"2";"1";"1";;
"1205";"024";"A";"4C";"1";"1";"1";;
"1205";"024";"A";"4C";"3";"2";"1";;
"1205";"024";"A";"4C";"4";"2";;9;35
"1205";"045";"A";"4C";"1";"6";"1";;
"1206";"024";"A";"1";"1";"1";"1";;
"1206";"024";"A";"1";"3";"2";"1";;
"1206";"024";"A";"1";"4";"2";;15;20
"1206";"045";"A";"1";"1";"6";"2";;
"1206";"045";"A";"1";"2";"6";"1";;
"1207";"024";"A";"1";"1";"1";"2";;
"1207";"025";"A";"1";"1";"1";"1";;
"1207";"026";"A";"1";"1";"1";"1";;
"1207";"045";"A";"1";"1";"6";"3";;
"1207";"045";"A";"1";"2";"6";"2";;
"1208";"045";"A";"1";"1";"6";"3";;
"1208";"045";"A";"1";"2";"6";"3";;
"1208";"045";"A";"1";"3";"6";"3";;
"1208";"045";"A";"1";"4";"6";;30;35
"1211";"024";"A";"1";"1";"1";"1";;
"1211";"026";"A";"1";"1";"1";"2";;
"1211";"045";"A";"1";"1";"6";"2";;
"1211";"045";"A";"1";"2";"6";"2";;
"1211";"045";"A";"1";"3";"6";"2";;
"1214";"024";"A";"1";"1";"1";"1";;
"1214";"045";"A";"1";"1";"6";"3";;
"1214";"045";"A";"1";"2";"6";"3";;
"1216";"002";"A";"1";"2";"6";"1";;
"1216";"026";"A";"1";"1";"1";"1";;
"1216";"026";"A";"1";"3";"2";"1";;
"1216";"026";"A";"1";"4";"2";;5;30
"1216";"045";"A";"1";"1";"6";"3";;
"1216";"045";"A";"1";"2";"6";"3";;
"1216";"045";"A";"1";"3";"6";"1";;
"1216";"045";"A";"1";"4";"6";;1;30
"1219";"021";"A";"1";"4";"2";;1;30
"1219";"215";"A";"1";"1";"1";"1";;
"1220";"045";"A";"1";"1";"1";"1";;
"1220";"215";"A";"1";"1";"1";"1";;
"1221";"024";"A";"1";"1";"1";"1";;
"1221";"045";"A";"1";"1";"6";"3";;
"1221";"045";"A";"1";"2";"6";"3";;
"1222";"002";"A";"1";"1";"6";"2";;
"1222";"002";"A";"1";"2";"6";"2";;
"1222";"044";"A";"1";"1";"6";"2";;
"1222";"044";"A";"1";"2";"6";"2";;
"1222";"044";"A";"1";"3";"3";"1";;
"1222";"044";"A";"1";"4";"3";;2;25
"1222";"045";"A";"1";"1";"6";"2";;
"1222";"045";"A";"1";"2";"6";"3";;
"1222";"055";"A";"1";"2";"6";"1";;
"1222";"055";"A";"1";"3";"6";"1";;
"1222";"093";"A";"1";"2";"6";"1";;
"1222";"093";"A";"1";"3";"6";"1";;
"1222";"095";"A";"1";"2";"6";"1";;
"1222";"095";"A";"1";"3";"6";"3";;
"1222";"095";"A";"1";"4";"6";;9;45
"1222";"215";"A";"1";"2";"6";"2";;
"1222";"215";"A";"1";"3";"6";"2";;
"1222";"295";"A";"1";"3";"6";"1";;
"1222";"378";"A";"1";"1";"6";"1";;
"1223";"021";"A";"1";"1";"1";"1";;
"1223";"025";"A";"1";"1";"1";"1";;
"1223";"045";"A";"1";"1";"1";"1";;
"1223";"215";"A";"1";"1";"1";"1";;
"1223";"295";"A";"1";"1";"6";"2";;
"1223";"295";"A";"1";"2";"6";"3";;
"1224";"004";"A";"3E";"2";"6";"2";;
"1224";"039";"A";"3E";"2";"1";"2";;
"1224";"039";"A";"3E";"4";"1";;1;25
"1224";"045";"A";"3E";"1";"6";"1";;
"1225";"002";"A";"1";"1";"6";"1";;
"1225";"002";"A";"1";"2";"6";"2";;
"1225";"004";"A";"1";"1";"6";"2";;
"1225";"004";"A";"1";"2";"6";"1";;
"1225";"045";"A";"1";"1";"6";"3";;
"1225";"045";"A";"1";"2";"6";"3";;
"1225";"045";"A";"1";"3";"6";"2";;
"1225";"045";"A";"1";"4";"6";;34;35
"1225";"215";"A";"1";"1";"6";"1";;
"1225";"237";"A";"1";"1";"1";"1";;
"1225";"295";"A";"1";"1";"6";"1";;
"1226";"045";"A";"1";"1";"6";"3";;
"1226";"045";"A";"1";"2";"6";"3";;
"1226";"045";"A";"1";"3";"6";"1";;
"1226";"045";"A";"1";"4";"6";;2;30
"1230";"215";"A";"1";"1";"6";"1";;
"1230";"215";"A";"1";"2";"6";"2";;
"1230";"215";"A";"1";"3";"6";"3";;
"1230";"215";"A";"1";"4";"6";;1;18
"1232";"043";"A";"3E";"1";"6";"3";;
"1232";"043";"A";"3E";"2";"6";"3";;
"1232";"043";"A";"3E";"3";"6";"3";;
"1232";"043";"A";"3E";"4";"6";;11;45
"1232";"045";"A";"3E";"1";"6";"2";;
"1232";"045";"A";"3E";"2";"6";"2";;
"1232";"215";"A";"3E";"1";"6";"2";;
"1232";"215";"A";"3E";"2";"6";"3";;
"1232";"215";"A";"3E";"3";"6";"2";;
"1232";"215";"A";"3E";"4";"6";;3;35
"1232";"476";"A";"3E";"1";"6";"1";;
"1233";"045";"A";"1";"1";"6";"3";;
"1233";"045";"A";"1";"2";"6";"3";;
"1233";"045";"A";"1";"3";"6";"2";;
"1233";"045";"A";"1";"4";"6";;1;30
"1233";"055";"A";"1";"2";"6";"1";;
"1233";"055";"A";"1";"3";"6";"1";;
"1233";"093";"A";"1";"1";"6";"1";;
"1233";"093";"A";"1";"2";"6";"2";;
"1233";"093";"A";"1";"3";"6";"3";;
"1233";"093";"A";"1";"4";"6";;12;28
"1233";"215";"A";"1";"1";"6";"1";;
"1233";"215";"A";"1";"2";"6";"2";;
"1233";"215";"A";"1";"3";"6";"1";;
"1234";"043";"A";"4";"1";"6";"2";;
"1234";"043";"A";"4";"2";"6";"2";;
"1234";"043";"A";"4";"3";"6";"1";;
"1234";"044";"A";"4";"1";"6";"1";;
"1234";"055";"A";"4";"1";"6";"1";;
"1234";"055";"A";"4";"2";"6";"1";;
"1234";"215";"A";"4";"1";"6";"2";;
"1234";"215";"A";"4";"2";"6";"2";;
"1234";"215";"A";"4";"3";"6";"1";;
"1234";"215";"A";"4";"4";"6";;1;20
"1235";"215";"A";"1";"1";"3";"1";;
"1235";"215";"A";"1";"2";"3";"1";;
"1235";"215";"A";"1";"3";"3";"2";;
"1235";"215";"A";"1";"4";"3";;6;30
"1235";"295";"A";"1";"2";"6";"2";;
"1235";"295";"A";"1";"3";"3";"1";;
"1237";"045";"A";"3E";"1";"1";"1";;
"1237";"045";"A";"3E";"2";"1";"1";;
"1238";"002";"A";"1";"1";"6";"2";;
"1238";"002";"A";"1";"2";"6";"2";;
"1238";"002";"A";"1";"3";"6";"2";;
"1244";"025";"A";"1";"1";"1";"1";;
"1244";"026";"A";"1";"1";"1";"1";;
"1244";"045";"A";"1";"1";"6";"3";;
"1244";"045";"A";"1";"2";"6";"1";;
"1244";"237";"A";"1";"1";"1";"1";;
"1245";"004";"A";"3E";"2";"6";"2";;
"1245";"021";"A";"3E";"1";"1";"1";;
"1245";"025";"A";"3E";"1";"1";"1";;
"1245";"026";"A";"3E";"1";"1";"1";;
"1245";"045";"A";"3E";"1";"6";"3";;
"1245";"045";"A";"3E";"2";"6";"3";;
"1245";"045";"A";"3E";"4";"6";;2;35
"1245";"093";"A";"3E";"4";"6";;1;30
"1246";"002";"A";"1";"2";"6";"2";;
"1246";"002";"A";"1";"3";"6";"2";;
"1246";"004";"A";"1";"1";"6";"2";;
"1246";"004";"A";"1";"2";"6";"2";;
"1246";"045";"A";"1";"1";"6";"3";;
"1246";"045";"A";"1";"2";"6";"3";;
"1246";"045";"A";"1";"3";"6";"3";;
"1246";"045";"A";"1";"4";"6";;4;25
"1246";"093";"A";"1";"3";"6";"1";;
"1246";"237";"A";"1";"2";"1";"2";;
"1246";"237";"A";"1";"3";"1";"2";;
"1247";"002";"A";"3E";"1";"6";"2";;
"1247";"002";"A";"3E";"2";"6";"2";;
"1247";"002";"A";"3E";"3";"6";"2";;
"1247";"002";"A";"3E";"4";"6";;7;35
"1247";"037";"A";"3E";"2";"1";"2";;
"1247";"045";"A";"3E";"1";"6";"2";;
"1247";"045";"A";"3E";"2";"6";"1";;
"1247";"215";"A";"3E";"2";"6";"2";;
"1247";"295";"A";"3E";"2";"6";"2";;
"1247";"476";"A";"3E";"1";"6";"1";;
"1248";"002";"A";"1";"1";"6";"3";;
"1248";"002";"A";"1";"2";"6";"3";;
"1248";"002";"A";"1";"3";"6";"3";;
"1248";"004";"A";"1";"1";"6";"3";;
"1248";"004";"A";"1";"2";"6";"3";;
"1248";"095";"A";"1";"1";"6";"2";;
"1248";"095";"A";"1";"2";"6";"2";;
"1248";"215";"A";"1";"2";"6";"1";;
"1249";"025";"A";"1";"1";"1";"1";;
"1249";"026";"A";"1";"1";"1";"1";;
"1249";"026";"A";"1";"4";"2";;3;30
"1249";"045";"A";"1";"1";"6";"3";;
"1249";"045";"A";"1";"2";"6";"3";;
"1249";"095";"A";"1";"2";"6";"2";;
"1249";"237";"A";"1";"1";"1";"2";;
"1249";"237";"A";"1";"2";"1";"2";;
"1251";"037";"A";"1";"1";"1";"3";;
"1251";"037";"A";"1";"2";"1";"3";;
"1252";"043";"A";"1";"1";"3";"2";;
"1253";"025";"A";"1";"1";"1";"1";;
"1253";"026";"A";"1";"1";"1";"1";;
"1253";"045";"A";"1";"1";"6";"3";;
"1253";"045";"A";"1";"2";"6";"3";;
"1253";"045";"A";"1";"3";"6";"1";;
"1253";"045";"A";"1";"4";"6";;1;25
"1255";"002";"A";"1";"1";"6";"2";;
"1255";"002";"A";"1";"2";"6";"2";;
"1255";"002";"A";"1";"3";"6";"3";;
"1255";"045";"A";"1";"1";"6";"2";;
"1255";"045";"A";"1";"2";"6";"2";;
"1255";"237";"A";"1";"2";"1";"1";;
"1256";"045";"A";"1";"1";"6";"3";;
"1256";"045";"A";"1";"2";"6";"3";;
"1256";"045";"A";"1";"3";"6";"3";;
"1256";"045";"A";"1";"4";"6";;20;35
"1256";"295";"A";"1";"1";"6";"1";;
"1256";"295";"A";"1";"2";"6";"1";;
"1260";"021";"A";"1";"1";"1";"1";;
"1260";"025";"A";"1";"1";"1";"1";;
"1260";"037";"A";"1";"1";"1";"1";;
"1260";"045";"A";"1";"1";"6";"2";;
"1260";"215";"A";"1";"1";"6";"1";;
"1263";"043";"A";"1";"1";"6";"1";;
"1263";"043";"A";"1";"4";"6";;1;25
"1264";"043";"A";"1";"1";"6";"1";;
"1264";"476";"A";"1";"1";"6";"2";;
"1264";"476";"A";"1";"2";"6";"1";;
"1268";"004";"A";"1";"1";"6";"2";;
"1268";"045";"A";"1";"1";"6";"1";;
"1268";"237";"A";"1";"2";"1";"2";;
"1268";"237";"A";"1";"3";"1";"1";;
"1269";"045";"A";"1";"1";"6";"2";;
"1269";"045";"A";"1";"2";"6";"2";;
"1270";"026";"A";"1";"1";"1";"2";;
"1270";"026";"A";"1";"4";"1";;2;18
"1271";"026";"A";"1";"1";"1";"1";;
"1271";"045";"A";"1";"1";"6";"3";;
"1271";"045";"A";"1";"2";"6";"3";;
"1271";"045";"A";"1";"3";"6";"2";;
"1271";"045";"A";"1";"4";"6";;2;20
"1271";"237";"A";"1";"2";"1";"1";;
"1271";"237";"A";"1";"3";"1";"1";;
"1272";"025";"A";"3E";"1";"1";"1";;
"1272";"026";"A";"3E";"1";"1";"1";;
"1272";"045";"A";"3E";"1";"6";"1";;
"1272";"237";"A";"3E";"2";"1";"1";;
"1272";"237";"A";"3E";"3";"1";"1";;
"1273";"045";"A";"1";"1";"6";"1";;
"1273";"215";"A";"1";"1";"6";"3";;
"1273";"215";"A";"1";"2";"6";"3";;
"1273";"215";"A";"1";"3";"6";"3";;
"1273";"215";"A";"1";"4";"6";;23;25
"1273";"239";"A";"1";"2";"1";"2";;
"1273";"295";"A";"1";"1";"6";"1";;
"1273";"295";"A";"1";"2";"6";"2";;
"1276";"002";"A";"1";"1";"6";"1";;
"1276";"002";"A";"1";"2";"6";"3";;
"1276";"002";"A";"1";"3";"6";"3";;
"1276";"002";"A";"1";"4";"6";;1;30
"1279";"002";"A";"1";"1";"6";"3";;
"1279";"002";"A";"1";"2";"6";"2";;
"1279";"002";"A";"1";"3";"6";"2";;
"1279";"026";"A";"1";"1";"1";"1";;
"1279";"039";"A";"1";"1";"1";"1";;
"1279";"045";"A";"1";"1";"6";"3";;
"1279";"045";"A";"1";"2";"6";"2";;
"1279";"095";"A";"1";"2";"6";"2";;
"1279";"237";"A";"1";"1";"1";"1";;
"1279";"237";"A";"1";"2";"1";"1";;
"1280";"002";"A";"1";"1";"6";"2";;
"1280";"002";"A";"1";"2";"6";"3";;
"1280";"021";"A";"1";"1";"1";"1";;
"1280";"025";"A";"1";"1";"1";"1";;
"1280";"045";"A";"1";"1";"6";"3";;
"1285";"043";"A";"4";"1";"6";"3";;
"1285";"043";"A";"4";"2";"6";"2";;
"1288";"026";"A";"1";"1";"1";"1";;
"1289";"021";"A";"1";"4";"1";;1;25
"1290";"021";"A";"1";"3";"1";"1";;
"1297";"045";"A";"1";"1";"6";"3";;
"1297";"045";"A";"1";"2";"6";"3";;
"1298";"215";"A";"1";"1";"6";"2";;
"1298";"215";"A";"1";"2";"6";"2";;
"1298";"215";"A";"1";"3";"1";"1";;
"1299";"022";"A";"1";"4";"2";;2;17
"1302";"045";"A";"1";"1";"3";"3";;
"1302";"045";"A";"1";"3";"3";"1";;
"1302";"045";"A";"1";"4";"3";;7;38
"1304";"045";"A";"4";"1";"3";"3";;
"1304";"045";"A";"4";"2";"3";"3";;
"1304";"045";"A";"4";"3";"3";"3";;
"1304";"045";"A";"4";"4";"3";;16;25
"1305";"045";"A";"1";"1";"3";"1";;
"1305";"045";"A";"1";"2";"3";"1";;
"1307";"045";"A";"1";"1";"3";"3";;
"1307";"045";"A";"1";"2";"3";"3";;
"1307";"045";"A";"1";"3";"3";"1";;
"1309";"045";"A";"1";"1";"1";"2";;
"1309";"045";"A";"1";"2";"1";"1";;
"1310";"017";"A";"4";"3";"1";"1";;
"1310";"017";"A";"4";"4";"1";;2;30
"1310";"045";"A";"4";"1";"6";"1";;
"1310";"045";"A";"4";"2";"6";"1";;
"1310";"215";"A";"4";"1";"6";"2";;
"1310";"215";"A";"4";"2";"6";"1";;
"1311";"045";"A";"1";"1";"1";"1";;
"1312";"045";"A";"1";"1";"3";"3";;
"1312";"045";"A";"1";"2";"3";"1";;
"1312";"045";"A";"1";"3";"3";"2";;
"1312";"045";"A";"1";"4";"3";;12;30
"1313";"026";"A";"1";"1";"1";"1";;
"1313";"045";"A";"1";"1";"1";"1";;
"1314";"021";"A";"1";"1";"1";"1";;
"1314";"045";"A";"1";"1";"1";"1";;
"1315";"045";"A";"1";"1";"3";"2";;
"1315";"045";"A";"1";"2";"3";"1";;
"1316";"026";"A";"1";"3";"1";"1";;
"1316";"045";"A";"1";"1";"6";"2";;
"1316";"045";"A";"1";"2";"3";"3";;
"1316";"045";"A";"1";"3";"3";"2";;
"1316";"045";"A";"1";"4";"3";;7;30
"1316";"215";"A";"1";"1";"3";"1";;
"1316";"215";"A";"1";"2";"3";"2";;
"1318";"045";"A";"1";"1";"3";"2";;
"1318";"045";"A";"1";"2";"3";"2";;
"1318";"045";"A";"1";"3";"3";"2";;
"1318";"045";"A";"1";"4";"3";;40;35
"1319";"045";"A";"1";"1";"3";"3";;
"1319";"045";"A";"1";"2";"3";"3";;
"1319";"045";"A";"1";"3";"3";"2";;
"1319";"045";"A";"1";"4";"3";;8;30
"1320";"025";"A";"1";"4";"2";;1;35
"1320";"045";"A";"1";"1";"3";"1";;
"1320";"045";"A";"1";"2";"3";"1";;
"1320";"215";"A";"1";"2";"3";"1";;
"1320";"215";"A";"1";"3";"3";"2";;
"1321";"045";"A";"3E";"1";"1";"2";;
"1321";"045";"A";"3E";"2";"1";"2";;
"1322";"045";"A";"1";"1";"6";"3";;
"1322";"045";"A";"1";"2";"3";"2";;
"1322";"045";"A";"1";"3";"3";"3";;
"1322";"045";"A";"1";"4";"3";;25;26
"1323";"237";"A";"3E";"2";"1";"1";;
"1324";"045";"A";"1";"1";"3";"3";;
"1324";"045";"A";"1";"2";"3";"2";;
"1324";"045";"A";"1";"3";"3";"1";;
"1324";"045";"A";"1";"4";"3";;2;35
"1324";"295";"A";"1";"2";"1";"1";;
"1326";"045";"A";"3E";"1";"6";"2";;
"1326";"045";"A";"3E";"2";"6";"2";;
"1327";"045";"A";"3E";"1";"6";"3";;
"1327";"045";"A";"3E";"2";"3";"2";;
"1327";"045";"A";"3E";"3";"3";"3";;
"1327";"045";"A";"3E";"4";"3";;11;40
"1327";"215";"A";"3E";"1";"1";"1";;
"1328";"045";"A";"3E";"1";"6";"3";;
"1328";"045";"A";"3E";"2";"3";"1";;
"1328";"045";"A";"3E";"3";"3";"2";;
"1328";"215";"A";"3E";"1";"6";"2";;
"1328";"215";"A";"3E";"2";"3";"1";;
"1328";"215";"A";"3E";"3";"3";"1";;
"1329";"045";"A";"1";"1";"6";"3";;
"1329";"045";"A";"1";"2";"3";"3";;
"1329";"045";"A";"1";"3";"3";"3";;
"1329";"045";"A";"1";"4";"3";;32;25
"1329";"215";"A";"1";"1";"1";"1";;
"1330";"026";"A";"3E";"1";"1";"1";;
"1330";"045";"A";"3E";"1";"3";"3";;
"1330";"045";"A";"3E";"2";"3";"1";;
"1330";"045";"A";"3E";"4";"3";;6;33
"1331";"045";"A";"4";"1";"6";"3";;
"1331";"045";"A";"4";"2";"6";"3";;
"1331";"045";"A";"4";"3";"6";"1";;
"1331";"045";"A";"4";"4";"6";;11;20
"1332";"215";"A";"1";"1";"6";"1";;
"1332";"215";"A";"1";"2";"6";"1";;
"1333";"025";"A";"1";"1";"1";"1";;
"1333";"045";"A";"1";"1";"3";"1";;
"1333";"215";"A";"1";"2";"6";"1";;
"1334";"025";"A";"1";"3";"1";"1";;
"1334";"026";"A";"1";"4";"2";;1;30
"1334";"045";"A";"1";"1";"3";"1";;
"1334";"045";"A";"1";"2";"3";"1";;
"1335";"025";"A";"4";"3";"1";"1";;
"1335";"025";"A";"4";"4";"1";;2;15
"1335";"215";"A";"4";"1";"6";"1";;
"1335";"215";"A";"4";"2";"6";"2";;
"1335";"215";"A";"4";"3";"6";"3";;
"1335";"295";"A";"4";"1";"6";"1";;
"1335";"295";"A";"4";"2";"6";"1";;
"1336";"045";"A";"1";"1";"3";"2";;
"1336";"045";"A";"1";"2";"3";"2";;
"1336";"045";"A";"1";"3";"3";"1";;
"1336";"045";"A";"1";"4";"3";;2;40
"1336";"215";"A";"1";"2";"3";"2";;
"1336";"215";"A";"1";"3";"3";"1";;
"1337";"045";"A";"1";"1";"6";"3";;
"1337";"045";"A";"1";"2";"6";"3";;
"1337";"045";"A";"1";"3";"6";"3";;
"1337";"045";"A";"1";"4";"6";;14;20
"1339";"045";"A";"1";"1";"1";"1";;
"1340";"045";"A";"1";"1";"3";"3";;
"1340";"045";"A";"1";"2";"3";"2";;
"1340";"045";"A";"1";"3";"3";"2";;
"1340";"215";"A";"1";"1";"1";"1";;
"1340";"215";"A";"1";"2";"3";"1";;
"1340";"215";"A";"1";"3";"3";"1";;
"1342";"025";"A";"1";"3";"2";"1";;
"1342";"045";"A";"1";"1";"1";"1";;
