"Estadillo";"Cla";"Subclase";"Especie";"Fcc";"Hm"
"2050";"N";"N";"4101";5;6
"2051";"N";"N";"1103";1;6
"2051";"N";"N";"1122";5;7
"2051";"N";"N";"114";5;9
"2051";"N";"N";"129";10;4
"2051";"N";"N";"162";5;3
"2051";"N";"N";"4103";5;16
"2051";"N";"N";"4104";5;5
"2053";"N";"N";"1103";1;5
"2053";"N";"N";"1122";5;9
"2053";"N";"N";"114";1;4
"2053";"N";"N";"129";10;3
"2054";"N";"N";"128";1;3
"2054";"N";"N";"142";5;4
"2054";"N";"N";"162";1;3
"2055";"N";"N";"1103";10;4
"2055";"N";"N";"114";25;10
"2055";"N";"N";"129";10;2
"2056";"N";"N";"1109";5;3
"2056";"N";"N";"114";5;7
"2056";"N";"N";"129";15;2
"2057";"N";"N";"104";5;3
"2057";"N";"N";"1109";1;3
"2057";"N";"N";"114";1;2
"2057";"N";"N";"129";5;2
"2058";"N";"N";"104";5;3
"2058";"N";"N";"105";10;13
"2058";"N";"N";"1122";1;3
"2058";"N";"N";"114";15;9
"2058";"N";"N";"129";15;2
"2058";"N";"N";"3101";10;2
"2059";"N";"N";"129";3;2
"2059";"N";"N";"144";2;3
"2059";"N";"N";"2122";2;3
"2059";"N";"N";"3155";5;3
"2061";"N";"N";"105";5;8
"2061";"N";"N";"1103";5;8
"2061";"N";"N";"1122";5;6
"2061";"N";"N";"114";25;10
"2061";"N";"N";"129";10;3
"2061";"N";"N";"3101";10;6
"2061";"N";"N";"4101";10;7
"2062";"N";"N";"1110";1;9
"2063";"N";"N";"129";1;2
"2064";"N";"N";"104";5;8
"2064";"N";"N";"119";3;16
"2064";"N";"N";"129";15;2
"2065";"N";"N";"162";5;3
"2066";"N";"N";"104";3;7
"2066";"N";"N";"114";30;7
"2066";"N";"N";"129";10;2
"2066";"N";"N";"142";3;3
"2068";"N";"N";"104";5;3
"2068";"N";"N";"114";5;4
"2068";"N";"N";"142";2;1
"2069";"N";"N";"1110";1;4
"2069";"N";"N";"114";8;3
"2069";"N";"N";"116";1;10
"2069";"N";"N";"117";10;1
"2069";"N";"N";"129";5;1
"2069";"N";"N";"156";2;2
"2069";"N";"N";"3155";5;3
"2072";"N";"N";"114";15;5
"2072";"N";"N";"129";10;2
"2072";"N";"N";"142";1;2
"2073";"N";"N";"105";5;10
"2073";"N";"N";"1103";3;6
"2073";"N";"N";"1110";1;5
"2073";"N";"N";"114";5;8
"2073";"N";"N";"127";1;3
"2073";"N";"N";"142";2;2
"2073";"N";"N";"3101";2;6
"2073";"N";"N";"3155";1;3
"2077";"N";"N";"114";10;6
"2077";"N";"N";"128";1;2
"2077";"N";"N";"129";2;2
"2077";"N";"N";"142";2;2
"2077";"N";"N";"157";2;8
"2077";"N";"N";"3155";3;5
"2077";"N";"N";"4104";5;4
"2079";"N";"N";"105";15;17
"2079";"N";"N";"114";12;9
"2079";"N";"N";"129";1;2
"2079";"N";"N";"155";4;5
"2079";"N";"N";"2124";2;3
"2079";"N";"N";"3101";6;6
"2079";"N";"N";"8104";5;5
"2080";"N";"N";"126";15;4
"2080";"N";"N";"129";1;3
"2080";"N";"N";"4103";2;18
"2082";"N";"N";"1101";1;4
"2082";"N";"N";"114";1;12
"2082";"N";"N";"119";1;13
"2082";"N";"N";"126";10;2
"2082";"N";"N";"3155";3;5
"2082";"N";"N";"4103";3;16
"2084";"N";"N";"121";5;5
"2084";"N";"N";"122";2;2
"2086";"N";"N";"1109";5;4
"2086";"N";"N";"129";5;2
"2087";"N";"N";"127";1;3
"2087";"N";"N";"162";2;2
"2087";"N";"N";"3155";5;4
"2088";"N";"N";"105";10;13
"2088";"N";"N";"114";2;4
"2088";"N";"N";"126";5;3
"2088";"N";"N";"129";5;1
"2088";"N";"N";"142";10;1
"2088";"N";"N";"2124";1;3
"2089";"N";"N";"105";5;7
"2089";"N";"N";"1122";2;15
"2089";"N";"N";"114";5;8
"2089";"N";"N";"128";1;2
"2089";"N";"N";"129";2;2
"2089";"N";"N";"138";1;2
"2089";"N";"N";"142";2;1
"2089";"N";"N";"5104";1;2
"2089";"N";"N";"8104";3;6
"2090";"N";"N";"129";1;1
"2091";"N";"N";"114";12;12
"2091";"N";"N";"129";5;2
"2091";"N";"N";"142";5;2
"2091";"N";"N";"2124";1;4
"2091";"N";"N";"3155";1;6
"2091";"N";"N";"8104";4;7
"2092";"N";"N";"126";1;2
"2092";"N";"N";"129";5;2
"2092";"N";"N";"142";10;2
"2092";"N";"N";"2124";1;2
"2092";"N";"N";"8104";3;6
"2094";"N";"N";"1122";1;5
"2094";"N";"N";"117";7;2
"2094";"N";"N";"129";4;1
"2094";"N";"N";"2124";5;2
"2094";"N";"N";"4104";1;3
"2094";"N";"N";"8104";3;2
"2095";"N";"N";"105";2;12
"2095";"N";"N";"1122";1;10
"2095";"N";"N";"114";15;10
"2095";"N";"N";"128";1;3
"2095";"N";"N";"129";5;2
"2095";"N";"N";"142";12;2
"2095";"N";"N";"2124";3;4
"2095";"N";"N";"3155";5;3
"2095";"N";"N";"8104";3;8
"2096";"N";"N";"129";3;2
"2096";"N";"N";"142";3;2
"2096";"N";"N";"2124";3;2
"2096";"N";"N";"8104";3;2
"2097";"N";"N";"114";30;12
"2097";"N";"N";"129";5;2
"2097";"N";"N";"142";3;2
"2097";"N";"N";"154";1;5
"2097";"N";"N";"2124";2;2
"2097";"N";"N";"3155";2;7
"2097";"N";"N";"8104";10;6
"2098";"N";"N";"129";2;2
"2098";"N";"N";"142";5;3
"2098";"N";"N";"3155";20;5
"2099";"N";"N";"114";1;11
"2099";"N";"N";"129";3;2
"2099";"N";"N";"142";1;1
"2099";"N";"N";"3155";1;1
"2100";"N";"N";"138";1;3
"2100";"N";"N";"3155";3;4
"2100";"N";"N";"4103";1;2
"2101";"N";"N";"129";3;2
"2101";"N";"N";"2124";5;3
"2101";"N";"N";"3155";4;4
"2101";"N";"N";"4104";1;4
"2102";"N";"N";"1129";2;3
"2102";"N";"N";"1171";3;3
"2103";"N";"N";"117";2;2
"2103";"N";"N";"138";2;4
"2103";"N";"N";"142";1;1
"2103";"N";"N";"4104";2;3
"2104";"N";"N";"129";3;1
"2105";"N";"N";"129";3;2
"2105";"N";"N";"142";4;3
"2105";"N";"N";"4104";3;2
"2106";"N";"N";"138";1;6
"2106";"N";"N";"142";2;2
"2106";"N";"N";"4103";4;15
"2106";"N";"N";"4104";2;4
"2107";"N";"N";"105";6;12
"2107";"N";"N";"114";10;8
"2107";"N";"N";"129";4;2
"2107";"N";"N";"155";3;7
"2107";"N";"N";"3101";4;7
"2107";"N";"N";"4104";5;5
"2107";"N";"N";"8104";2;6
"2108";"N";"N";"1103";10;6
"2108";"N";"N";"119";4;10
"2108";"N";"N";"129";3;3
"2108";"N";"N";"4104";10;12
"2110";"N";"N";"119";5;10
"2110";"N";"N";"3121";10;15
"2111";"N";"N";"3121";5;15
"2112";"N";"N";"104";2;2
"2112";"N";"N";"129";4;2
"2112";"N";"N";"155";8;5
"2113";"N";"N";"105";3;15
"2113";"N";"N";"114";3;10
"2113";"N";"N";"129";3;2
"2113";"N";"N";"155";6;4
"2113";"N";"N";"3101";4;5
"2114";"N";"N";"105";4;10
"2114";"N";"N";"129";3;2
"2115";"N";"N";"110";1;2
"2115";"N";"N";"1109";1;1
"2115";"N";"N";"129";4;1
"2115";"N";"N";"142";3;1
"2115";"N";"N";"155";25;8
"2116";"N";"N";"114";1;7
"2116";"N";"N";"4104";1;4
"2117";"N";"N";"1103";1;4
"2117";"N";"N";"1110";1;8
"2117";"N";"N";"128";2;2
"2117";"N";"N";"154";2;4
"2117";"N";"N";"155";2;6
"2117";"N";"N";"4104";2;4
"2117";"N";"N";"8104";5;10
"2118";"N";"N";"114";10;12
"2118";"N";"N";"125";2;5
"2118";"N";"N";"129";5;1
"2118";"N";"N";"4101";5;6
"2118";"N";"N";"8104";3;6
"2120";"N";"N";"114";1;3
"2120";"N";"N";"129";1;3
"2121";"N";"N";"105";10;10
"2121";"N";"N";"114";2;5
"2121";"N";"N";"129";3;2
"2121";"N";"N";"3101";1;3
"2121";"N";"N";"3155";2;5
"2121";"N";"N";"8104";5;8
"2122";"N";"N";"105";2;4
"2122";"N";"N";"114";7;10
"2122";"N";"N";"155";5;4
"2122";"N";"N";"3101";3;3
"2122";"N";"N";"8104";5;8
"2123";"N";"N";"4103";5;20
"2125";"N";"N";"1110";3;5
"2125";"N";"N";"138";5;15
"2125";"N";"N";"3121";25;25
"2127";"N";"N";"1165";5;11
"2128";"N";"N";"2144";5;25
"2129";"N";"N";"119";2;3
"2130";"N";"N";"128";1;3
"2130";"N";"N";"129";3;1
"2130";"N";"N";"142";2;1
"2131";"N";"N";"126";1;3
"2131";"N";"N";"128";1;2
"2131";"N";"N";"129";1;2
"2131";"N";"N";"133";1;2
"2131";"N";"N";"142";1;2
"2131";"N";"N";"156";2;8
"2132";"N";"N";"129";1;2
"2132";"N";"N";"142";1;2
"2134";"N";"N";"114";2;8
"2134";"N";"N";"125";1;3
"2134";"N";"N";"129";2;2
"2135";"N";"N";"129";1;2
"2135";"N";"N";"156";5;8
"2137";"N";"N";"129";2;3
"2137";"N";"N";"4103";1;6
"2138";"N";"N";"126";2;2
"2138";"N";"N";"156";2;6
"2139";"N";"N";"129";5;2
"2139";"N";"N";"142";1;1
"2139";"N";"N";"156";5;6
"2140";"N";"N";"114";5;7
"2140";"N";"N";"129";1;2
"2140";"N";"N";"142";2;3
"2142";"N";"N";"121";20;40
"2143";"N";"N";"129";2;2
"2144";"N";"N";"138";2;10
"2144";"N";"N";"4103";3;18
"2145";"N";"N";"4103";3;5
"2147";"N";"N";"1109";2;3
"2147";"N";"N";"129";3;2
"2147";"N";"N";"155";2;5
"2147";"N";"N";"3101";25;7
"2147";"N";"N";"4104";15;5
"2150";"N";"N";"116";1;18
"2150";"N";"N";"129";5;2
"2150";"N";"N";"142";2;2
"2150";"N";"N";"2124";1;5
"2150";"N";"N";"3155";20;6
"2151";"N";"N";"1104";3;2
"2151";"N";"N";"129";5;2
"2151";"N";"N";"2122";2;5
"2151";"N";"N";"2124";2;4
"2151";"N";"N";"3155";2;6
"2153";"N";"N";"105";2;3
"2153";"N";"N";"129";10;2
"2153";"N";"N";"162";2;2
"2153";"N";"N";"2124";6;3
"2153";"N";"N";"3155";3;3
"2153";"N";"N";"4103";1;17
"2154";"N";"N";"129";3;1
"2155";"N";"N";"129";1;2
"2155";"N";"N";"155";10;3
"2156";"N";"N";"129";3;2
"2156";"N";"N";"8104";2;2
"2158";"N";"N";"129";10;1
"2158";"N";"N";"143";1;3
"2158";"N";"N";"4103";1;12
"2158";"N";"N";"4104";1;6
"2159";"N";"N";"101";2;3
"2159";"N";"N";"119";1;1
"2159";"N";"N";"129";5;1
"2159";"N";"N";"143";1;4
"2159";"N";"N";"4103";1;10
"2160";"N";"N";"104";25;4
"2160";"N";"N";"110";2;6
"2160";"N";"N";"129";5;1
"2160";"N";"N";"138";7;5
"2160";"N";"N";"3101";30;6
"2160";"N";"N";"4103";10;9
"2160";"N";"N";"4104";15;7
"2161";"N";"N";"110";1;6
"2161";"N";"N";"119";1;9
"2161";"N";"N";"129";3;1
"2161";"N";"N";"143";3;5
"2161";"N";"N";"144";1;4
"2161";"N";"N";"4104";5;6
"2162";"N";"N";"119";20;25
"2162";"N";"N";"121";35;40
"2163";"N";"N";"4104";4;5
"2164";"N";"N";"1103";50;8
"2164";"N";"N";"114";5;10
"2164";"N";"N";"128";2;5
"2164";"N";"N";"138";1;10
"2164";"N";"N";"151";1;5
"2164";"N";"N";"3101";20;8
"2164";"N";"N";"7155";5;7
"2165";"N";"N";"105";5;4
"2165";"N";"N";"110";3;7
"2165";"N";"N";"119";1;6
"2165";"N";"N";"129";1;1
"2165";"N";"N";"138";3;2
"2165";"N";"N";"3101";25;6
"2166";"N";"N";"105";2;5
"2166";"N";"N";"110";2;4
"2166";"N";"N";"1122";1;6
"2166";"N";"N";"129";10;2
"2167";"N";"N";"129";1;1
"2169";"N";"N";"1110";2;5
"2169";"N";"N";"129";4;1
"2169";"N";"N";"155";6;8
"2169";"N";"N";"4103";4;15
"2169";"N";"N";"4104";5;10
"2170";"N";"N";"104";2;1
"2170";"N";"N";"105";10;10
"2170";"N";"N";"1122";2;12
"2170";"N";"N";"114";8;5
"2170";"N";"N";"129";3;2
"2170";"N";"N";"155";3;5
"2171";"N";"N";"129";3;2
"2172";"N";"N";"109";2;1
"2172";"N";"N";"129";3;1
"2173";"N";"N";"105";4;12
"2174";"N";"N";"1122";2;6
"2174";"N";"N";"1132";3;3
"2174";"N";"N";"119";2;6
"2174";"N";"N";"130";3;5
"2174";"N";"N";"135";3;4
"2174";"N";"N";"138";4;8
"2174";"N";"N";"143";3;6
"2175";"N";"N";"1122";4;8
"2176";"N";"N";"105";3;5
"2176";"N";"N";"109";1;3
"2176";"N";"N";"114";10;10
"2176";"N";"N";"129";4;2
"2176";"N";"N";"155";5;6
"2178";"N";"N";"1110";4;6
"2178";"N";"N";"129";6;2
"2178";"N";"N";"138";2;4
"2178";"N";"N";"142";3;2
"2178";"N";"N";"2122";1;4
"2179";"N";"N";"105";5;15
"2179";"N";"N";"1110";2;15
"2179";"N";"N";"1122";4;10
"2179";"N";"N";"138";1;4
"2179";"N";"N";"155";4;10
"2181";"N";"N";"105";10;12
"2181";"N";"N";"109";3;4
"2181";"N";"N";"111";2;4
"2181";"N";"N";"114";10;10
"2181";"N";"N";"129";3;2
"2181";"N";"N";"138";1;8
"2181";"N";"N";"155";3;5
"2181";"N";"N";"3101";4;7
"2181";"N";"N";"4101";4;4
"2182";"N";"N";"105";10;15
"2182";"N";"N";"1103";3;7
"2182";"N";"N";"1110";1;10
"2182";"N";"N";"114";40;10
"2182";"N";"N";"128";2;2
"2182";"N";"N";"129";5;1
"2182";"N";"N";"4104";2;7
"2183";"N";"N";"127";8;3
"2183";"N";"N";"128";2;4
"2183";"N";"N";"4103";3;5
"2184";"N";"N";"105";8;12
"2184";"N";"N";"109";2;5
"2184";"N";"N";"129";5;2
"2184";"N";"N";"155";4;6
"2185";"N";"N";"105";6;10
"2185";"N";"N";"114";12;5
"2185";"N";"N";"129";1;2
"2186";"N";"N";"114";5;6
"2186";"N";"N";"126";5;3
"2186";"N";"N";"129";5;2
"2186";"N";"N";"157";10;5
"2186";"N";"N";"4103";3;35
"2186";"N";"N";"4122";5;3
"2186";"N";"N";"8104";10;3
"2187";"N";"N";"129";4;2
"2188";"N";"N";"110";10;13
"2188";"N";"N";"117";3;7
"2188";"N";"N";"119";15;30
"2188";"N";"N";"3121";15;25
"2189";"N";"N";"1122";2;5
"2189";"N";"N";"114";4;5
"2189";"N";"N";"142";1;1
"2190";"N";"N";"109";2;4
"2190";"N";"N";"119";1;10
"2190";"N";"N";"129";5;3
"2190";"N";"N";"130";2;5
"2192";"N";"N";"119";3;6
"2192";"N";"N";"129";5;2
"2193";"N";"N";"109";3;5
"2193";"N";"N";"114";10;12
"2193";"N";"N";"129";5;1
"2193";"N";"N";"155";8;6
"2194";"N";"N";"109";3;10
"2194";"N";"N";"116";3;15
"2194";"N";"N";"129";6;1
"2195";"N";"N";"105";1;7
"2195";"N";"N";"1103";15;7
"2195";"N";"N";"1109";1;2
"2195";"N";"N";"1122";1;7
"2195";"N";"N";"114";3;7
"2195";"N";"N";"129";1;2
"2195";"N";"N";"171";1;1
"2195";"N";"N";"4101";2;5
"2196";"N";"N";"1109";1;2
"2196";"N";"N";"114";15;8
"2196";"N";"N";"1177";10;4
"2196";"N";"N";"129";3;1
"2196";"N";"N";"155";1;2
"2196";"N";"N";"2122";1;2
"2196";"N";"N";"3124";1;2
"2196";"N";"N";"5122";1;3
"2197";"N";"N";"1109";1;2
"2197";"N";"N";"1110";1;5
"2197";"N";"N";"114";10;8
"2197";"N";"N";"1171";2;1
"2197";"N";"N";"127";1;2
"2197";"N";"N";"128";1;1
"2197";"N";"N";"129";30;2
"2197";"N";"N";"3155";5;3
"2197";"N";"N";"4101";1;1
"2197";"N";"N";"5122";1;2
"2197";"N";"N";"8155";1;12
"2198";"N";"N";"3121";35;20
"2199";"N";"N";"109";7;5
"2199";"N";"N";"116";5;15
"2199";"N";"N";"119";1;5
"2199";"N";"N";"4104";3;4
"2200";"N";"N";"3121";10;20
"2201";"N";"N";"1109";2;1
"2201";"N";"N";"114";12;13
"2201";"N";"N";"129";5;2
"2201";"N";"N";"155";5;10
"2201";"N";"N";"4104";5;12
"2202";"N";"N";"127";7;3
"2202";"N";"N";"128";2;3
"2202";"N";"N";"4103";1;7
"2203";"N";"N";"109";1;3
"2203";"N";"N";"1103";3;3
"2203";"N";"N";"1122";8;8
"2203";"N";"N";"116";1;4
"2203";"N";"N";"127";3;3
"2203";"N";"N";"129";4;2
"2204";"N";"N";"105";2;10
"2204";"N";"N";"1109";1;3
"2204";"N";"N";"1110";1;5
"2204";"N";"N";"1122";1;10
"2204";"N";"N";"114";10;10
"2204";"N";"N";"116";1;8
"2204";"N";"N";"129";2;1
"2204";"N";"N";"162";1;2
"2204";"N";"N";"3155";2;5
"2206";"N";"N";"105";2;10
"2206";"N";"N";"1110";1;4
"2206";"N";"N";"129";3;2
"2206";"N";"N";"142";2;1
"2206";"N";"N";"155";2;4
"2206";"N";"N";"4104";5;5
"2207";"N";"N";"129";3;2
"2209";"N";"N";"126";10;5
"2209";"N";"N";"129";5;3
"2209";"N";"N";"4103";10;8
"2211";"N";"N";"126";35;3
"2211";"N";"N";"4103";5;16
"2213";"N";"N";"1104";2;3
"2213";"N";"N";"116";3;15
"2213";"N";"N";"119";1;10
"2213";"N";"N";"129";1;1
"2213";"N";"N";"144";1;3
"2213";"N";"N";"162";1;2
"2213";"N";"N";"5122";2;2
"2217";"N";"N";"129";10;3
"2217";"N";"N";"4103";30;35
"2219";"N";"N";"128";2;3
"2219";"N";"N";"129";5;2
"2219";"N";"N";"4101";2;2
"2220";"N";"N";"116";20;5
"2220";"N";"N";"129";1;1
"2220";"N";"N";"6104";5;2
"2220";"N";"N";"8104";1;2
"2221";"N";"N";"135";5;4
"2222";"N";"N";"124";1;6
"2222";"N";"N";"129";10;2
"2222";"N";"N";"155";20;8
"2223";"N";"N";"1171";1;2
"2223";"N";"N";"128";1;3
"2223";"N";"N";"142";6;1
"2223";"N";"N";"2129";5;1
"2223";"N";"N";"3155";4;5
"2223";"N";"N";"6104";1;1
"2224";"N";"N";"129";20;2
"2226";"N";"N";"1104";20;3
"2226";"N";"N";"129";15;2
"2228";"N";"N";"1104";10;2
"2228";"N";"N";"116";2;4
"2228";"N";"N";"129";2;3
"2229";"N";"N";"111";2;5
"2229";"N";"N";"116";2;5
"2229";"N";"N";"122";5;6
"2229";"N";"N";"127";2;3
"2229";"N";"N";"129";5;2
"2229";"N";"N";"2124";3;3
"2229";"N";"N";"6104";1;2
"2230";"N";"N";"114";15;10
"2230";"N";"N";"129";1;2
"2230";"N";"N";"155";2;8
"2231";"N";"N";"126";2;6
"2231";"N";"N";"127";5;5
"2231";"N";"N";"128";2;6
"2231";"N";"N";"129";15;2
"2231";"N";"N";"162";1;6
"2231";"N";"N";"3155";30;6
"2231";"N";"N";"8104";1;2
"2232";"N";"N";"116";5;15
"2232";"N";"N";"119";1;4
"2232";"N";"N";"124";2;2
"2232";"N";"N";"129";25;3
"2233";"N";"N";"114";10;11
"2233";"N";"N";"117";2;2
"2233";"N";"N";"155";2;3
"2233";"N";"N";"4101";5;11
"2233";"N";"N";"4104";2;4
"2234";"N";"N";"1109";2;3
"2234";"N";"N";"1127";2;3
"2234";"N";"N";"114";3;6
"2234";"N";"N";"117";3;3
"2234";"N";"N";"129";5;3
"2234";"N";"N";"4101";20;10
"2235";"N";"N";"119";2;10
"2235";"N";"N";"4103";7;19
"2236";"N";"N";"107";3;2
"2236";"N";"N";"109";2;4
"2236";"N";"N";"1104";5;3
"2236";"N";"N";"114";10;8
"2236";"N";"N";"124";2;3
"2236";"N";"N";"129";5;3
"2236";"N";"N";"2122";1;4
"2236";"N";"N";"3101";3;4
"2236";"N";"N";"4101";4;6
"2237";"N";"N";"105";10;12
"2237";"N";"N";"1109";3;3
"2237";"N";"N";"114";3;10
"2237";"N";"N";"117";1;1
"2237";"N";"N";"129";3;2
"2237";"N";"N";"155";2;5
"2238";"N";"N";"114";20;11
"2238";"N";"N";"129";3;1
"2238";"N";"N";"155";2;4
"2239";"N";"N";"1109";1;3
"2239";"N";"N";"1122";2;12
"2239";"N";"N";"1171";1;2
"2239";"N";"N";"127";1;3
"2239";"N";"N";"129";20;2
"2239";"N";"N";"3155";5;3
"2241";"N";"N";"114";40;10
"2241";"N";"N";"129";2;1
"2241";"N";"N";"3155";2;5
"2242";"N";"N";"125";17;3
"2242";"N";"N";"129";5;2
"2242";"N";"N";"4103";6;15
"2243";"N";"N";"114";40;10
"2243";"N";"N";"1165";10;20
"2243";"N";"N";"126";2;2
"2243";"N";"N";"129";2;2
"2243";"N";"N";"7155";10;5
"2244";"N";"N";"129";4;2
"2244";"N";"N";"155";10;4
"2244";"N";"N";"4103";5;16
"2245";"N";"N";"129";5;2
"2245";"N";"N";"154";3;3
"2245";"N";"N";"155";6;4
"2245";"N";"N";"4103";5;17
"2246";"N";"N";"116";5;10
"2246";"N";"N";"117";2;1
"2246";"N";"N";"119";2;10
"2246";"N";"N";"127";3;2
"2246";"N";"N";"129";8;2
"2246";"N";"N";"4122";5;8
"2246";"N";"N";"6104";2;3
"2247";"N";"N";"129";4;2
"2247";"N";"N";"154";1;2
"2247";"N";"N";"4103";6;22
"2248";"N";"N";"114";7;4
"2248";"N";"N";"129";2;2
"2248";"N";"N";"4101";2;4
"2249";"N";"N";"101";2;3
"2249";"N";"N";"110";2;4
"2249";"N";"N";"1103";10;3
"2249";"N";"N";"111";7;7
"2249";"N";"N";"121";55;25
"2249";"N";"N";"138";5;2
"2249";"N";"N";"141";1;10
"2249";"N";"N";"143";1;4
"2249";"N";"N";"4103";2;15
"2251";"N";"N";"1165";10;30
"2251";"N";"N";"7155";30;13
"2252";"N";"N";"105";10;18
"2252";"N";"N";"1103";15;9
"2252";"N";"N";"111";5;19
"2252";"N";"N";"138";1;8
"2252";"N";"N";"3101";6;9
"2252";"N";"N";"3121";5;29
"2252";"N";"N";"7103";30;22
"2252";"N";"N";"9103";8;19
"2254";"N";"N";"105";10;12
"2254";"N";"N";"111";10;8
"2254";"N";"N";"142";3;2
"2254";"N";"N";"3101";25;7
"2254";"N";"N";"4103";3;16
"2254";"N";"N";"4122";10;10
"2255";"N";"N";"105";10;19
"2255";"N";"N";"1103";10;8
"2255";"N";"N";"111";9;18
"2255";"N";"N";"1110";4;8
"2255";"N";"N";"125";4;11
"2255";"N";"N";"3101";20;7
"2255";"N";"N";"4103";2;14
"2255";"N";"N";"4122";5;13
"2256";"N";"N";"105";40;15
"2256";"N";"N";"1103";10;5
"2256";"N";"N";"111";3;10
"2256";"N";"N";"1122";7;15
"2256";"N";"N";"138";2;5
"2256";"N";"N";"3101";15;6
"2256";"N";"N";"4104";2;10
"2256";"N";"N";"6101";10;5
"2257";"N";"N";"129";3;1
"2258";"N";"N";"105";1;7
"2258";"N";"N";"1110";1;5
"2258";"N";"N";"1171";20;7
"2258";"N";"N";"129";1;2
"2259";"N";"N";"105";20;9
"2259";"N";"N";"1103";10;6
"2259";"N";"N";"129";5;1
"2259";"N";"N";"143";1;3
"2259";"N";"N";"3101";35;7
"2259";"N";"N";"4104";5;7
"2260";"N";"N";"1103";7;4
"2260";"N";"N";"129";5;1
"2260";"N";"N";"135";50;6
"2260";"N";"N";"138";1;4
"2260";"N";"N";"3101";25;6
"2260";"N";"N";"4101";1;3
"2260";"N";"N";"4122";1;6
"2262";"N";"N";"111";15;30
"2262";"N";"N";"1122";2;4
"2262";"N";"N";"121";1;3
"2262";"N";"N";"138";1;2
"2262";"N";"N";"3101";5;7
"2262";"N";"N";"4103";20;25
"2263";"N";"N";"104";20;2
"2263";"N";"N";"105";10;12
"2263";"N";"N";"110";10;7
"2263";"N";"N";"1103";5;4
"2263";"N";"N";"1122";7;9
"2263";"N";"N";"138";1;3
"2263";"N";"N";"144";10;9
"2263";"N";"N";"162";2;4
"2263";"N";"N";"3101";35;9
"2263";"N";"N";"4122";5;11
"2263";"N";"N";"6101";2;3
"2263";"N";"N";"7101";20;30
"2264";"N";"N";"105";5;6
"2264";"N";"N";"110";1;3
"2264";"N";"N";"1101";30;4
"2264";"N";"N";"111";10;7
"2264";"N";"N";"113";10;7
"2264";"N";"N";"114";15;7
"2264";"N";"N";"115";10;12
"2264";"N";"N";"121";1;10
"2264";"N";"N";"129";1;1
"2264";"N";"N";"149";1;9
"2264";"N";"N";"3101";20;6
"2264";"N";"N";"4103";5;7
"2265";"N";"N";"105";65;8
"2265";"N";"N";"1103";5;5
"2265";"N";"N";"111";30;10
"2265";"N";"N";"129";1;2
"2265";"N";"N";"3101";35;6
"2265";"N";"N";"4103";1;12
"2265";"N";"N";"4104";5;4
"2266";"N";"N";"1103";60;4
"2266";"N";"N";"129";10;1
"2266";"N";"N";"3101";30;6
"2267";"N";"N";"104";5;5
"2267";"N";"N";"129";2;1
"2267";"N";"N";"138";1;4
"2268";"N";"N";"111";30;25
"2268";"N";"N";"1122";1;18
"2268";"N";"N";"1165";5;20
"2268";"N";"N";"138";1;5
"2268";"N";"N";"171";5;8
"2268";"N";"N";"3101";20;8
"2268";"N";"N";"8104";1;3
"2269";"N";"N";"138";1;4
"2269";"N";"N";"3101";2;4
"2271";"N";"N";"138";1;6
"2272";"N";"N";"119";2;12
"2272";"N";"N";"3121";10;26
"2273";"N";"N";"3121";2;6
"2274";"N";"N";"3121";2;6
"2277";"N";"N";"3121";40;38
"2279";"N";"N";"109";7;4
"2279";"N";"N";"1110";1;5
"2279";"N";"N";"116";5;6
"2279";"N";"N";"119";2;10
"2279";"N";"N";"128";2;3
"2279";"N";"N";"129";3;2
"2281";"N";"N";"105";25;15
"2281";"N";"N";"110";15;7
"2281";"N";"N";"1103";1;5
"2281";"N";"N";"119";5;7
"2281";"N";"N";"138";5;6
"2281";"N";"N";"4103";1;9
"2281";"N";"N";"4122";10;9
"2282";"N";"N";"105";10;8
"2282";"N";"N";"1103";2;5
"2282";"N";"N";"1122";2;8
"2282";"N";"N";"127";1;2
"2282";"N";"N";"129";1;1
"2282";"N";"N";"143";1;7
"2282";"N";"N";"3101";50;10
"2282";"N";"N";"4104";2;8
"2282";"N";"N";"5122";1;2
"2283";"N";"N";"1122";4;5
"2283";"N";"N";"129";2;1
"2284";"N";"N";"119";5;15
"2284";"N";"N";"127";4;2
"2284";"N";"N";"138";4;10
"2284";"N";"N";"4103";7;15
"2284";"N";"N";"4104";5;13
"2285";"N";"N";"105";2;2
"2285";"N";"N";"1110";3;8
"2285";"N";"N";"1122";3;15
"2285";"N";"N";"114";6;6
"2285";"N";"N";"119";3;10
"2285";"N";"N";"138";3;6
"2285";"N";"N";"3121";10;15
"2285";"N";"N";"4103";7;20
"2285";"N";"N";"4104";3;7
"2286";"N";"N";"105";35;6
"2286";"N";"N";"1103";5;6
"2286";"N";"N";"1122";5;7
"2286";"N";"N";"129";5;1
"2286";"N";"N";"3101";25;5
"2286";"N";"N";"4122";2;7
"2287";"N";"N";"121";10;15
"2295";"N";"N";"1110";1;10
"2295";"N";"N";"114";10;6
"2295";"N";"N";"138";3;8
"2295";"N";"N";"155";3;6
"2295";"N";"N";"3101";4;8
"2297";"N";"N";"109";1;2
"2297";"N";"N";"1110";1;7
"2297";"N";"N";"114";2;3
"2297";"N";"N";"116";4;6
"2297";"N";"N";"127";3;3
"2297";"N";"N";"128";2;3
"2297";"N";"N";"129";2;4
"2297";"N";"N";"142";5;1
