x,y,crs,id_unique_code,version,province_code,province_name_original,plot
449000.0013397873,4108000.0017450848,23030,18_1176_xx_A3E_xx,ifn3,18,Granada,1176
451000.0013382946,4108000.0017443174,23030,18_1177_NN_A1_xx,ifn3,18,Granada,1177
450000.00133942143,4107000.001745434,23030,18_1180_NN_A1_xx,ifn3,18,Granada,1180
451000.0013386752,4107000.0017450475,23030,18_1181_NN_A1_xx,ifn3,18,Granada,1181
452000.0013379292,4107000.0017446647,23030,18_1182_NN_A1_xx,ifn3,18,Granada,1182
452000.00133830984,4106000.001745399,23030,18_1184_NN_A3C_xx,ifn3,18,Granada,1184
452000.00133830984,4106000.001745399,23030,18_1184_xx_A3E_xx,ifn3,18,Granada,1184
453000.0013387063,4103000.0017472096,23030,18_1187_NN_A1_xx,ifn3,18,Granada,1187
450000.0013413263,4102000.001749098,23030,18_1188_NN_A1_xx,ifn3,18,Granada,1188
451000.0013405796,4102000.0017487127,23030,18_1189_NN_A1_xx,ifn3,18,Granada,1189
444000.0013461948,4101000.001752148,23030,18_1191_xx_A4_xx,ifn3,18,Granada,1191
450000.00134170736,4101000.0017498336,23030,18_1193_NN_A1_xx,ifn3,18,Granada,1193
445000.00134582777,4100000.001752495,23030,18_1196_NN_A1_xx,ifn3,18,Granada,1196
446000.00134507933,4100000.001752109,23030,18_1197_NN_A1_xx,ifn3,18,Granada,1197
449000.0013428357,4100000.0017509502,23030,18_1200_NN_A3C_xx,ifn3,18,Granada,1200
449000.0013428357,4100000.0017509502,23030,18_1200_xx_A3E_xx,ifn3,18,Granada,1200
451000.00134134176,4100000.0017501796,23030,18_1201_NN_A1_xx,ifn3,18,Granada,1201
453000.00133984914,4100000.0017494084,23030,18_1202_xx_A4_xx,ifn3,18,Granada,1202
446000.00134546077,4099000.001752843,23030,18_1204_NN_A1_xx,ifn3,18,Granada,1204
447000.0013447125,4099000.001752455,23030,18_1205_xx_A4C_xx,ifn3,18,Granada,1205
448000.0013439647,4099000.001752066,23030,18_1206_NN_A1_xx,ifn3,18,Granada,1206
449000.0013432171,4099000.0017516823,23030,18_1207_NN_A1_xx,ifn3,18,Granada,1207
452000.0013421201,4096000.0017527286,23030,18_1216_NN_A1_xx,ifn3,18,Granada,1216
481000.0013141731,4113000.0017291927,23030,18_1219_NN_A1_xx,ifn3,18,Granada,1219
482000.00131343777,4113000.001728813,23030,18_1220_NN_A1_xx,ifn3,18,Granada,1220
482000.00131381577,4112000.0017295433,23030,18_1223_NN_A1_xx,ifn3,18,Granada,1223
481000.0013149292,4111000.0017306525,23030,18_1228_NN_A1_xx,ifn3,18,Granada,1228
483000.0013134584,4111000.001729896,23030,18_1229_NN_A1_xx,ifn3,18,Granada,1229
460000.00133083394,4110000.0017393953,23030,18_1230_NN_A1_xx,ifn3,18,Granada,1230
466000.00132638274,4110000.0017371,23030,18_1234_xx_A4_xx,ifn3,18,Granada,1234
481000.0013153075,4110000.0017313845,23030,18_1235_NN_A1_xx,ifn3,18,Granada,1235
482000.00131457177,4110000.001731002,23030,18_1236_NN_A1_xx,ifn3,18,Granada,1236
483000.00131383643,4110000.0017306213,23030,18_1237_NN_A3C_xx,ifn3,18,Granada,1237
483000.00131383643,4110000.0017306213,23030,18_1237_xx_A3E_xx,ifn3,18,Granada,1237
461000.0013304711,4109000.0017397413,23030,18_1238_NN_A1_xx,ifn3,18,Granada,1238
463000.0013289864,4109000.001738978,23030,18_1239_NN_A1_xx,ifn3,18,Granada,1239
468000.001325281,4109000.001737066,23030,18_1241_xx_A4_xx,ifn3,18,Granada,1241
469000.0013245408,4109000.001736684,23030,18_1242_xx_A4_xx,ifn3,18,Granada,1242
454000.0013360579,4108000.001743164,23030,18_1244_NN_A1_xx,ifn3,18,Granada,1244
455000.00133531314,4108000.001742777,23030,18_1245_NN_A3C_xx,ifn3,18,Granada,1245
455000.00133531314,4108000.001742777,23030,18_1245_xx_A3E_xx,ifn3,18,Granada,1245
456000.0013345686,4108000.0017423932,23030,18_1246_NN_A1_xx,ifn3,18,Granada,1246
457000.0013338244,4108000.00174201,23030,18_1247_NN_A3C_xx,ifn3,18,Granada,1247
457000.0013338244,4108000.00174201,23030,18_1247_xx_A3E_xx,ifn3,18,Granada,1247
458000.00133308046,4108000.001741627,23030,18_1248_NN_A1_xx,ifn3,18,Granada,1248
459000.00133233686,4108000.001741244,23030,18_1249_NN_A1_xx,ifn3,18,Granada,1249
465000.00132788275,4108000.001738946,23030,18_1251_NN_A1_xx,ifn3,18,Granada,1251
469000.00132492016,4108000.001737415,23030,18_1252_NN_A1_xx,ifn3,18,Granada,1252
470000.0013241802,4108000.0017370335,23030,18_1253_NN_A1_xx,ifn3,18,Granada,1253
483000.00131459266,4108000.0017320854,23030,18_1254_NN_A1_xx,ifn3,18,Granada,1254
460000.00133197376,4107000.0017415923,23030,18_1255_NN_A1_xx,ifn3,18,Granada,1255
461000.0013312308,4107000.0017412077,23030,18_1256_NN_A1_xx,ifn3,18,Granada,1256
455000.00133607385,4106000.0017442433,23030,18_1260_NN_A1_xx,ifn3,18,Granada,1260
461000.00133161084,4106000.0017419397,23030,18_1263_NN_A1_xx,ifn3,18,Granada,1263
462000.0013308682,4106000.0017415546,23030,18_1264_NN_A1_xx,ifn3,18,Granada,1264
464000.00132938375,4106000.0017407904,23030,18_1265_xx_A4_xx,ifn3,18,Granada,1265
454000.0013371995,4105000.001745358,23030,18_1268_NN_A1_xx,ifn3,18,Granada,1268
455000.0013364545,4105000.0017449725,23030,18_1269_NN_A1_xx,ifn3,18,Granada,1269
456000.00133570953,4105000.001744591,23030,18_1270_NN_A1_xx,ifn3,18,Granada,1270
457000.00133496517,4105000.001744207,23030,18_1271_NN_A1_xx,ifn3,18,Granada,1271
458000.0013342211,4105000.0017438233,23030,18_1272_NN_A3C_xx,ifn3,18,Granada,1272
458000.0013342211,4105000.0017438233,23030,18_1272_xx_A3E_xx,ifn3,18,Granada,1272
459000.0013334774,4105000.001743438,23030,18_1273_NN_A1_xx,ifn3,18,Granada,1273
457000.00133534573,4104000.001744937,23030,18_1275_xx_A4_xx,ifn3,18,Granada,1275
458000.0013346015,4104000.001744555,23030,18_1276_NN_A1_xx,ifn3,18,Granada,1276
455000.00133759633,4102000.0017471733,23030,18_1279_NN_A1_xx,ifn3,18,Granada,1279
456000.0013368513,4102000.001746787,23030,18_1280_NN_A1_xx,ifn3,18,Granada,1280
457000.00133724854,4099000.0017486047,23030,18_1285_xx_A4_xx,ifn3,18,Granada,1285
454000.00133986527,4098000.0017504883,23030,18_1288_NN_A1_xx,ifn3,18,Granada,1288
479000.00132132485,4098000.0017409157,23030,18_1289_NN_A1_xx,ifn3,18,Granada,1289
481000.0013198505,4098000.0017401543,23030,18_1290_NN_A1_xx,ifn3,18,Granada,1290
455000.00133988156,4096000.001751574,23030,18_1296_NN_A1_xx,ifn3,18,Granada,1296
456000.0013391363,4096000.0017511863,23030,18_1297_NN_A1_xx,ifn3,18,Granada,1297
457000.00133839116,4096000.001750803,23030,18_1298_NN_A1_xx,ifn3,18,Granada,1298
480000.0013213458,4096000.001741998,23030,18_1299_NN_A1_xx,ifn3,18,Granada,1299
486000.00131049904,4113000.0017272993,23030,18_1302_NN_A1_xx,ifn3,18,Granada,1302
487000.0013097654,4113000.0017269203,23030,18_1303_xx_A4_xx,ifn3,18,Granada,1303
492000.0013061015,4113000.001725027,23030,18_1305_NN_A1_xx,ifn3,18,Granada,1305
495000.0013039069,4113000.001723894,23030,18_1306_NN_A1_xx,ifn3,18,Granada,1306
496000.00130317605,4113000.001723517,23030,18_1307_NN_A1_xx,ifn3,18,Granada,1307
484000.0013123456,4112000.0017287848,23030,18_1309_NN_A1_xx,ifn3,18,Granada,1309
485000.001311611,4112000.0017284057,23030,18_1310_xx_A4_xx,ifn3,18,Granada,1310
487000.00131014304,4112000.0017276453,23030,18_1311_NN_A1_xx,ifn3,18,Granada,1311
488000.00130940933,4112000.0017272695,23030,18_1312_NN_A1_xx,ifn3,18,Granada,1312
489000.00130867615,4112000.0017268914,23030,18_1313_NN_A1_xx,ifn3,18,Granada,1313
490000.00130794325,4112000.001726513,23030,18_1314_NN_A1_xx,ifn3,18,Granada,1314
495000.0013042839,4112000.001724623,23030,18_1315_NN_A1_xx,ifn3,18,Granada,1315
496000.001303553,4112000.001724247,23030,18_1316_NN_A1_xx,ifn3,18,Granada,1316
499000.00130136247,4112000.0017231125,23030,18_1318_NN_A1_xx,ifn3,18,Granada,1318
500000.0013006328,4112000.00172274,23030,18_1319_NN_A1_xx,ifn3,18,Granada,1319
501000.0012999035,4112000.001722362,23030,18_1320_NN_A1_xx,ifn3,18,Granada,1320
502000.0012991747,4112000.001721985,23030,18_1321_NN_A3C_xx,ifn3,18,Granada,1321
502000.0012991747,4112000.001721985,23030,18_1321_xx_A3E_xx,ifn3,18,Granada,1321
