EVI,NDVI,Specie,date,elev_code,sp_code
NA,NA,Pinus_sylvestris,20160804,medium,sylvestris
NA,NA,Pinus_sylvestris,20160804,high,sylvestris
NA,NA,Pinus_halepensis,20160820,medium,halepensis
NA,NA,Pinus_halepensis,20160820,low,halepensis
NA,NA,Pinus_halepensis,20160820,high,halepensis
NA,NA,Pinus_nigra,20160820,low,nigra
NA,NA,Pinus_nigra,20160820,high,nigra
NA,NA,Pinus_nigra,20160820,medium,nigra
NA,NA,Pinus_pinaster,20160820,low,pinaster
NA,NA,Pinus_pinaster,20160820,medium,pinaster
NA,NA,Pinus_pinaster,20160820,high,pinaster
NA,NA,Pinus_sylvestris,20160820,low,sylvestris
NA,NA,Pinus_sylvestris,20160820,medium,sylvestris
NA,NA,Pinus_sylvestris,20160820,high,sylvestris
NA,NA,Pinus_halepensis,20160905,medium,halepensis
NA,NA,Pinus_halepensis,20160905,low,halepensis
NA,NA,Pinus_halepensis,20160905,high,halepensis
NA,NA,Pinus_nigra,20160905,low,nigra
NA,NA,Pinus_nigra,20160905,high,nigra
NA,NA,Pinus_nigra,20160905,medium,nigra
NA,NA,Pinus_pinaster,20160905,low,pinaster
NA,NA,Pinus_pinaster,20160905,medium,pinaster
NA,NA,Pinus_pinaster,20160905,high,pinaster
NA,NA,Pinus_sylvestris,20160905,low,sylvestris
NA,NA,Pinus_sylvestris,20160905,medium,sylvestris
NA,NA,Pinus_sylvestris,20160905,high,sylvestris
NA,NA,Pinus_halepensis,20160921,medium,halepensis
NA,NA,Pinus_halepensis,20160921,low,halepensis
NA,NA,Pinus_halepensis,20160921,high,halepensis
NA,NA,Pinus_nigra,20160921,low,nigra
NA,NA,Pinus_nigra,20160921,high,nigra
NA,NA,Pinus_nigra,20160921,medium,nigra
NA,NA,Pinus_pinaster,20160921,low,pinaster
NA,NA,Pinus_pinaster,20160921,medium,pinaster
NA,NA,Pinus_pinaster,20160921,high,pinaster
NA,NA,Pinus_sylvestris,20160921,low,sylvestris
NA,NA,Pinus_sylvestris,20160921,medium,sylvestris
NA,NA,Pinus_sylvestris,20160921,high,sylvestris
NA,NA,Pinus_halepensis,20161108,medium,halepensis
NA,NA,Pinus_halepensis,20161108,low,halepensis
NA,NA,Pinus_halepensis,20161108,high,halepensis
NA,NA,Pinus_nigra,20161108,low,nigra
NA,NA,Pinus_nigra,20161108,high,nigra
NA,NA,Pinus_nigra,20161108,medium,nigra
NA,NA,Pinus_pinaster,20161108,low,pinaster
NA,NA,Pinus_pinaster,20161108,medium,pinaster
NA,NA,Pinus_pinaster,20161108,high,pinaster
NA,NA,Pinus_sylvestris,20161108,low,sylvestris
NA,NA,Pinus_sylvestris,20161108,medium,sylvestris
NA,NA,Pinus_sylvestris,20161108,high,sylvestris
NA,NA,Pinus_halepensis,20161226,medium,halepensis
NA,NA,Pinus_halepensis,20161226,low,halepensis
NA,NA,Pinus_halepensis,20161226,high,halepensis
NA,NA,Pinus_nigra,20161226,low,nigra
NA,NA,Pinus_nigra,20161226,high,nigra
NA,NA,Pinus_nigra,20161226,medium,nigra
NA,NA,Pinus_pinaster,20161226,low,pinaster
NA,NA,Pinus_pinaster,20161226,medium,pinaster
NA,NA,Pinus_pinaster,20161226,high,pinaster
NA,NA,Pinus_sylvestris,20161226,low,sylvestris
NA,NA,Pinus_sylvestris,20161226,medium,sylvestris
NA,NA,Pinus_sylvestris,20161226,high,sylvestris
NA,NA,Pinus_halepensis,20170228,medium,halepensis
NA,NA,Pinus_halepensis,20170228,low,halepensis
NA,NA,Pinus_halepensis,20170228,high,halepensis
NA,NA,Pinus_nigra,20170228,low,nigra
NA,NA,Pinus_nigra,20170228,high,nigra
NA,NA,Pinus_nigra,20170228,medium,nigra
NA,NA,Pinus_pinaster,20170228,low,pinaster
NA,NA,Pinus_pinaster,20170228,medium,pinaster
NA,NA,Pinus_pinaster,20170228,high,pinaster
NA,NA,Pinus_sylvestris,20170228,low,sylvestris
NA,NA,Pinus_sylvestris,20170228,medium,sylvestris
NA,NA,Pinus_sylvestris,20170228,high,sylvestris
NA,NA,Pinus_halepensis,20170401,medium,halepensis
NA,NA,Pinus_halepensis,20170401,low,halepensis
NA,NA,Pinus_halepensis,20170401,high,halepensis
NA,NA,Pinus_nigra,20170401,low,nigra
NA,NA,Pinus_nigra,20170401,high,nigra
NA,NA,Pinus_nigra,20170401,medium,nigra
NA,NA,Pinus_pinaster,20170401,low,pinaster
NA,NA,Pinus_pinaster,20170401,medium,pinaster
NA,NA,Pinus_pinaster,20170401,high,pinaster
NA,NA,Pinus_sylvestris,20170401,low,sylvestris
NA,NA,Pinus_sylvestris,20170401,medium,sylvestris
NA,NA,Pinus_sylvestris,20170401,high,sylvestris
NA,NA,Pinus_halepensis,20170519,medium,halepensis
NA,NA,Pinus_halepensis,20170519,low,halepensis
NA,NA,Pinus_halepensis,20170519,high,halepensis
NA,NA,Pinus_nigra,20170519,low,nigra
NA,NA,Pinus_nigra,20170519,high,nigra
NA,NA,Pinus_nigra,20170519,medium,nigra
NA,NA,Pinus_pinaster,20170519,low,pinaster
NA,NA,Pinus_pinaster,20170519,medium,pinaster
NA,NA,Pinus_pinaster,20170519,high,pinaster
NA,NA,Pinus_sylvestris,20170519,low,sylvestris
NA,NA,Pinus_sylvestris,20170519,medium,sylvestris
NA,NA,Pinus_sylvestris,20170519,high,sylvestris
NA,NA,Pinus_halepensis,20170620,medium,halepensis
NA,NA,Pinus_halepensis,20170620,low,halepensis
NA,NA,Pinus_halepensis,20170620,high,halepensis
NA,NA,Pinus_nigra,20170620,low,nigra
NA,NA,Pinus_nigra,20170620,high,nigra
NA,NA,Pinus_nigra,20170620,medium,nigra
NA,NA,Pinus_pinaster,20170620,low,pinaster
NA,NA,Pinus_pinaster,20170620,medium,pinaster
NA,NA,Pinus_pinaster,20170620,high,pinaster
NA,NA,Pinus_sylvestris,20170620,low,sylvestris
NA,NA,Pinus_sylvestris,20170620,medium,sylvestris
NA,NA,Pinus_sylvestris,20170620,high,sylvestris
NA,NA,Pinus_halepensis,20170722,medium,halepensis
NA,NA,Pinus_halepensis,20170722,low,halepensis
NA,NA,Pinus_halepensis,20170722,high,halepensis
NA,NA,Pinus_nigra,20170722,low,nigra
NA,NA,Pinus_nigra,20170722,high,nigra
NA,NA,Pinus_nigra,20170722,medium,nigra
NA,NA,Pinus_pinaster,20170722,low,pinaster
NA,NA,Pinus_pinaster,20170722,medium,pinaster
NA,NA,Pinus_pinaster,20170722,high,pinaster
NA,NA,Pinus_sylvestris,20170722,low,sylvestris
NA,NA,Pinus_sylvestris,20170722,medium,sylvestris
NA,NA,Pinus_sylvestris,20170722,high,sylvestris
NA,NA,Pinus_halepensis,20170823,medium,halepensis
NA,NA,Pinus_halepensis,20170823,low,halepensis
NA,NA,Pinus_halepensis,20170823,high,halepensis
NA,NA,Pinus_nigra,20170823,low,nigra
NA,NA,Pinus_nigra,20170823,high,nigra
NA,NA,Pinus_nigra,20170823,medium,nigra
NA,NA,Pinus_pinaster,20170823,low,pinaster
NA,NA,Pinus_pinaster,20170823,medium,pinaster
NA,NA,Pinus_pinaster,20170823,high,pinaster
NA,NA,Pinus_sylvestris,20170823,low,sylvestris
NA,NA,Pinus_sylvestris,20170823,medium,sylvestris
NA,NA,Pinus_sylvestris,20170823,high,sylvestris
NA,NA,Pinus_halepensis,20170908,medium,halepensis
NA,NA,Pinus_halepensis,20170908,low,halepensis
NA,NA,Pinus_halepensis,20170908,high,halepensis
NA,NA,Pinus_nigra,20170908,low,nigra
NA,NA,Pinus_nigra,20170908,high,nigra
NA,NA,Pinus_nigra,20170908,medium,nigra
NA,NA,Pinus_pinaster,20170908,low,pinaster
NA,NA,Pinus_pinaster,20170908,medium,pinaster
NA,NA,Pinus_pinaster,20170908,high,pinaster
NA,NA,Pinus_sylvestris,20170908,low,sylvestris
NA,NA,Pinus_sylvestris,20170908,medium,sylvestris
NA,NA,Pinus_sylvestris,20170908,high,sylvestris
NA,NA,Pinus_halepensis,20170924,medium,halepensis
NA,NA,Pinus_halepensis,20170924,low,halepensis
NA,NA,Pinus_halepensis,20170924,high,halepensis
NA,NA,Pinus_nigra,20170924,low,nigra
NA,NA,Pinus_nigra,20170924,high,nigra
NA,NA,Pinus_nigra,20170924,medium,nigra
NA,NA,Pinus_pinaster,20170924,low,pinaster
NA,NA,Pinus_pinaster,20170924,medium,pinaster
NA,NA,Pinus_pinaster,20170924,high,pinaster
NA,NA,Pinus_sylvestris,20170924,low,sylvestris
NA,NA,Pinus_sylvestris,20170924,medium,sylvestris
NA,NA,Pinus_sylvestris,20170924,high,sylvestris
NA,NA,Pinus_halepensis,20171010,medium,halepensis
NA,NA,Pinus_halepensis,20171010,low,halepensis
NA,NA,Pinus_halepensis,20171010,high,halepensis
NA,NA,Pinus_nigra,20171010,low,nigra
NA,NA,Pinus_nigra,20171010,high,nigra
NA,NA,Pinus_nigra,20171010,medium,nigra
NA,NA,Pinus_pinaster,20171010,low,pinaster
NA,NA,Pinus_pinaster,20171010,medium,pinaster
NA,NA,Pinus_pinaster,20171010,high,pinaster
NA,NA,Pinus_sylvestris,20171010,low,sylvestris
NA,NA,Pinus_sylvestris,20171010,medium,sylvestris
NA,NA,Pinus_sylvestris,20171010,high,sylvestris
NA,NA,Pinus_halepensis,20171026,medium,halepensis
NA,NA,Pinus_halepensis,20171026,low,halepensis
NA,NA,Pinus_halepensis,20171026,high,halepensis
NA,NA,Pinus_nigra,20171026,low,nigra
NA,NA,Pinus_nigra,20171026,high,nigra
NA,NA,Pinus_nigra,20171026,medium,nigra
NA,NA,Pinus_pinaster,20171026,low,pinaster
NA,NA,Pinus_pinaster,20171026,medium,pinaster
NA,NA,Pinus_pinaster,20171026,high,pinaster
NA,NA,Pinus_sylvestris,20171026,low,sylvestris
NA,NA,Pinus_sylvestris,20171026,medium,sylvestris
NA,NA,Pinus_sylvestris,20171026,high,sylvestris
NA,NA,Pinus_halepensis,20171111,medium,halepensis
NA,NA,Pinus_halepensis,20171111,low,halepensis
NA,NA,Pinus_halepensis,20171111,high,halepensis
NA,NA,Pinus_nigra,20171111,low,nigra
NA,NA,Pinus_nigra,20171111,high,nigra
NA,NA,Pinus_nigra,20171111,medium,nigra
NA,NA,Pinus_pinaster,20171111,low,pinaster
NA,NA,Pinus_pinaster,20171111,medium,pinaster
NA,NA,Pinus_pinaster,20171111,high,pinaster
NA,NA,Pinus_sylvestris,20171111,low,sylvestris
NA,NA,Pinus_sylvestris,20171111,medium,sylvestris
NA,NA,Pinus_sylvestris,20171111,high,sylvestris
NA,NA,Pinus_halepensis,20171213,medium,halepensis
NA,NA,Pinus_halepensis,20171213,low,halepensis
NA,NA,Pinus_halepensis,20171213,high,halepensis
NA,NA,Pinus_nigra,20171213,low,nigra
NA,NA,Pinus_nigra,20171213,high,nigra
NA,NA,Pinus_nigra,20171213,medium,nigra
NA,NA,Pinus_pinaster,20171213,low,pinaster
NA,NA,Pinus_pinaster,20171213,medium,pinaster
NA,NA,Pinus_pinaster,20171213,high,pinaster
NA,NA,Pinus_sylvestris,20171213,low,sylvestris
NA,NA,Pinus_sylvestris,20171213,medium,sylvestris
NA,NA,Pinus_sylvestris,20171213,high,sylvestris
NA,NA,Pinus_halepensis,20180215,medium,halepensis
NA,NA,Pinus_halepensis,20180215,low,halepensis
NA,NA,Pinus_halepensis,20180215,high,halepensis
NA,NA,Pinus_nigra,20180215,low,nigra
NA,NA,Pinus_nigra,20180215,high,nigra
NA,NA,Pinus_nigra,20180215,medium,nigra
NA,NA,Pinus_pinaster,20180215,low,pinaster
NA,NA,Pinus_pinaster,20180215,medium,pinaster
NA,NA,Pinus_pinaster,20180215,high,pinaster
NA,NA,Pinus_sylvestris,20180215,low,sylvestris
NA,NA,Pinus_sylvestris,20180215,medium,sylvestris
NA,NA,Pinus_sylvestris,20180215,high,sylvestris
NA,NA,Pinus_halepensis,20180404,medium,halepensis
NA,NA,Pinus_halepensis,20180404,low,halepensis
NA,NA,Pinus_halepensis,20180404,high,halepensis
NA,NA,Pinus_nigra,20180404,low,nigra
NA,NA,Pinus_nigra,20180404,high,nigra
NA,NA,Pinus_nigra,20180404,medium,nigra
NA,NA,Pinus_pinaster,20180404,low,pinaster
NA,NA,Pinus_pinaster,20180404,medium,pinaster
NA,NA,Pinus_pinaster,20180404,high,pinaster
NA,NA,Pinus_sylvestris,20180404,low,sylvestris
NA,NA,Pinus_sylvestris,20180404,medium,sylvestris
NA,NA,Pinus_sylvestris,20180404,high,sylvestris
NA,NA,Pinus_halepensis,20180522,medium,halepensis
NA,NA,Pinus_halepensis,20180522,low,halepensis
NA,NA,Pinus_halepensis,20180522,high,halepensis
NA,NA,Pinus_nigra,20180522,low,nigra
NA,NA,Pinus_nigra,20180522,high,nigra
NA,NA,Pinus_nigra,20180522,medium,nigra
NA,NA,Pinus_pinaster,20180522,low,pinaster
NA,NA,Pinus_pinaster,20180522,medium,pinaster
NA,NA,Pinus_pinaster,20180522,high,pinaster
NA,NA,Pinus_sylvestris,20180522,low,sylvestris
NA,NA,Pinus_sylvestris,20180522,medium,sylvestris
NA,NA,Pinus_sylvestris,20180522,high,sylvestris
NA,NA,Pinus_halepensis,20180607,medium,halepensis
NA,NA,Pinus_halepensis,20180607,low,halepensis
NA,NA,Pinus_halepensis,20180607,high,halepensis
NA,NA,Pinus_nigra,20180607,low,nigra
NA,NA,Pinus_nigra,20180607,high,nigra
NA,NA,Pinus_nigra,20180607,medium,nigra
NA,NA,Pinus_pinaster,20180607,low,pinaster
NA,NA,Pinus_pinaster,20180607,medium,pinaster
NA,NA,Pinus_pinaster,20180607,high,pinaster
NA,NA,Pinus_sylvestris,20180607,low,sylvestris
NA,NA,Pinus_sylvestris,20180607,medium,sylvestris
NA,NA,Pinus_sylvestris,20180607,high,sylvestris
NA,NA,Pinus_halepensis,20180725,medium,halepensis
NA,NA,Pinus_halepensis,20180725,low,halepensis
NA,NA,Pinus_halepensis,20180725,high,halepensis
NA,NA,Pinus_nigra,20180725,low,nigra
NA,NA,Pinus_nigra,20180725,high,nigra
NA,NA,Pinus_nigra,20180725,medium,nigra
NA,NA,Pinus_pinaster,20180725,low,pinaster
NA,NA,Pinus_pinaster,20180725,medium,pinaster
NA,NA,Pinus_pinaster,20180725,high,pinaster
NA,NA,Pinus_sylvestris,20180725,low,sylvestris
NA,NA,Pinus_sylvestris,20180725,medium,sylvestris
NA,NA,Pinus_sylvestris,20180725,high,sylvestris
NA,NA,Pinus_halepensis,20180826,medium,halepensis
NA,NA,Pinus_halepensis,20180826,low,halepensis
NA,NA,Pinus_halepensis,20180826,high,halepensis
NA,NA,Pinus_nigra,20180826,low,nigra
NA,NA,Pinus_nigra,20180826,high,nigra
NA,NA,Pinus_nigra,20180826,medium,nigra
NA,NA,Pinus_pinaster,20180826,low,pinaster
NA,NA,Pinus_pinaster,20180826,medium,pinaster
NA,NA,Pinus_pinaster,20180826,high,pinaster
NA,NA,Pinus_sylvestris,20180826,low,sylvestris
NA,NA,Pinus_sylvestris,20180826,medium,sylvestris
NA,NA,Pinus_sylvestris,20180826,high,sylvestris
NA,NA,Pinus_halepensis,20181013,medium,halepensis
NA,NA,Pinus_halepensis,20181013,low,halepensis
NA,NA,Pinus_halepensis,20181013,high,halepensis
NA,NA,Pinus_nigra,20181013,low,nigra
NA,NA,Pinus_nigra,20181013,high,nigra
NA,NA,Pinus_nigra,20181013,medium,nigra
NA,NA,Pinus_pinaster,20181013,low,pinaster
NA,NA,Pinus_pinaster,20181013,medium,pinaster
NA,NA,Pinus_pinaster,20181013,high,pinaster
NA,NA,Pinus_sylvestris,20181013,low,sylvestris
NA,NA,Pinus_sylvestris,20181013,medium,sylvestris
NA,NA,Pinus_sylvestris,20181013,high,sylvestris
NA,NA,Pinus_halepensis,20181029,medium,halepensis
NA,NA,Pinus_halepensis,20181029,low,halepensis
NA,NA,Pinus_halepensis,20181029,high,halepensis
NA,NA,Pinus_nigra,20181029,low,nigra
NA,NA,Pinus_nigra,20181029,high,nigra
NA,NA,Pinus_nigra,20181029,medium,nigra
NA,NA,Pinus_pinaster,20181029,low,pinaster
NA,NA,Pinus_pinaster,20181029,medium,pinaster
NA,NA,Pinus_pinaster,20181029,high,pinaster
NA,NA,Pinus_sylvestris,20181029,low,sylvestris
NA,NA,Pinus_sylvestris,20181029,medium,sylvestris
NA,NA,Pinus_sylvestris,20181029,high,sylvestris
NA,NA,Pinus_halepensis,20181216,medium,halepensis
NA,NA,Pinus_halepensis,20181216,low,halepensis
NA,NA,Pinus_halepensis,20181216,high,halepensis
NA,NA,Pinus_nigra,20181216,low,nigra
NA,NA,Pinus_nigra,20181216,high,nigra
NA,NA,Pinus_nigra,20181216,medium,nigra
NA,NA,Pinus_pinaster,20181216,low,pinaster
NA,NA,Pinus_pinaster,20181216,medium,pinaster
NA,NA,Pinus_pinaster,20181216,high,pinaster
NA,NA,Pinus_sylvestris,20181216,low,sylvestris
NA,NA,Pinus_sylvestris,20181216,medium,sylvestris
NA,NA,Pinus_sylvestris,20181216,high,sylvestris
NA,NA,Pinus_halepensis,20190101,medium,halepensis
NA,NA,Pinus_halepensis,20190101,low,halepensis
NA,NA,Pinus_halepensis,20190101,high,halepensis
NA,NA,Pinus_nigra,20190101,low,nigra
NA,NA,Pinus_nigra,20190101,high,nigra
NA,NA,Pinus_nigra,20190101,medium,nigra
NA,NA,Pinus_pinaster,20190101,low,pinaster
NA,NA,Pinus_pinaster,20190101,medium,pinaster
NA,NA,Pinus_pinaster,20190101,high,pinaster
NA,NA,Pinus_sylvestris,20190101,low,sylvestris
NA,NA,Pinus_sylvestris,20190101,medium,sylvestris
NA,NA,Pinus_sylvestris,20190101,high,sylvestris
NA,NA,Pinus_halepensis,20190202,medium,halepensis
NA,NA,Pinus_halepensis,20190202,low,halepensis
NA,NA,Pinus_halepensis,20190202,high,halepensis
NA,NA,Pinus_nigra,20190202,low,nigra
NA,NA,Pinus_nigra,20190202,high,nigra
NA,NA,Pinus_nigra,20190202,medium,nigra
NA,NA,Pinus_pinaster,20190202,low,pinaster
NA,NA,Pinus_pinaster,20190202,medium,pinaster
NA,NA,Pinus_pinaster,20190202,high,pinaster
NA,NA,Pinus_sylvestris,20190202,low,sylvestris
NA,NA,Pinus_sylvestris,20190202,medium,sylvestris
NA,NA,Pinus_sylvestris,20190202,high,sylvestris
NA,NA,Pinus_halepensis,20190218,medium,halepensis
NA,NA,Pinus_halepensis,20190218,low,halepensis
NA,NA,Pinus_halepensis,20190218,high,halepensis
NA,NA,Pinus_nigra,20190218,low,nigra
NA,NA,Pinus_nigra,20190218,high,nigra
NA,NA,Pinus_nigra,20190218,medium,nigra
NA,NA,Pinus_pinaster,20190218,low,pinaster
NA,NA,Pinus_pinaster,20190218,medium,pinaster
NA,NA,Pinus_pinaster,20190218,high,pinaster
NA,NA,Pinus_sylvestris,20190218,low,sylvestris
NA,NA,Pinus_sylvestris,20190218,medium,sylvestris
NA,NA,Pinus_sylvestris,20190218,high,sylvestris
NA,NA,Pinus_halepensis,20190509,medium,halepensis
NA,NA,Pinus_halepensis,20190509,low,halepensis
NA,NA,Pinus_halepensis,20190509,high,halepensis
NA,NA,Pinus_nigra,20190509,low,nigra
NA,NA,Pinus_nigra,20190509,high,nigra
NA,NA,Pinus_nigra,20190509,medium,nigra
NA,NA,Pinus_pinaster,20190509,low,pinaster
NA,NA,Pinus_pinaster,20190509,medium,pinaster
NA,NA,Pinus_pinaster,20190509,high,pinaster
NA,NA,Pinus_sylvestris,20190509,low,sylvestris
NA,NA,Pinus_sylvestris,20190509,medium,sylvestris
NA,NA,Pinus_sylvestris,20190509,high,sylvestris
NA,NA,Pinus_halepensis,20190525,medium,halepensis
NA,NA,Pinus_halepensis,20190525,low,halepensis
NA,NA,Pinus_halepensis,20190525,high,halepensis
NA,NA,Pinus_nigra,20190525,low,nigra
NA,NA,Pinus_nigra,20190525,high,nigra
NA,NA,Pinus_nigra,20190525,medium,nigra
NA,NA,Pinus_pinaster,20190525,low,pinaster
NA,NA,Pinus_pinaster,20190525,medium,pinaster
NA,NA,Pinus_pinaster,20190525,high,pinaster
NA,NA,Pinus_sylvestris,20190525,low,sylvestris
NA,NA,Pinus_sylvestris,20190525,medium,sylvestris
NA,NA,Pinus_sylvestris,20190525,high,sylvestris
NA,NA,Pinus_halepensis,20190728,medium,halepensis
NA,NA,Pinus_halepensis,20190728,low,halepensis
NA,NA,Pinus_halepensis,20190728,high,halepensis
NA,NA,Pinus_nigra,20190728,low,nigra
NA,NA,Pinus_nigra,20190728,high,nigra
NA,NA,Pinus_nigra,20190728,medium,nigra
NA,NA,Pinus_pinaster,20190728,low,pinaster
NA,NA,Pinus_pinaster,20190728,medium,pinaster
NA,NA,Pinus_pinaster,20190728,high,pinaster
NA,NA,Pinus_sylvestris,20190728,low,sylvestris
NA,NA,Pinus_sylvestris,20190728,medium,sylvestris
NA,NA,Pinus_sylvestris,20190728,high,sylvestris
NA,NA,Pinus_halepensis,20190813,medium,halepensis
NA,NA,Pinus_halepensis,20190813,low,halepensis
NA,NA,Pinus_halepensis,20190813,high,halepensis
NA,NA,Pinus_nigra,20190813,low,nigra
NA,NA,Pinus_nigra,20190813,high,nigra
NA,NA,Pinus_nigra,20190813,medium,nigra
NA,NA,Pinus_pinaster,20190813,low,pinaster
NA,NA,Pinus_pinaster,20190813,medium,pinaster
NA,NA,Pinus_pinaster,20190813,high,pinaster
NA,NA,Pinus_sylvestris,20190813,low,sylvestris
NA,NA,Pinus_sylvestris,20190813,medium,sylvestris
NA,NA,Pinus_sylvestris,20190813,high,sylvestris
NA,NA,Pinus_halepensis,20191016,medium,halepensis
NA,NA,Pinus_halepensis,20191016,low,halepensis
NA,NA,Pinus_halepensis,20191016,high,halepensis
NA,NA,Pinus_nigra,20191016,low,nigra
NA,NA,Pinus_nigra,20191016,high,nigra
NA,NA,Pinus_nigra,20191016,medium,nigra
NA,NA,Pinus_pinaster,20191016,low,pinaster
NA,NA,Pinus_pinaster,20191016,medium,pinaster
NA,NA,Pinus_pinaster,20191016,high,pinaster
NA,NA,Pinus_sylvestris,20191016,low,sylvestris
NA,NA,Pinus_sylvestris,20191016,medium,sylvestris
NA,NA,Pinus_sylvestris,20191016,high,sylvestris
NA,NA,Pinus_halepensis,20191101,medium,halepensis
NA,NA,Pinus_halepensis,20191101,low,halepensis
NA,NA,Pinus_halepensis,20191101,high,halepensis
NA,NA,Pinus_nigra,20191101,low,nigra
NA,NA,Pinus_nigra,20191101,high,nigra
NA,NA,Pinus_nigra,20191101,medium,nigra
NA,NA,Pinus_pinaster,20191101,low,pinaster
NA,NA,Pinus_pinaster,20191101,medium,pinaster
NA,NA,Pinus_pinaster,20191101,high,pinaster
NA,NA,Pinus_sylvestris,20191101,low,sylvestris
NA,NA,Pinus_sylvestris,20191101,medium,sylvestris
NA,NA,Pinus_sylvestris,20191101,high,sylvestris
NA,NA,Pinus_halepensis,20191117,medium,halepensis
NA,NA,Pinus_halepensis,20191117,low,halepensis
NA,NA,Pinus_halepensis,20191117,high,halepensis
NA,NA,Pinus_nigra,20191117,low,nigra
NA,NA,Pinus_nigra,20191117,high,nigra
NA,NA,Pinus_nigra,20191117,medium,nigra
NA,NA,Pinus_pinaster,20191117,low,pinaster
NA,NA,Pinus_pinaster,20191117,medium,pinaster
NA,NA,Pinus_pinaster,20191117,high,pinaster
NA,NA,Pinus_sylvestris,20191117,low,sylvestris
NA,NA,Pinus_sylvestris,20191117,medium,sylvestris
NA,NA,Pinus_sylvestris,20191117,high,sylvestris
NA,NA,Pinus_halepensis,20200308,medium,halepensis
NA,NA,Pinus_halepensis,20200308,low,halepensis
NA,NA,Pinus_halepensis,20200308,high,halepensis
NA,NA,Pinus_nigra,20200308,low,nigra
NA,NA,Pinus_nigra,20200308,high,nigra
NA,NA,Pinus_nigra,20200308,medium,nigra
NA,NA,Pinus_pinaster,20200308,low,pinaster
NA,NA,Pinus_pinaster,20200308,medium,pinaster
NA,NA,Pinus_pinaster,20200308,high,pinaster
NA,NA,Pinus_sylvestris,20200308,low,sylvestris
NA,NA,Pinus_sylvestris,20200308,medium,sylvestris
NA,NA,Pinus_sylvestris,20200308,high,sylvestris
NA,NA,Pinus_halepensis,20200511,medium,halepensis
NA,NA,Pinus_halepensis,20200511,low,halepensis
NA,NA,Pinus_halepensis,20200511,high,halepensis
NA,NA,Pinus_nigra,20200511,low,nigra
NA,NA,Pinus_nigra,20200511,high,nigra
NA,NA,Pinus_nigra,20200511,medium,nigra
NA,NA,Pinus_pinaster,20200511,low,pinaster
NA,NA,Pinus_pinaster,20200511,medium,pinaster
NA,NA,Pinus_pinaster,20200511,high,pinaster
NA,NA,Pinus_sylvestris,20200511,low,sylvestris
NA,NA,Pinus_sylvestris,20200511,medium,sylvestris
NA,NA,Pinus_sylvestris,20200511,high,sylvestris
NA,NA,Pinus_halepensis,20200612,medium,halepensis
NA,NA,Pinus_halepensis,20200612,low,halepensis
NA,NA,Pinus_halepensis,20200612,high,halepensis
NA,NA,Pinus_nigra,20200612,low,nigra
NA,NA,Pinus_nigra,20200612,high,nigra
NA,NA,Pinus_nigra,20200612,medium,nigra
NA,NA,Pinus_pinaster,20200612,low,pinaster
NA,NA,Pinus_pinaster,20200612,medium,pinaster
NA,NA,Pinus_pinaster,20200612,high,pinaster
NA,NA,Pinus_sylvestris,20200612,low,sylvestris
NA,NA,Pinus_sylvestris,20200612,medium,sylvestris
NA,NA,Pinus_sylvestris,20200612,high,sylvestris
NA,NA,Pinus_halepensis,20200628,medium,halepensis
NA,NA,Pinus_halepensis,20200628,low,halepensis
NA,NA,Pinus_halepensis,20200628,high,halepensis
NA,NA,Pinus_nigra,20200628,low,nigra
NA,NA,Pinus_nigra,20200628,high,nigra
NA,NA,Pinus_nigra,20200628,medium,nigra
NA,NA,Pinus_pinaster,20200628,low,pinaster
NA,NA,Pinus_pinaster,20200628,medium,pinaster
NA,NA,Pinus_pinaster,20200628,high,pinaster
NA,NA,Pinus_sylvestris,20200628,low,sylvestris
NA,NA,Pinus_sylvestris,20200628,medium,sylvestris
NA,NA,Pinus_sylvestris,20200628,high,sylvestris
NA,NA,Pinus_halepensis,20200714,medium,halepensis
NA,NA,Pinus_halepensis,20200714,low,halepensis
NA,NA,Pinus_halepensis,20200714,high,halepensis
NA,NA,Pinus_nigra,20200714,low,nigra
NA,NA,Pinus_nigra,20200714,high,nigra
NA,NA,Pinus_nigra,20200714,medium,nigra
NA,NA,Pinus_pinaster,20200714,low,pinaster
NA,NA,Pinus_pinaster,20200714,medium,pinaster
NA,NA,Pinus_pinaster,20200714,high,pinaster
NA,NA,Pinus_sylvestris,20200714,low,sylvestris
NA,NA,Pinus_sylvestris,20200714,medium,sylvestris
NA,NA,Pinus_sylvestris,20200714,high,sylvestris
NA,NA,Pinus_halepensis,20200730,medium,halepensis
NA,NA,Pinus_halepensis,20200730,low,halepensis
NA,NA,Pinus_halepensis,20200730,high,halepensis
NA,NA,Pinus_nigra,20200730,low,nigra
NA,NA,Pinus_nigra,20200730,high,nigra
NA,NA,Pinus_nigra,20200730,medium,nigra
NA,NA,Pinus_pinaster,20200730,low,pinaster
NA,NA,Pinus_pinaster,20200730,medium,pinaster
NA,NA,Pinus_pinaster,20200730,high,pinaster
NA,NA,Pinus_sylvestris,20200730,low,sylvestris
NA,NA,Pinus_sylvestris,20200730,medium,sylvestris
NA,NA,Pinus_sylvestris,20200730,high,sylvestris
NA,NA,Pinus_halepensis,20200815,medium,halepensis
NA,NA,Pinus_halepensis,20200815,low,halepensis
NA,NA,Pinus_halepensis,20200815,high,halepensis
NA,NA,Pinus_nigra,20200815,low,nigra
NA,NA,Pinus_nigra,20200815,high,nigra
