EVI,NDVI,Specie,date,elev_code,sp_code
0.09921910258338912,0.2938707123524753,Pinus_halepensis,19860114,medium,halepensis
0.10437628310669347,0.1819865970745538,Pinus_halepensis,19860114,low,halepensis
NA,NA,Pinus_halepensis,19860114,high,halepensis
NA,NA,Pinus_nigra,19860114,low,nigra
NA,NA,Pinus_nigra,19860114,high,nigra
NA,NA,Pinus_nigra,19860114,medium,nigra
NA,NA,Pinus_pinaster,19860114,low,pinaster
NA,NA,Pinus_pinaster,19860114,medium,pinaster
NA,NA,Pinus_pinaster,19860114,high,pinaster
NA,NA,Pinus_sylvestris,19860114,low,sylvestris
NA,NA,Pinus_sylvestris,19860114,medium,sylvestris
NA,NA,Pinus_sylvestris,19860114,high,sylvestris
0.10894082358081691,0.2502867290687779,Pinus_halepensis,19860303,medium,halepensis
0.10419745787762348,0.17614705691479013,Pinus_halepensis,19860303,low,halepensis
NA,NA,Pinus_halepensis,19860303,high,halepensis
NA,NA,Pinus_nigra,19860303,low,nigra
NA,NA,Pinus_nigra,19860303,high,nigra
NA,NA,Pinus_nigra,19860303,medium,nigra
NA,NA,Pinus_pinaster,19860303,low,pinaster
NA,NA,Pinus_pinaster,19860303,medium,pinaster
NA,NA,Pinus_pinaster,19860303,high,pinaster
NA,NA,Pinus_sylvestris,19860303,low,sylvestris
NA,NA,Pinus_sylvestris,19860303,medium,sylvestris
NA,NA,Pinus_sylvestris,19860303,high,sylvestris
0.14033185120919642,0.28519334802644764,Pinus_halepensis,19860420,medium,halepensis
0.13629522860716028,0.2280840360523049,Pinus_halepensis,19860420,low,halepensis
NA,NA,Pinus_halepensis,19860420,high,halepensis
NA,NA,Pinus_nigra,19860420,low,nigra
NA,NA,Pinus_nigra,19860420,high,nigra
NA,NA,Pinus_nigra,19860420,medium,nigra
NA,NA,Pinus_pinaster,19860420,low,pinaster
NA,NA,Pinus_pinaster,19860420,medium,pinaster
NA,NA,Pinus_pinaster,19860420,high,pinaster
NA,NA,Pinus_sylvestris,19860420,low,sylvestris
NA,NA,Pinus_sylvestris,19860420,medium,sylvestris
NA,NA,Pinus_sylvestris,19860420,high,sylvestris
0.1512987217594974,0.2628279025021354,Pinus_halepensis,19860623,medium,halepensis
0.09434255678696205,0.15115594279932948,Pinus_halepensis,19860623,low,halepensis
NA,NA,Pinus_halepensis,19860623,high,halepensis
NA,NA,Pinus_nigra,19860623,low,nigra
NA,NA,Pinus_nigra,19860623,high,nigra
NA,NA,Pinus_nigra,19860623,medium,nigra
NA,NA,Pinus_pinaster,19860623,low,pinaster
NA,NA,Pinus_pinaster,19860623,medium,pinaster
NA,NA,Pinus_pinaster,19860623,high,pinaster
NA,NA,Pinus_sylvestris,19860623,low,sylvestris
NA,NA,Pinus_sylvestris,19860623,medium,sylvestris
NA,NA,Pinus_sylvestris,19860623,high,sylvestris
0.12147747174016885,0.21254378930485812,Pinus_halepensis,19860810,medium,halepensis
0.09356041974094112,0.14729910092254442,Pinus_halepensis,19860810,low,halepensis
NA,NA,Pinus_halepensis,19860810,high,halepensis
NA,NA,Pinus_nigra,19860810,low,nigra
NA,NA,Pinus_nigra,19860810,high,nigra
NA,NA,Pinus_nigra,19860810,medium,nigra
NA,NA,Pinus_pinaster,19860810,low,pinaster
NA,NA,Pinus_pinaster,19860810,medium,pinaster
NA,NA,Pinus_pinaster,19860810,high,pinaster
NA,NA,Pinus_sylvestris,19860810,low,sylvestris
NA,NA,Pinus_sylvestris,19860810,medium,sylvestris
NA,NA,Pinus_sylvestris,19860810,high,sylvestris
0.15452538631346574,0.4800853193322121,Pinus_halepensis,19870101,medium,halepensis
0.19008188613442376,0.3036190250547888,Pinus_halepensis,19870101,low,halepensis
NA,NA,Pinus_halepensis,19870101,high,halepensis
NA,NA,Pinus_nigra,19870101,low,nigra
NA,NA,Pinus_nigra,19870101,high,nigra
NA,NA,Pinus_nigra,19870101,medium,nigra
NA,NA,Pinus_pinaster,19870101,low,pinaster
NA,NA,Pinus_pinaster,19870101,medium,pinaster
NA,NA,Pinus_pinaster,19870101,high,pinaster
NA,NA,Pinus_sylvestris,19870101,low,sylvestris
NA,NA,Pinus_sylvestris,19870101,medium,sylvestris
NA,NA,Pinus_sylvestris,19870101,high,sylvestris
0.15361463734429945,0.22553893882746007,Pinus_halepensis,19870117,medium,halepensis
0.19542171481826645,0.22870510953428555,Pinus_halepensis,19870117,low,halepensis
NA,NA,Pinus_halepensis,19870117,high,halepensis
NA,NA,Pinus_nigra,19870117,low,nigra
NA,NA,Pinus_nigra,19870117,high,nigra
NA,NA,Pinus_nigra,19870117,medium,nigra
NA,NA,Pinus_pinaster,19870117,low,pinaster
NA,NA,Pinus_pinaster,19870117,medium,pinaster
NA,NA,Pinus_pinaster,19870117,high,pinaster
NA,NA,Pinus_sylvestris,19870117,low,sylvestris
NA,NA,Pinus_sylvestris,19870117,medium,sylvestris
NA,NA,Pinus_sylvestris,19870117,high,sylvestris
0.16574948371154694,0.3459338867309151,Pinus_halepensis,19870322,medium,halepensis
0.1664615979093155,0.26483219107568307,Pinus_halepensis,19870322,low,halepensis
NA,NA,Pinus_halepensis,19870322,high,halepensis
NA,NA,Pinus_nigra,19870322,low,nigra
NA,NA,Pinus_nigra,19870322,high,nigra
NA,NA,Pinus_nigra,19870322,medium,nigra
NA,NA,Pinus_pinaster,19870322,low,pinaster
NA,NA,Pinus_pinaster,19870322,medium,pinaster
NA,NA,Pinus_pinaster,19870322,high,pinaster
NA,NA,Pinus_sylvestris,19870322,low,sylvestris
NA,NA,Pinus_sylvestris,19870322,medium,sylvestris
NA,NA,Pinus_sylvestris,19870322,high,sylvestris
0.1845743261275687,0.3116846935431006,Pinus_halepensis,19870509,medium,halepensis
0.1138974626998136,0.18032019075193728,Pinus_halepensis,19870509,low,halepensis
NA,NA,Pinus_halepensis,19870509,high,halepensis
NA,NA,Pinus_nigra,19870509,low,nigra
NA,NA,Pinus_nigra,19870509,high,nigra
NA,NA,Pinus_nigra,19870509,medium,nigra
NA,NA,Pinus_pinaster,19870509,low,pinaster
NA,NA,Pinus_pinaster,19870509,medium,pinaster
NA,NA,Pinus_pinaster,19870509,high,pinaster
NA,NA,Pinus_sylvestris,19870509,low,sylvestris
NA,NA,Pinus_sylvestris,19870509,medium,sylvestris
NA,NA,Pinus_sylvestris,19870509,high,sylvestris
NA,NA,Pinus_halepensis,19870525,medium,halepensis
0.11042065994764938,0.18295058556915456,Pinus_halepensis,19870525,low,halepensis
NA,NA,Pinus_halepensis,19870525,high,halepensis
NA,NA,Pinus_nigra,19870525,low,nigra
NA,NA,Pinus_nigra,19870525,high,nigra
NA,NA,Pinus_nigra,19870525,medium,nigra
NA,NA,Pinus_pinaster,19870525,low,pinaster
NA,NA,Pinus_pinaster,19870525,medium,pinaster
NA,NA,Pinus_pinaster,19870525,high,pinaster
NA,NA,Pinus_sylvestris,19870525,low,sylvestris
NA,NA,Pinus_sylvestris,19870525,medium,sylvestris
NA,NA,Pinus_sylvestris,19870525,high,sylvestris
0.1615089800827676,0.26066116814847495,Pinus_halepensis,19870626,medium,halepensis
0.11250444230085796,0.1659360108917631,Pinus_halepensis,19870626,low,halepensis
NA,NA,Pinus_halepensis,19870626,high,halepensis
NA,NA,Pinus_nigra,19870626,low,nigra
NA,NA,Pinus_nigra,19870626,high,nigra
NA,NA,Pinus_nigra,19870626,medium,nigra
NA,NA,Pinus_pinaster,19870626,low,pinaster
NA,NA,Pinus_pinaster,19870626,medium,pinaster
NA,NA,Pinus_pinaster,19870626,high,pinaster
NA,NA,Pinus_sylvestris,19870626,low,sylvestris
NA,NA,Pinus_sylvestris,19870626,medium,sylvestris
NA,NA,Pinus_sylvestris,19870626,high,sylvestris
0.13790141471845346,0.21361791431965085,Pinus_halepensis,19870813,medium,halepensis
0.08155932984936981,0.11896966840341912,Pinus_halepensis,19870813,low,halepensis
NA,NA,Pinus_halepensis,19870813,high,halepensis
NA,NA,Pinus_nigra,19870813,low,nigra
NA,NA,Pinus_nigra,19870813,high,nigra
NA,NA,Pinus_nigra,19870813,medium,nigra
NA,NA,Pinus_pinaster,19870813,low,pinaster
NA,NA,Pinus_pinaster,19870813,medium,pinaster
NA,NA,Pinus_pinaster,19870813,high,pinaster
NA,NA,Pinus_sylvestris,19870813,low,sylvestris
NA,NA,Pinus_sylvestris,19870813,medium,sylvestris
NA,NA,Pinus_sylvestris,19870813,high,sylvestris
0.1341663252765261,0.25259943352185205,Pinus_halepensis,19870914,medium,halepensis
0.09645752055772298,0.1511466755809986,Pinus_halepensis,19870914,low,halepensis
NA,NA,Pinus_halepensis,19870914,high,halepensis
NA,NA,Pinus_nigra,19870914,low,nigra
NA,NA,Pinus_nigra,19870914,high,nigra
NA,NA,Pinus_nigra,19870914,medium,nigra
NA,NA,Pinus_pinaster,19870914,low,pinaster
NA,NA,Pinus_pinaster,19870914,medium,pinaster
NA,NA,Pinus_pinaster,19870914,high,pinaster
NA,NA,Pinus_sylvestris,19870914,low,sylvestris
NA,NA,Pinus_sylvestris,19870914,medium,sylvestris
NA,NA,Pinus_sylvestris,19870914,high,sylvestris
0.16951733833177132,0.30512795935972403,Pinus_halepensis,19870930,medium,halepensis
0.12537559212566438,0.17497981915247232,Pinus_halepensis,19870930,low,halepensis
NA,NA,Pinus_halepensis,19870930,high,halepensis
NA,NA,Pinus_nigra,19870930,low,nigra
NA,NA,Pinus_nigra,19870930,high,nigra
NA,NA,Pinus_nigra,19870930,medium,nigra
NA,NA,Pinus_pinaster,19870930,low,pinaster
NA,NA,Pinus_pinaster,19870930,medium,pinaster
NA,NA,Pinus_pinaster,19870930,high,pinaster
NA,NA,Pinus_sylvestris,19870930,low,sylvestris
NA,NA,Pinus_sylvestris,19870930,medium,sylvestris
NA,NA,Pinus_sylvestris,19870930,high,sylvestris
0.1848979379024479,0.5230895589936138,Pinus_halepensis,19880104,medium,halepensis
0.17176108412809027,0.2685901842939834,Pinus_halepensis,19880104,low,halepensis
NA,NA,Pinus_halepensis,19880104,high,halepensis
NA,NA,Pinus_nigra,19880104,low,nigra
NA,NA,Pinus_nigra,19880104,high,nigra
NA,NA,Pinus_nigra,19880104,medium,nigra
NA,NA,Pinus_pinaster,19880104,low,pinaster
NA,NA,Pinus_pinaster,19880104,medium,pinaster
NA,NA,Pinus_pinaster,19880104,high,pinaster
NA,NA,Pinus_sylvestris,19880104,low,sylvestris
NA,NA,Pinus_sylvestris,19880104,medium,sylvestris
NA,NA,Pinus_sylvestris,19880104,high,sylvestris
0.22369319674284224,0.3666092673763307,Pinus_halepensis,19880527,medium,halepensis
0.1276544377269664,0.19756283967391303,Pinus_halepensis,19880527,low,halepensis
NA,NA,Pinus_halepensis,19880527,high,halepensis
NA,NA,Pinus_nigra,19880527,low,nigra
NA,NA,Pinus_nigra,19880527,high,nigra
NA,NA,Pinus_nigra,19880527,medium,nigra
NA,NA,Pinus_pinaster,19880527,low,pinaster
NA,NA,Pinus_pinaster,19880527,medium,pinaster
NA,NA,Pinus_pinaster,19880527,high,pinaster
NA,NA,Pinus_sylvestris,19880527,low,sylvestris
NA,NA,Pinus_sylvestris,19880527,medium,sylvestris
NA,NA,Pinus_sylvestris,19880527,high,sylvestris
0.18807371804560524,0.3130780198080193,Pinus_halepensis,19880612,medium,halepensis
0.11749107598164207,0.18293633607622356,Pinus_halepensis,19880612,low,halepensis
NA,NA,Pinus_halepensis,19880612,high,halepensis
NA,NA,Pinus_nigra,19880612,low,nigra
NA,NA,Pinus_nigra,19880612,high,nigra
NA,NA,Pinus_nigra,19880612,medium,nigra
NA,NA,Pinus_pinaster,19880612,low,pinaster
NA,NA,Pinus_pinaster,19880612,medium,pinaster
NA,NA,Pinus_pinaster,19880612,high,pinaster
NA,NA,Pinus_sylvestris,19880612,low,sylvestris
NA,NA,Pinus_sylvestris,19880612,medium,sylvestris
NA,NA,Pinus_sylvestris,19880612,high,sylvestris
0.1631619699655643,0.27255989541027487,Pinus_halepensis,19880714,medium,halepensis
0.1057549456564234,0.16270009432285742,Pinus_halepensis,19880714,low,halepensis
NA,NA,Pinus_halepensis,19880714,high,halepensis
NA,NA,Pinus_nigra,19880714,low,nigra
NA,NA,Pinus_nigra,19880714,high,nigra
NA,NA,Pinus_nigra,19880714,medium,nigra
NA,NA,Pinus_pinaster,19880714,low,pinaster
NA,NA,Pinus_pinaster,19880714,medium,pinaster
NA,NA,Pinus_pinaster,19880714,high,pinaster
NA,NA,Pinus_sylvestris,19880714,low,sylvestris
NA,NA,Pinus_sylvestris,19880714,medium,sylvestris
NA,NA,Pinus_sylvestris,19880714,high,sylvestris
0.14917115537183187,0.2544392107350395,Pinus_halepensis,19880815,medium,halepensis
0.1071722184253014,0.16262673188861257,Pinus_halepensis,19880815,low,halepensis
NA,NA,Pinus_halepensis,19880815,high,halepensis
NA,NA,Pinus_nigra,19880815,low,nigra
NA,NA,Pinus_nigra,19880815,high,nigra
NA,NA,Pinus_nigra,19880815,medium,nigra
NA,NA,Pinus_pinaster,19880815,low,pinaster
NA,NA,Pinus_pinaster,19880815,medium,pinaster
NA,NA,Pinus_pinaster,19880815,high,pinaster
NA,NA,Pinus_sylvestris,19880815,low,sylvestris
NA,NA,Pinus_sylvestris,19880815,medium,sylvestris
NA,NA,Pinus_sylvestris,19880815,high,sylvestris
0.1696019820110949,0.2865450634900939,Pinus_halepensis,19880831,medium,halepensis
NA,NA,Pinus_halepensis,19880831,low,halepensis
NA,NA,Pinus_halepensis,19880831,high,halepensis
NA,NA,Pinus_nigra,19880831,low,nigra
NA,NA,Pinus_nigra,19880831,high,nigra
NA,NA,Pinus_nigra,19880831,medium,nigra
NA,NA,Pinus_pinaster,19880831,low,pinaster
NA,NA,Pinus_pinaster,19880831,medium,pinaster
NA,NA,Pinus_pinaster,19880831,high,pinaster
NA,NA,Pinus_sylvestris,19880831,low,sylvestris
NA,NA,Pinus_sylvestris,19880831,medium,sylvestris
NA,NA,Pinus_sylvestris,19880831,high,sylvestris
0.15966483898370534,0.4343833065401819,Pinus_halepensis,19881119,medium,halepensis
0.14042066906001704,0.2503472798595155,Pinus_halepensis,19881119,low,halepensis
NA,NA,Pinus_halepensis,19881119,high,halepensis
NA,NA,Pinus_nigra,19881119,low,nigra
NA,NA,Pinus_nigra,19881119,high,nigra
NA,NA,Pinus_nigra,19881119,medium,nigra
NA,NA,Pinus_pinaster,19881119,low,pinaster
NA,NA,Pinus_pinaster,19881119,medium,pinaster
NA,NA,Pinus_pinaster,19881119,high,pinaster
NA,NA,Pinus_sylvestris,19881119,low,sylvestris
NA,NA,Pinus_sylvestris,19881119,medium,sylvestris
NA,NA,Pinus_sylvestris,19881119,high,sylvestris
0.1587981162184253,0.4747364338351964,Pinus_halepensis,19881205,medium,halepensis
0.15453834115805945,0.25615747412550766,Pinus_halepensis,19881205,low,halepensis
NA,NA,Pinus_halepensis,19881205,high,halepensis
NA,NA,Pinus_nigra,19881205,low,nigra
NA,NA,Pinus_nigra,19881205,high,nigra
NA,NA,Pinus_nigra,19881205,medium,nigra
NA,NA,Pinus_pinaster,19881205,low,pinaster
NA,NA,Pinus_pinaster,19881205,medium,pinaster
NA,NA,Pinus_pinaster,19881205,high,pinaster
NA,NA,Pinus_sylvestris,19881205,low,sylvestris
NA,NA,Pinus_sylvestris,19881205,medium,sylvestris
NA,NA,Pinus_sylvestris,19881205,high,sylvestris
0.13279835010113572,0.4417767826799674,Pinus_halepensis,19881221,medium,halepensis
0.1707977160962407,0.2889569462187289,Pinus_halepensis,19881221,low,halepensis
NA,NA,Pinus_halepensis,19881221,high,halepensis
NA,NA,Pinus_nigra,19881221,low,nigra
NA,NA,Pinus_nigra,19881221,high,nigra
NA,NA,Pinus_nigra,19881221,medium,nigra
NA,NA,Pinus_pinaster,19881221,low,pinaster
NA,NA,Pinus_pinaster,19881221,medium,pinaster
NA,NA,Pinus_pinaster,19881221,high,pinaster
NA,NA,Pinus_sylvestris,19881221,low,sylvestris
NA,NA,Pinus_sylvestris,19881221,medium,sylvestris
NA,NA,Pinus_sylvestris,19881221,high,sylvestris
0.13971902937420175,0.41170030790283946,Pinus_halepensis,19890122,medium,halepensis
0.14844897698481974,0.243505385390788,Pinus_halepensis,19890122,low,halepensis
NA,NA,Pinus_halepensis,19890122,high,halepensis
NA,NA,Pinus_nigra,19890122,low,nigra
NA,NA,Pinus_nigra,19890122,high,nigra
NA,NA,Pinus_nigra,19890122,medium,nigra
NA,NA,Pinus_pinaster,19890122,low,pinaster
NA,NA,Pinus_pinaster,19890122,medium,pinaster
NA,NA,Pinus_pinaster,19890122,high,pinaster
NA,NA,Pinus_sylvestris,19890122,low,sylvestris
NA,NA,Pinus_sylvestris,19890122,medium,sylvestris
NA,NA,Pinus_sylvestris,19890122,high,sylvestris
0.17015431312381607,0.33527800928681983,Pinus_halepensis,19890412,medium,halepensis
0.14781546113278748,0.2408618882784466,Pinus_halepensis,19890412,low,halepensis
NA,NA,Pinus_halepensis,19890412,high,halepensis
NA,NA,Pinus_nigra,19890412,low,nigra
NA,NA,Pinus_nigra,19890412,high,nigra
NA,NA,Pinus_nigra,19890412,medium,nigra
NA,NA,Pinus_pinaster,19890412,low,pinaster
NA,NA,Pinus_pinaster,19890412,medium,pinaster
NA,NA,Pinus_pinaster,19890412,high,pinaster
NA,NA,Pinus_sylvestris,19890412,low,sylvestris
NA,NA,Pinus_sylvestris,19890412,medium,sylvestris
NA,NA,Pinus_sylvestris,19890412,high,sylvestris
0.22075321352932537,0.3629063217355197,Pinus_halepensis,19890615,medium,halepensis
0.17151086671903637,0.2680508256303122,Pinus_halepensis,19890615,low,halepensis
NA,NA,Pinus_halepensis,19890615,high,halepensis
NA,NA,Pinus_nigra,19890615,low,nigra
NA,NA,Pinus_nigra,19890615,high,nigra
NA,NA,Pinus_nigra,19890615,medium,nigra
NA,NA,Pinus_pinaster,19890615,low,pinaster
NA,NA,Pinus_pinaster,19890615,medium,pinaster
NA,NA,Pinus_pinaster,19890615,high,pinaster
NA,NA,Pinus_sylvestris,19890615,low,sylvestris
NA,NA,Pinus_sylvestris,19890615,medium,sylvestris
NA,NA,Pinus_sylvestris,19890615,high,sylvestris
0.21131382744156957,0.3515748000961711,Pinus_halepensis,19890701,medium,halepensis
0.15934972435716863,0.2452668177531284,Pinus_halepensis,19890701,low,halepensis
NA,NA,Pinus_halepensis,19890701,high,halepensis
NA,NA,Pinus_nigra,19890701,low,nigra
NA,NA,Pinus_nigra,19890701,high,nigra
NA,NA,Pinus_nigra,19890701,medium,nigra
NA,NA,Pinus_pinaster,19890701,low,pinaster
NA,NA,Pinus_pinaster,19890701,medium,pinaster
NA,NA,Pinus_pinaster,19890701,high,pinaster
NA,NA,Pinus_sylvestris,19890701,low,sylvestris
NA,NA,Pinus_sylvestris,19890701,medium,sylvestris
NA,NA,Pinus_sylvestris,19890701,high,sylvestris
0.21692301064150615,0.34764460345855686,Pinus_halepensis,19890717,medium,halepensis
0.1474275746553416,0.2254548711341982,Pinus_halepensis,19890717,low,halepensis
NA,NA,Pinus_halepensis,19890717,high,halepensis
NA,NA,Pinus_nigra,19890717,low,nigra
NA,NA,Pinus_nigra,19890717,high,nigra
NA,NA,Pinus_nigra,19890717,medium,nigra
NA,NA,Pinus_pinaster,19890717,low,pinaster
NA,NA,Pinus_pinaster,19890717,medium,pinaster
NA,NA,Pinus_pinaster,19890717,high,pinaster
NA,NA,Pinus_sylvestris,19890717,low,sylvestris
NA,NA,Pinus_sylvestris,19890717,medium,sylvestris
NA,NA,Pinus_sylvestris,19890717,high,sylvestris
0.17904349915885603,0.2881394797789481,Pinus_halepensis,19890802,medium,halepensis
0.1425423219473104,0.2096571122421644,Pinus_halepensis,19890802,low,halepensis
NA,NA,Pinus_halepensis,19890802,high,halepensis
NA,NA,Pinus_nigra,19890802,low,nigra
NA,NA,Pinus_nigra,19890802,high,nigra
NA,NA,Pinus_nigra,19890802,medium,nigra
NA,NA,Pinus_pinaster,19890802,low,pinaster
NA,NA,Pinus_pinaster,19890802,medium,pinaster
NA,NA,Pinus_pinaster,19890802,high,pinaster
NA,NA,Pinus_sylvestris,19890802,low,sylvestris
NA,NA,Pinus_sylvestris,19890802,medium,sylvestris
NA,NA,Pinus_sylvestris,19890802,high,sylvestris
0.2026726057906459,0.45789072426937744,Pinus_halepensis,19891021,medium,halepensis
0.1950523827082836,0.32856680202286936,Pinus_halepensis,19891021,low,halepensis
NA,NA,Pinus_halepensis,19891021,high,halepensis
NA,NA,Pinus_nigra,19891021,low,nigra
NA,NA,Pinus_nigra,19891021,high,nigra
NA,NA,Pinus_nigra,19891021,medium,nigra
NA,NA,Pinus_pinaster,19891021,low,pinaster
NA,NA,Pinus_pinaster,19891021,medium,pinaster
NA,NA,Pinus_pinaster,19891021,high,pinaster
NA,NA,Pinus_sylvestris,19891021,low,sylvestris
NA,NA,Pinus_sylvestris,19891021,medium,sylvestris
NA,NA,Pinus_sylvestris,19891021,high,sylvestris
0.2109994504200361,0.6101546241034725,Pinus_halepensis,19891224,medium,halepensis
0.27272537649660017,0.41420672176943246,Pinus_halepensis,19891224,low,halepensis
NA,NA,Pinus_halepensis,19891224,high,halepensis
NA,NA,Pinus_nigra,19891224,low,nigra
NA,NA,Pinus_nigra,19891224,high,nigra
NA,NA,Pinus_nigra,19891224,medium,nigra
NA,NA,Pinus_pinaster,19891224,low,pinaster
NA,NA,Pinus_pinaster,19891224,medium,pinaster
NA,NA,Pinus_pinaster,19891224,high,pinaster
NA,NA,Pinus_sylvestris,19891224,low,sylvestris
NA,NA,Pinus_sylvestris,19891224,medium,sylvestris
NA,NA,Pinus_sylvestris,19891224,high,sylvestris
0.16803072273986402,0.5244083236581227,Pinus_halepensis,19900125,medium,halepensis
0.2849562363238513,0.42111490831587856,Pinus_halepensis,19900125,low,halepensis
NA,NA,Pinus_halepensis,19900125,high,halepensis
NA,NA,Pinus_nigra,19900125,low,nigra
NA,NA,Pinus_nigra,19900125,high,nigra
NA,NA,Pinus_nigra,19900125,medium,nigra
NA,NA,Pinus_pinaster,19900125,low,pinaster
NA,NA,Pinus_pinaster,19900125,medium,pinaster
NA,NA,Pinus_pinaster,19900125,high,pinaster
NA,NA,Pinus_sylvestris,19900125,low,sylvestris
NA,NA,Pinus_sylvestris,19900125,medium,sylvestris
NA,NA,Pinus_sylvestris,19900125,high,sylvestris
0.2076936969478056,0.42993089384841954,Pinus_halepensis,19900226,medium,halepensis
0.2377250667058848,0.34013335883912216,Pinus_halepensis,19900226,low,halepensis
NA,NA,Pinus_halepensis,19900226,high,halepensis
NA,NA,Pinus_nigra,19900226,low,nigra
NA,NA,Pinus_nigra,19900226,high,nigra
NA,NA,Pinus_nigra,19900226,medium,nigra
NA,NA,Pinus_pinaster,19900226,low,pinaster
NA,NA,Pinus_pinaster,19900226,medium,pinaster
NA,NA,Pinus_pinaster,19900226,high,pinaster
NA,NA,Pinus_sylvestris,19900226,low,sylvestris
NA,NA,Pinus_sylvestris,19900226,medium,sylvestris
NA,NA,Pinus_sylvestris,19900226,high,sylvestris
0.2297871872905657,0.4430418748856601,Pinus_halepensis,19900415,medium,halepensis
0.1994967832997514,0.325421080970401,Pinus_halepensis,19900415,low,halepensis
NA,NA,Pinus_halepensis,19900415,high,halepensis
NA,NA,Pinus_nigra,19900415,low,nigra
NA,NA,Pinus_nigra,19900415,high,nigra
NA,NA,Pinus_nigra,19900415,medium,nigra
NA,NA,Pinus_pinaster,19900415,low,pinaster
NA,NA,Pinus_pinaster,19900415,medium,pinaster
NA,NA,Pinus_pinaster,19900415,high,pinaster
NA,NA,Pinus_sylvestris,19900415,low,sylvestris
NA,NA,Pinus_sylvestris,19900415,medium,sylvestris
NA,NA,Pinus_sylvestris,19900415,high,sylvestris
0.25461606096131306,0.4452051945458933,Pinus_halepensis,19900517,medium,halepensis
0.1925298421255295,0.31607283285947624,Pinus_halepensis,19900517,low,halepensis
NA,NA,Pinus_halepensis,19900517,high,halepensis
NA,NA,Pinus_nigra,19900517,low,nigra
NA,NA,Pinus_nigra,19900517,high,nigra
NA,NA,Pinus_nigra,19900517,medium,nigra
NA,NA,Pinus_pinaster,19900517,low,pinaster
NA,NA,Pinus_pinaster,19900517,medium,pinaster
NA,NA,Pinus_pinaster,19900517,high,pinaster
NA,NA,Pinus_sylvestris,19900517,low,sylvestris
NA,NA,Pinus_sylvestris,19900517,medium,sylvestris
NA,NA,Pinus_sylvestris,19900517,high,sylvestris
0.24933043610086425,0.4036141890384474,Pinus_halepensis,19900618,medium,halepensis
0.16233548695860248,0.255912208504801,Pinus_halepensis,19900618,low,halepensis
NA,NA,Pinus_halepensis,19900618,high,halepensis
NA,NA,Pinus_nigra,19900618,low,nigra
NA,NA,Pinus_nigra,19900618,high,nigra
NA,NA,Pinus_nigra,19900618,medium,nigra
NA,NA,Pinus_pinaster,19900618,low,pinaster
NA,NA,Pinus_pinaster,19900618,medium,pinaster
NA,NA,Pinus_pinaster,19900618,high,pinaster
NA,NA,Pinus_sylvestris,19900618,low,sylvestris
NA,NA,Pinus_sylvestris,19900618,medium,sylvestris
NA,NA,Pinus_sylvestris,19900618,high,sylvestris
0.2172116692699149,0.35107162687395893,Pinus_halepensis,19900720,medium,halepensis
0.16153683482005535,0.2439830793698979,Pinus_halepensis,19900720,low,halepensis
NA,NA,Pinus_halepensis,19900720,high,halepensis
NA,NA,Pinus_nigra,19900720,low,nigra
NA,NA,Pinus_nigra,19900720,high,nigra
NA,NA,Pinus_nigra,19900720,medium,nigra
NA,NA,Pinus_pinaster,19900720,low,pinaster
NA,NA,Pinus_pinaster,19900720,medium,pinaster
NA,NA,Pinus_pinaster,19900720,high,pinaster
NA,NA,Pinus_sylvestris,19900720,low,sylvestris
NA,NA,Pinus_sylvestris,19900720,medium,sylvestris
NA,NA,Pinus_sylvestris,19900720,high,sylvestris
0.22980760802874928,0.3462493715812143,Pinus_halepensis,19900805,medium,halepensis
0.17121314471906535,0.246011406178022,Pinus_halepensis,19900805,low,halepensis
NA,NA,Pinus_halepensis,19900805,high,halepensis
NA,NA,Pinus_nigra,19900805,low,nigra
NA,NA,Pinus_nigra,19900805,high,nigra
NA,NA,Pinus_nigra,19900805,medium,nigra
NA,NA,Pinus_pinaster,19900805,low,pinaster
NA,NA,Pinus_pinaster,19900805,medium,pinaster
NA,NA,Pinus_pinaster,19900805,high,pinaster
NA,NA,Pinus_sylvestris,19900805,low,sylvestris
NA,NA,Pinus_sylvestris,19900805,medium,sylvestris
NA,NA,Pinus_sylvestris,19900805,high,sylvestris
0.20225665745944732,0.36805426910489497,Pinus_halepensis,19900906,medium,halepensis
0.15154123460790675,0.24950928753855608,Pinus_halepensis,19900906,low,halepensis
NA,NA,Pinus_halepensis,19900906,high,halepensis
NA,NA,Pinus_nigra,19900906,low,nigra
NA,NA,Pinus_nigra,19900906,high,nigra
NA,NA,Pinus_nigra,19900906,medium,nigra
NA,NA,Pinus_pinaster,19900906,low,pinaster
NA,NA,Pinus_pinaster,19900906,medium,pinaster
NA,NA,Pinus_pinaster,19900906,high,pinaster
NA,NA,Pinus_sylvestris,19900906,low,sylvestris
NA,NA,Pinus_sylvestris,19900906,medium,sylvestris
NA,NA,Pinus_sylvestris,19900906,high,sylvestris
0.21462900011721953,0.5033991502124469,Pinus_halepensis,19901024,medium,halepensis
0.19430246542393265,0.33685341727379653,Pinus_halepensis,19901024,low,halepensis
NA,NA,Pinus_halepensis,19901024,high,halepensis
NA,NA,Pinus_nigra,19901024,low,nigra
NA,NA,Pinus_nigra,19901024,high,nigra
NA,NA,Pinus_nigra,19901024,medium,nigra
NA,NA,Pinus_pinaster,19901024,low,pinaster
NA,NA,Pinus_pinaster,19901024,medium,pinaster
NA,NA,Pinus_pinaster,19901024,high,pinaster
