"Estadillo";"Cla";"Subclase";"CoorX";"Coory"
1251;"A";"1";465000;4108000
1252;"A";"1";469020;4108021
1253;"A";"1";469992;4108076
1254;"A";"1";482944;4107974
1255;"A";"1";459986;4107023
1256;"A";"1";460963;4107028
1260;"A";"1";454940;4106126
1263;"A";"1";460954;4106069
1264;"A";"1";461915;4106054
1265;"A";"4";464000;4106000
1268;"A";"1";453857;4105063
1269;"A";"1";454913;4105024
1270;"A";"1";455963;4105031
1271;"A";"1";456899;4105038
1272;"A";"3C";457966;4105016
1272;"A";"3E";457981;4104974
1273;"A";"1";458961;4104990
1275;"A";"4";0;0
1276;"A";"1";457951;4103983
1279;"A";"1";454923;4102054
1280;"A";"1";455882;4102110
1285;"A";"4";457000;4099000
1288;"A";"1";453928;4097945
1289;"A";"1";479045;4098040
1290;"A";"1";480883;4097977
1296;"A";"1";455018;4095951
1297;"A";"1";455993;4096001
1298;"A";"1";456976;4095881
1299;"A";"1";479836;4095958
1302;"A";"1";485945;4112984
1303;"A";"4";487000;4113000
1304;"A";"4";491000;4113000
1305;"A";"1";491935;4112961
1306;"A";"1";494869;4112999
1307;"A";"1";495906;4112959
1309;"A";"1";483986;4112010
1310;"A";"4";485000;4112000
1311;"A";"1";486945;4111995
1312;"A";"1";487942;4111972
1313;"A";"1";488925;4111975
1314;"A";"1";489952;4111969
1315;"A";"1";494906;4111956
1316;"A";"1";495935;4111928
1318;"A";"1";498925;4111959
1319;"A";"1";499886;4111936
1320;"A";"1";500954;4111942
1321;"A";"3C";501936;4111940
1321;"A";"3E";502008;4112008
1322;"A";"1";502902;4111975
1323;"A";"3C";503913;4111966
1323;"A";"3E";504000;4112000
1324;"A";"1";484940;4110965
1325;"A";"1";485919;4110939
1326;"A";"3C";487914;4110963
1326;"A";"3E";488000;4111000
1327;"A";"3C";488940;4110950
1327;"A";"3E";489000;4111000
1328;"A";"3C";489924;4110958
1328;"A";"3E";489966;4110968
1329;"A";"1";490923;4110957
1330;"A";"3C";491919;4110939
1330;"A";"3E";492000;4111000
1331;"A";"4";493000;4111000
1332;"A";"1";493926;4110975
1333;"A";"1";496937;4110950
1334;"A";"1";497893;4110955
1335;"A";"4";501000;4111000
1336;"A";"1";501980;4111010
1337;"A";"1";503000;4111000
1338;"A";"1";504968;4111003
1339;"A";"1";505971;4111012
1340;"A";"1";483980;4109993
1341;"A";"1";485920;4109975
1342;"A";"1";486922;4109984
1343;"A";"4C";491000;4110000
1344;"A";"1";491948;4109981
1345;"A";"1";492936;4109954
1346;"A";"3C";493945;4109936
1346;"A";"3E";494000;4110000
1347;"A";"4";495000;4110000
1348;"A";"1";495946;4109979
1349;"A";"1";496932;4109980
1350;"A";"1";498923;4110021
1351;"A";"1";499911;4109980
1352;"A";"3C";504976;4110049
1352;"A";"3E";504990;4110003
1353;"A";"1";483945;4108984
1354;"A";"1";486898;4108995
1355;"A";"3C";487933;4108994
1355;"A";"3E";488000;4109000
1356;"A";"3C";489919;4108934
1356;"A";"3E";490000;4109000
1357;"A";"1";494930;4108928
1358;"A";"1";497920;4109034
1359;"A";"1";499950;4108995
1360;"A";"1";501973;4108968
1361;"A";"1";502920;4108988
1362;"A";"1";503969;4108986
1363;"A";"1";485970;4107965
1364;"A";"3C";487944;4107948
1364;"A";"3E";487983;4108021
1365;"A";"1";491911;4107964
1366;"A";"1";492862;4107950
1367;"A";"1";493944;4107946
1368;"A";"1";501940;4107976
1370;"A";"1";503952;4107970
1372;"A";"1";493944;4106993
1373;"A";"1";494947;4106972
1376;"A";"3C";497909;4106008
1376;"A";"3E";498000;4106000
1390;"A";"1";498000;4103000
1394;"A";"3C";487943;4101975
1394;"A";"3E";488000;4102000
1395;"A";"1";489000;4102000
1398;"A";"1";497938;4101951
1402;"A";"1";488886;4100975
1406;"A";"3C";488888;4100006
1406;"A";"3E";488980;4100004
1407;"A";"1";490943;4099941
1408;"A";"1";495935;4100032
1411;"A";"3C";488026;4098922
1411;"A";"3E";487979;4099016
1413;"A";"1";486000;4098000
1414;"A";"1";487905;4098051
1416;"A";"1";486000;4097000
1419;"A";"1";484941;4095931
1420;"A";"1";487000;4096000
1421;"A";"1";488000;4096000
1424;"A";"1";403994;4095022
1428;"A";"3C";394890;4093051
1428;"A";"3E";394979;4092981
1429;"A";"3C";395948;4093022
1429;"A";"3E";395993;4093000
1430;"A";"1";409007;4092990
1431;"A";"1";395933;4091885
1432;"A";"1";403981;4092042
1434;"A";"1";397914;4090945
1436;"A";"1";422000;4091000
1437;"A";"1";409994;4089994
1439;"A";"1";415988;4090057
1441;"A";"3C";404998;4089009
1441;"A";"3E";404983;4088992
1442;"A";"1";423000;4089000
1443;"A";"3C";403965;4087956
1443;"A";"3E";403989;4088003
1444;"A";"1";407003;4088026
1445;"A";"1";407957;4087994
1446;"A";"1";408991;4087993
1447;"A";"1";411997;4088004
1448;"A";"1";413978;4088015
1450;"A";"1";404964;4087040
1452;"A";"1";407957;4086996
1453;"A";"3C";408933;4086920
1453;"A";"3E";408996;4086993
1454;"A";"1";409980;4087036
1456;"A";"1";423000;4087000
1459;"A";"1";409929;4085966
1460;"A";"1";410967;4085971
1461;"A";"1";422966;4086009
1464;"A";"3C";408974;4085026
1464;"A";"3E";408989;4084983
1466;"A";"4";421000;4085000
1467;"A";"4";422006;4084977
1469;"A";"1";419968;4083994
1470;"A";"1";421000;4084000
1473;"A";"3C";419988;4083024
1473;"A";"3E";419985;4082997
1474;"A";"4";423000;4083000
1475;"A";"3C";418985;4082040
1475;"A";"3E";419000;4082000
1476;"A";"1";421000;4082027
1477;"A";"3C";421998;4082035
1477;"A";"3E";421991;4081979
1478;"A";"4C";419000;4081000
1479;"A";"4C";420000;4081000
1481;"A";"1";421995;4081086
1482;"A";"1";422958;4081047
1483;"A";"1";422940;4080028
1484;"A";"1";430955;4095016
1485;"A";"1";433995;4094995
1486;"A";"1";434985;4095000
1488;"A";"3C";452981;4094978
1488;"A";"3E";452980;4095006
1491;"A";"1";431000;4094000
1493;"A";"1";434990;4093997
1494;"A";"1";426973;4093008
1495;"A";"1";433004;4092992
1498;"A";"4";435029;4091998
1499;"A";"1";436970;4091966
1500;"A";"1";437984;4091977
1502;"A";"1";432976;4091008
1503;"A";"1";436991;4090982
1511;"A";"4";439000;4089000
1514;"A";"3C";451966;4088993
1514;"A";"3E";452000;4089000
1515;"A";"1";425986;4088008
1516;"A";"1";433986;4087988
1517;"A";"1";435000;4088000
1522;"A";"1";426007;4087043
1523;"A";"1";426975;4087029
1525;"A";"1";428989;4086966
1527;"A";"1";433970;4086988
1528;"A";"1";434976;4086965
1529;"A";"3C";437982;4086985
1529;"A";"3E";438020;4087001
1531;"A";"4";425000;4086000
1532;"A";"1";426955;4086029
1533;"A";"4C";429000;4086000
1534;"A";"3C";429970;4086039
1534;"A";"3E";429984;4085984
1536;"A";"1";431958;4085952
1537;"A";"1";432982;4085939
1538;"A";"1";437000;4086000
1539;"A";"3C";438919;4085933
1539;"A";"3E";439000;4086000
1540;"A";"4";440000;4086000
1541;"A";"1";426000;4085000
1543;"A";"1";429960;4084969
1545;"A";"3C";432987;4084930
1545;"A";"3E";433000;4085000
1546;"A";"4";434007;4085020
1547;"A";"1";434986;4084978
1548;"A";"1";436997;4084977
1549;"A";"1";438005;4084982
1550;"A";"4";439000;4085000
1551;"A";"1";439928;4084981
1552;"A";"1";441983;4084960
1553;"A";"1";443991;4084979
1554;"A";"1";444991;4084969
1555;"A";"1";445988;4084943
1556;"A";"1";448954;4085008
1557;"A";"4C";450000;4085000
1558;"A";"1";425000;4084000
1559;"A";"3C";425962;4084000
1559;"A";"3E";426000;4084000
1560;"A";"1";426953;4083986
1562;"A";"1";428986;4083982
1564;"A";"1";434000;4084000
1566;"A";"1";437981;4084006
1567;"A";"1";440971;4083971
1568;"A";"1";442970;4083988
1569;"A";"1";445000;4084000
1570;"A";"3C";447015;4084027
1570;"A";"3E";446998;4083975
1574;"A";"1";428971;4083002
1575;"A";"3C";429952;4082967
1575;"A";"3E";0;0
1576;"A";"3C";430973;4082990
1576;"A";"3E";430995;4082972
1578;"A";"1";433000;4082987
1579;"A";"4";435000;4083000
1580;"A";"4";436000;4083000
1581;"A";"1";436992;4082965
1582;"A";"1";439012;4082956
1583;"A";"1";439992;4082994
1584;"A";"1";441998;4082994
1585;"A";"1";442970;4082976
1586;"A";"1";443990;4082992
1587;"A";"3C";445969;4082964
1587;"A";"3E";446020;4083000
1589;"A";"1";447949;4082988
1592;"A";"3C";427974;4081998
1592;"A";"3E";428000;4082000
1593;"A";"1";430000;4081965
1595;"A";"1";432992;4082033
1597;"A";"1";437987;4081976
1599;"A";"1";439987;4081976
1600;"A";"1";443963;4081967
1601;"A";"3C";444921;4081941
1601;"A";"3E";445000;4082000
1602;"A";"1";445995;4081946
1603;"A";"1";450969;4082034
1604;"A";"1";423987;4081010
1608;"A";"4";428000;4081000
1609;"A";"1";428974;4081015
1613;"A";"1";437013;4081008
1615;"A";"1";440931;4081017
1617;"A";"1";449974;4080965
1618;"A";"1";450974;4080978
1619;"A";"1";452959;4081003
1620;"A";"4";425035;4079984
1622;"A";"1";426975;4080033
1623;"A";"4";428987;4079987
1628;"A";"1";434975;4080008
1632;"A";"1";442944;4080016
1633;"A";"1";443995;4080007
1635;"A";"1";448989;4079994
1636;"A";"1";449959;4079983
1643;"A";"4";437000;4079000
1644;"A";"1";438976;4079018
1645;"A";"1";440006;4078997
1646;"A";"1";440950;4078982
1647;"A";"1";443006;4078996
1648;"A";"3C";445895;4078954
1648;"A";"3E";446000;4079000
1650;"A";"1";428964;4077944
1653;"A";"1";435952;4077981
1654;"A";"1";437000;4078000
1656;"A";"1";441984;4077985
1657;"A";"1";443957;4077977
1658;"A";"1";444956;4077979
1662;"A";"1";442948;4076968
1663;"A";"1";445010;4077000
1664;"A";"1";445994;4077002
1665;"A";"1";446964;4076916
1667;"A";"1";451966;4076971
1668;"A";"3C";455034;4094962
1668;"A";"3E";454998;4095006
1670;"A";"3C";464038;4094971
1670;"A";"3E";463985;4095010
1672;"A";"1";477052;4095017
1674;"A";"1";480062;4094962
1675;"A";"1";480993;4095039
1677;"A";"1";453934;4093986
1678;"A";"1";456042;4094003
1682;"A";"1";478974;4093979
1688;"A";"3C";465928;4093064
1688;"A";"3E";465997;4092983
1689;"A";"3C";466977;4093018
1689;"A";"3E";467010;4093003
1691;"A";"1";476988;4093027
1692;"A";"1";463939;4091987
1694;"A";"4";470991;4091999
1695;"A";"3C";476980;4091995
1695;"A";"3E";0;0
1696;"A";"3C";477991;4092041
1696;"A";"3E";477986;4091974
1698;"A";"1";458972;4090945
1699;"A";"1";462998;4090946
1701;"A";"3C";472982;4091050
1701;"A";"3E";473000;4091000
1702;"A";"1";474000;4091000
1703;"A";"1";475000;4091000
1704;"A";"1";460984;4090050
1705;"A";"1";462023;4090043
1707;"A";"3C";466008;4089969
1707;"A";"3E";466000;4090000
1709;"A";"1";470012;4090012
1710;"A";"1";471000;4090000
1711;"A";"1";472000;4090000
1712;"A";"1";472984;4089999
1713;"A";"3C";473982;4089997
1713;"A";"3E";473995;4089982
1717;"A";"3C";458880;4089095
1717;"A";"3E";459000;4089000
1718;"A";"1";460936;4089010
1719;"A";"1";462008;4089010
1721;"A";"1";465013;4089011
1722;"A";"4C";470000;4089000
1723;"A";"1";476000;4089000
1726;"A";"1";469000;4088000
1736;"A";"1";469000;4083000
1737;"A";"1";453996;4082010
1738;"A";"4";463000;4082048
1744;"A";"1";469000;4082000
1745;"A";"1";469935;4081965
1746;"A";"1";458000;4081053
1747;"A";"1";458892;4081078
1748;"A";"3C";460050;4080946
1748;"A";"3E";460000;4081000
1749;"A";"1";460958;4080985
1752;"A";"1";470000;4081000
1753;"A";"1";471000;4081000
1754;"A";"4";0;0
1756;"A";"1";462939;4080024
1757;"A";"4";465000;4080000
1758;"A";"1";467007;4079988
1761;"A";"1";453972;4079008
1762;"A";"1";458959;4078976
1763;"A";"1";460025;4078998
1764;"A";"1";461956;4078989
1766;"A";"1";463959;4078962
1771;"A";"1";458997;4078003
1772;"A";"1";459975;4077991
1773;"A";"1";460999;4078015
1774;"A";"1";463933;4078045
1776;"A";"4";471000;4078000
1779;"A";"1";460959;4077066
1781;"A";"4";0;0
1787;"A";"6C";441000;4076000
1788;"A";"4";443000;4076000
1791;"A";"3C";446960;4075972
1791;"A";"3E";0;0
1792;"A";"1";451935;4075976
1794;"A";"3C";440988;4075015
1794;"A";"3E";0;0
1795;"A";"4";0;0
1796;"A";"1";448957;4074967
1798;"A";"6C";445000;4074000
1800;"A";"1";447993;4073985
1801;"A";"4";0;0
1802;"A";"1";449983;4073977
1806;"A";"1";449000;4071000
1810;"A";"3C";430995;4067036
1810;"A";"3E";431000;4067000
1811;"A";"3C";432004;4066046
1811;"A";"3E";432000;4066000
1812;"A";"3C";456943;4076041
1812;"A";"3E";456973;4075998
1814;"A";"1";460000;4076000
1815;"A";"1";460993;4075970
1818;"A";"4";0;0
1823;"A";"3C";458921;4075016
1823;"A";"3E";458992;4074970
1824;"A";"1";461000;4075000
1825;"A";"1";462021;4074987
1827;"A";"4";0;0
1831;"A";"3C";455954;4070959
1831;"A";"3E";0;0
1832;"A";"1";456964;4070992
1834;"A";"1";462972;4070925
1837;"A";"1";462001;4069975
1838;"A";"1";462917;4069967
1839;"A";"1";463985;4069995
1841;"A";"3C";461935;4068968
1841;"A";"3E";462000;4069000
1843;"A";"1";479000;4068000
1844;"A";"3C";461988;4065969
1844;"A";"3E";462000;4066000
1846;"A";"6C";435987;4117966
1848;"A";"6C";436017;4118971
1849;"A";"6C";429995;4119035
1850;"A";"6C";431024;4118979
1851;"A";"6C";428997;4121065
1852;"A";"6C";427984;4118959
1853;"A";"6C";433966;4118998
1854;"A";"6C";435007;4118030
1855;"A";"1";524978;4128977
1856;"A";"4C";412972;4119022
1857;"A";"6C";424964;4118012
1858;"A";"4";0;0
1859;"A";"1";512072;4134059
1863;"A";"6C";430008;4118974
1864;"A";"6C";430949;4119016
1865;"A";"6C";428964;4121028
1866;"A";"6C";427999;4119041
1867;"A";"6C";434025;4118946
1868;"A";"4C";434966;4118064
1869;"A";"4C";412999;4118973
1871;"A";"6C";428000;4120000
1873;"A";"6C";429000;4119000
1875;"A";"6C";428023;4120015
1877;"A";"6C";428958;4119048
1879;"A";"6C";427978;4119988
1881;"A";"6C";428942;4119088
2000;"N";"N";542000;4211000
2002;"N";"N";542000;4210000
2003;"N";"N";537000;4209000
2004;"N";"N";546000;4210000
2005;"N";"N";548000;4210000
2006;"N";"N";545000;4209000
2007;"N";"N";547000;4209000
2008;"N";"N";550000;4208000
2010;"N";"N";553000;4207000
2011;"N";"N";557000;4207000
2012;"N";"N";560000;4207000
2013;"N";"N";538000;4204000
2014;"N";"N";541000;4204000
2015;"N";"N";536995;4202995
2016;"N";"N";534998;4202006
2018;"N";"N";540000;4200000
2019;"N";"N";532000;4199000
2020;"N";"N";530014;4198000
2021;"N";"N";533000;4198001
2022;"N";"N";536004;4198005
2023;"N";"N";0;0
2024;"N";"N";0;0
2025;"N";"N";0;0
2026;"N";"N";525000;4195000
2027;"N";"N";0;0
2028;"N";"N";0;0
2029;"N";"N";0;0
2030;"N";"N";525000;4193000
2031;"N";"N";541000;4193001
2032;"N";"N";0;0
2033;"N";"N";517000;4191000
2035;"N";"N";0;0
2036;"N";"N";515955;4188996
2037;"N";"N";533000;4188000
2038;"N";"N";550000;4206000
2039;"N";"N";552000;4206000
2040;"N";"N";552998;4204979
2041;"N";"N";557000;4204000
2043;"N";"N";547002;4201000
2044;"N";"N";545000;4200000
2045;"N";"N";547999;4199999
2046;"N";"N";552000;4200000
2047;"N";"N";555000;4200000
2048;"N";"N";550001;4198995
2049;"N";"N";547002;4198003
2050;"N";"N";550998;4198004
2051;"N";"N";554000;4198000
2053;"N";"N";556001;4197000
2054;"N";"N";563999;4197000
2055;"N";"N";567003;4196023
2056;"N";"N";543002;4194993
2057;"N";"N";543984;4193982
2058;"N";"N";547978;4190987
2059;"N";"N";544991;4189966
2061;"N";"N";547004;4189002
2062;"N";"N";509969;4176014
2063;"N";"N";510000;4175000
2064;"N";"N";517000;4187000
2065;"N";"N";532000;4187000
2066;"N";"N";527000;4186000
2067;"N";"N";0;0
2068;"N";"N";513000;4185000
2069;"N";"N";515000;4185000
2071;"N";"N";518000;4183000
2072;"N";"N";527000;4183000
2073;"N";"N";513994;4179000
2074;"N";"N";530000;4178000
2075;"N";"N";518000;4176975
2076;"N";"N";0;0
2077;"N";"N";514000;4176000
2078;"N";"N";530976;4176001
2079;"N";"N";515000;4175000
2080;"N";"N";516990;4175000
2081;"N";"N";534965;4175003
2082;"N";"N";518990;4173009
2083;"N";"N";517978;4172016
2084;"N";"N";519030;4169999
2086;"N";"N";543002;4185000
2087;"N";"N";544992;4185006
2088;"N";"N";556996;4185002
2089;"N";"N";555994;4184000
2090;"N";"N";559989;4183997
2091;"N";"N";557000;4183000
2092;"N";"N";558986;4182022
2094;"N";"N";555010;4180011
2095;"N";"N";557990;4180000
2096;"N";"N";560000;4180000
2097;"N";"N";560990;4178000
2098;"N";"N";555030;4177017
2099;"N";"N";551000;4173000
2100;"N";"N";550000;4169972
2101;"N";"N";555000;4170000
2102;"N";"N";454000;4162000
2103;"N";"N";451000;4158000
2104;"N";"N";453000;4156000
2105;"N";"N";446978;4153980
2106;"N";"N";442006;4150982
2107;"N";"N";481000;4166000
2108;"N";"N";456000;4163000
2110;"N";"N";477020;4159959
2111;"N";"N";478994;4159986
2112;"N";"N";471000;4158000
2113;"N";"N";476005;4156009
2114;"N";"N";477009;4155981
2115;"N";"N";454957;4155015
2116;"N";"N";510000;4163000
2117;"N";"N";509000;4162000
2118;"N";"N";484974;4160990
2120;"N";"N";510000;4161000
2121;"N";"N";484973;4160021
2122;"N";"N";483932;4158990
2123;"N";"N";486000;4159000
2124;"N";"N";493000;4159000
2125;"N";"N";504000;4157000
2126;"N";"N";490995;4153980
2127;"N";"N";491000;4153000
2128;"N";"N";489985;4152000
2129;"N";"N";520000;4167000
2130;"N";"N";541000;4167000
2131;"N";"N";528040;4166008
2132;"N";"N";531000;4166000
2134;"N";"N";517000;4165000
2135;"N";"N";529000;4165000
2136;"N";"N";530000;4165000
2137;"N";"N";533000;4165000
2138;"N";"N";527972;4163971
2139;"N";"N";530000;4164000
2140;"N";"N";532000;4164000
2141;"N";"N";0;0
2142;"N";"N";526999;4163005
2143;"N";"N";515000;4162000
2144;"N";"N";521990;4161000
2145;"N";"N";515000;4160000
2147;"N";"N";517000;4158000
2148;"N";"N";525014;4158000
2149;"N";"N";525000;4152000
2150;"N";"N";549000;4168000
2151;"N";"N";547000;4166000
2152;"N";"N";546984;4164025
2153;"N";"N";552012;4160000
2154;"N";"N";548976;4157980
2155;"N";"N";552000;4155000
2156;"N";"N";555020;4155015
2158;"N";"N";407000;4140000
2159;"N";"N";405000;4139000
2160;"N";"N";401978;4136940
2161;"N";"N";405000;4137000
2162;"N";"N";415019;4136972
2163;"N";"N";403000;4136000
2164;"N";"N";400048;4134986
2165;"N";"N";406000;4135000
2166;"N";"N";421000;4134000
2167;"N";"N";419000;4133000
2168;"N";"N";444976;4148007
2169;"N";"N";437000;4145000
2170;"N";"N";453000;4142000
2171;"N";"N";443000;4141000
2172;"N";"N";445000;4141000
2173;"N";"N";449008;4140999
2174;"N";"N";434995;4140012
2175;"N";"N";438000;4138000
2176;"N";"N";441000;4138000
2177;"N";"N";0;0
2178;"N";"N";440000;4135001
2179;"N";"N";442000;4135000
2181;"N";"N";450000;4133000
2182;"N";"N";460000;4150000
2183;"N";"N";465993;4147003
2184;"N";"N";464000;4143000
2185;"N";"N";463000;4142000
2186;"N";"N";482000;4142000
2187;"N";"N";461000;4141000
2188;"N";"N";483000;4141000
2189;"N";"N";464994;4140015
2190;"N";"N";472000;4139000
2192;"N";"N";467000;4137000
2193;"N";"N";465000;4136000
2194;"N";"N";468000;4136000
2195;"N";"N";455009;4135025
2196;"N";"N";465000;4135000
2197;"N";"N";470005;4134982
2198;"N";"N";483000;4135000
2199;"N";"N";463000;4134000
2200;"N";"N";483000;4134000
2201;"N";"N";455000;4133000
2202;"N";"N";468000;4133000
2203;"N";"N";470998;4133002
2204;"N";"N";510000;4150000
2206;"N";"N";509000;4148000
2207;"N";"N";506000;4145000
2208;"N";"N";486000;4144000
2209;"N";"N";491000;4144000
2210;"N";"N";485000;4142000
2211;"N";"N";484000;4140000
2212;"N";"N";485000;4140000
2213;"N";"N";510000;4140000
2214;"N";"N";485000;4139000
2215;"N";"N";494000;4139000
2216;"N";"N";0;0
2217;"N";"N";487000;4136000
2219;"N";"N";506000;4136000
2220;"N";"N";509000;4136000
2221;"N";"N";486000;4135000
2222;"N";"N";498000;4135000
2223;"N";"N";5e+05;4135000
2224;"N";"N";507000;4135000
2225;"N";"N";484000;4134000
2226;"N";"N";502000;4134000
2227;"N";"N";506000;4134000
2228;"N";"N";508973;4133998
2229;"N";"N";512000;4134000
2230;"N";"N";498000;4133000
2231;"N";"N";505000;4133000
2232;"N";"N";511000;4133000
2233;"N";"N";514010;4150012
2234;"N";"N";516000;4148000
2235;"N";"N";527985;4148000
2236;"N";"N";515000;4145000
2237;"N";"N";520000;4142000
2238;"N";"N";519000;4141000
2239;"N";"N";520000;4140000
2241;"N";"N";521000;4139000
2242;"N";"N";528000;4136000
2243;"N";"N";525000;4135000
2244;"N";"N";527017;4133955
2245;"N";"N";529000;4134000
2246;"N";"N";517000;4133000
2247;"N";"N";528000;4133000
2248;"N";"N";545000;4150000
2249;"N";"N";394000;4128000
2251;"N";"N";390000;4125000
2252;"N";"N";391960;4119016
2253;"N";"N";393991;4118980
2254;"N";"N";389011;4118030
2255;"N";"N";383999;4114998
2256;"N";"N";385000;4115000
2257;"N";"N";422000;4132000
2258;"N";"N";4e+05;4130000
2259;"N";"N";414000;4130000
2260;"N";"N";423981;4130003
2261;"N";"N";401000;4128000
2262;"N";"N";396000;4127000
2263;"N";"N";399000;4127000
2264;"N";"N";404000;4126964
2265;"N";"N";407000;4127000
2266;"N";"N";403028;4126025
2267;"N";"N";418000;4126000
2268;"N";"N";395000;4125000
2269;"N";"N";398000;4125000
2270;"N";"N";410000;4125000
2271;"N";"N";406979;4119998
2272;"N";"N";408993;4119000
2273;"N";"N";409964;4118995
2274;"N";"N";411005;4118990
2275;"N";"N";423000;4118000
2276;"N";"N";424000;4118000
2277;"N";"N";411991;4115006
2279;"N";"N";452000;4131000
2280;"N";"N";0;0
2281;"N";"N";443000;4130000
2282;"N";"N";450000;4130000
2283;"N";"N";451993;4129001
2284;"N";"N";446978;4127995
2285;"N";"N";443000;4127000
2286;"N";"N";436949;4123000
2287;"N";"N";432000;4119000
2288;"N";"N";435000;4119000
2289;"N";"N";427000;4118000
2290;"N";"N";434000;4118000
2291;"N";"N";439000;4118000
2292;"N";"N";436000;4117000
2293;"N";"N";437000;4117000
2294;"N";"N";438000;4116000
2295;"N";"N";450993;4115996
2296;"N";"N";434975;4115016
2297;"N";"N";466992;4131997
2299;"N";"N";483000;4132000
2300;"N";"N";461000;4131000
2301;"N";"N";463000;4131000
2302;"N";"N";466000;4131000
2303;"N";"N";460000;4130000
2304;"N";"N";462000;4130000
2305;"N";"N";468000;4130000
2306;"N";"N";461996;4127983
2307;"N";"N";473018;4127999
2308;"N";"N";478000;4128000
2310;"N";"N";455000;4125000
2311;"N";"N";458000;4125000
2312;"N";"N";460000;4125000
2313;"N";"N";478000;4125000
2314;"N";"N";477000;4123000
2315;"N";"N";480025;4123000
2316;"N";"N";483018;4123017
2317;"N";"N";481000;4122000
2318;"N";"N";0;0
2319;"N";"N";475000;4120000
2320;"N";"N";479990;4119999
2321;"N";"N";474000;4119000
2323;"N";"N";455000;4118000
2324;"N";"N";478000;4118000
2325;"N";"N";480000;4118000
2326;"N";"N";476000;4117000
2327;"N";"N";482000;4117000
2328;"N";"N";464000;4116000
2329;"N";"N";477000;4116000
2330;"N";"N";457000;4115000
2332;"N";"N";459000;4114000
2333;"N";"N";486000;4132000
2334;"N";"N";499000;4132000
2335;"N";"N";504000;4132001
2336;"N";"N";5e+05;4131000
2337;"N";"N";492000;4129000
2338;"N";"N";506002;4129000
2339;"N";"N";507000;4128002
2341;"N";"N";506009;4126987
2342;"N";"N";507000;4126000
2343;"N";"N";485007;4124998
2344;"N";"N";505000;4124000
2345;"N";"N";508002;4124000
2346;"N";"N";527000;4132000
2347;"N";"N";529987;4131984
2348;"N";"N";525000;4130000
2349;"N";"N";528001;4129000
2350;"N";"N";520000;4125000
2351;"N";"N";524000;4124999
2352;"N";"N";525000;4125000
2353;"N";"N";527003;4124997
2354;"N";"N";530000;4125000
2355;"N";"N";524991;4124012
2356;"N";"N";527998;4123007
2357;"N";"N";528001;4120001
2358;"N";"N";392996;4112999
2359;"N";"N";385987;4110000
2360;"N";"N";387989;4110015
2361;"N";"N";387996;4108000
2362;"N";"N";391992;4106997
2364;"N";"N";388990;4105000
2365;"N";"N";390000;4105000
2366;"N";"N";386994;4103999
2367;"N";"N";387988;4102997
2368;"N";"N";386987;4102002
2369;"N";"N";389991;4100990
2370;"N";"N";4e+05;4110000
2371;"N";"N";400989;4108999
2372;"N";"N";417985;4107009
2374;"N";"N";405000;4105000
2375;"N";"N";398989;4103000
2376;"N";"N";396990;4102000
2377;"N";"N";405005;4101979
2378;"N";"N";395000;4100000
2379;"N";"N";396990;4099999
2380;"N";"N";395988;4098999
2381;"N";"N";396987;4097997
2382;"N";"N";398988;4097999
2384;"N";"N";412968;4097996
2385;"N";"N";399989;4096999
2386;"N";"N";395991;4096000
2387;"N";"N";404964;4095998
2388;"N";"N";406989;4095999
2389;"N";"N";433000;4112000
2390;"N";"N";447000;4101000
2391;"N";"N";450000;4100000
2392;"N";"N";427000;4099000
2394;"N";"N";0;0
2395;"N";"N";0;0
2396;"N";"N";432000;4097000
2397;"N";"N";436000;4097000
2398;"N";"N";428000;4096000
2399;"N";"N";429968;4096015
2400;"N";"N";467014;4112981
2401;"N";"N";471000;4113000
2402;"N";"N";0;0
2404;"N";"N";462008;4108020
2405;"N";"N";456000;4107000
2406;"N";"N";459000;4107000
2407;"N";"N";471000;4107000
2408;"N";"N";454000;4106000
2409;"N";"N";457000;4106000
2410;"N";"N";456007;4103009
2411;"N";"N";454000;4101000
2412;"N";"N";454993;4099991
2413;"N";"N";0;0
2414;"N";"N";481000;4100000
2415;"N";"N";0;0
2416;"N";"N";478000;4099000
2417;"N";"N";476000;4097000
2418;"N";"N";482000;4097000
2420;"N";"N";498000;4113000
2421;"N";"N";506000;4113000
2422;"N";"N";492992;4112004
2423;"N";"N";485000;4110000
2424;"N";"N";489987;4110020
2425;"N";"N";488967;4107989
2426;"N";"N";499000;4108000
2427;"N";"N";505000;4107000
2429;"N";"N";493000;4103000
2430;"N";"N";492000;4102000
2431;"N";"N";494000;4102000
2432;"N";"N";485000;4101000
2433;"N";"N";487000;4101000
2434;"N";"N";493000;4101000
2435;"N";"N";485000;4100000
2436;"N";"N";494996;4100003
2438;"N";"N";495000;4099000
2439;"N";"N";498000;4099000
2440;"N";"N";492000;4098000
2441;"N";"N";499000;4098000
2442;"N";"N";484000;4097000
2443;"N";"N";493000;4097000
2444;"N";"N";497000;4097000
2445;"N";"N";493985;4096025
2446;"N";"N";391992;4094997
2448;"N";"N";4e+05;4095000
2449;"N";"N";401991;4094992
2450;"N";"N";405000;4095000
2451;"N";"N";405990;4094995
2452;"N";"N";419975;4094993
2453;"N";"N";400989;4093997
2454;"N";"N";402992;4093999
2455;"N";"N";404989;4094001
2456;"N";"N";406991;4094007
2457;"N";"N";406993;4091996
2458;"N";"N";407989;4090995
2459;"N";"N";420008;4088002
